clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Kitta Grau/Kitta,0,18,14,32,Kitta Grau,male,1.0,primary
the husband/The husband,14,3,26,29,the husband,male,1.0,primary
the evil one,3,6,10,16,the evil one,male,1.0,secondary
the merchant,26,5,11,16,the merchant,male,1.0,secondary
the husband/The husband--his wife,18,2,10,12,the husband's wife,female,1.0,secondary
a merchant,24,1,8,9,a merchant,male,1.0,tertiary
a splendid husband,45,1,7,8,a splendid husband,male,1.0,tertiary
the woman,6,3,3,6,the woman,female,1.0,tertiary
the handsome bird,39,1,3,4,the handsome bird,unknown,0.0,tertiary
the black man/The black man,23,2,2,4,the black man,male,1.0,tertiary
the newly wedded couple,42,1,2,3,the newly wedded couple,group/nonbinary,1.0,tertiary
a very good wife,46,1,2,3,a very good wife,female,1.0,tertiary
the devil,1,2,0,2,the devil,unknown,0.0,tertiary
the young wife,10,1,1,2,the young wife,female,1.0,tertiary
the man,19,1,0,1,the man,male,1.0,tertiary
the woman--her husband,8,1,0,1,the woman's husband,male,1.0,tertiary
a real stupid,43,1,0,1,a real stupid,unknown,0.0,tertiary
the evil one--his merchant,34,1,0,1,the evil one's merchant,unknown,0.0,tertiary
old man,40,1,0,1,old man,male,1.0,tertiary
the handsome bird--No one who knows you would buy you,49,1,0,1,the handsome bird's one who knows you would buy you,unknown,0.0,tertiary
