sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",become,BEFORE,"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",enable,3,3,1,2
"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",enable,AFTER,"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",leave,3,3,2,3
"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",leave,BEFORE,"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",took,3,3,3,4
"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",took,BEFORE,"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",assumed,3,3,4,5
"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",assumed,BEFORE,"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",stifling,3,3,5,6
"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",stifling,BEFORE,"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",providing,3,3,6,7
"Gray Eagle, the eldest, and the only one whose feathers had become stout enough to enable him to leave the nest, took his place at the head of the family, and assumed the duty of stifling their cries and providing the little household with food, in which he was very successful. ",providing,BEFORE,"But, after a short time had passed, by an unlucky mischance, while out on a foraging excursion, he got one of his wings broken. ",got,3,4,7,2
"But, after a short time had passed, by an unlucky mischance, while out on a foraging excursion, he got one of his wings broken. ",got,BEFORE,"This was the more to be regretted, as the season had arrived when they were soon to go to a southern country to pass the winter, and the children were only waiting to become a little stronger and more expert on the wing to set out on the journey. ",waiting,4,5,2,9
"This was the more to be regretted, as the season had arrived when they were soon to go to a southern country to pass the winter, and the children were only waiting to become a little stronger and more expert on the wing to set out on the journey. ",waiting,BEFORE,"This was the more to be regretted, as the season had arrived when they were soon to go to a southern country to pass the winter, and the children were only waiting to become a little stronger and more expert on the wing to set out on the journey. ",become,5,5,9,10
"This was the more to be regretted, as the season had arrived when they were soon to go to a southern country to pass the winter, and the children were only waiting to become a little stronger and more expert on the wing to set out on the journey. ",become,BEFORE,"Finding that their elder brother did not return, they resolved to go in search of him. ",Finding,5,6,10,0
"Finding that their elder brother did not return, they resolved to go in search of him. ",Finding,AFTER,"Finding that their elder brother did not return, they resolved to go in search of him. ",return,6,6,0,2
"Finding that their elder brother did not return, they resolved to go in search of him. ",return,BEFORE,"Finding that their elder brother did not return, they resolved to go in search of him. ",resolved,6,6,2,3
"Finding that their elder brother did not return, they resolved to go in search of him. ",resolved,BEFORE,"Finding that their elder brother did not return, they resolved to go in search of him. ",go,6,6,3,4
"Finding that their elder brother did not return, they resolved to go in search of him. ",go,BEFORE,"After beating up and down the country for the better part of a whole day, they at last found him, sorely wounded and unable to fly, lodged in the upper branches of a sycamore-tree. ",found,6,7,4,1
"After beating up and down the country for the better part of a whole day, they at last found him, sorely wounded and unable to fly, lodged in the upper branches of a sycamore-tree. ",found,AFTER,"After beating up and down the country for the better part of a whole day, they at last found him, sorely wounded and unable to fly, lodged in the upper branches of a sycamore-tree. ",fly,7,7,1,3
"After beating up and down the country for the better part of a whole day, they at last found him, sorely wounded and unable to fly, lodged in the upper branches of a sycamore-tree. ",fly,AFTER,"After beating up and down the country for the better part of a whole day, they at last found him, sorely wounded and unable to fly, lodged in the upper branches of a sycamore-tree. ",lodged,7,7,3,4
"After beating up and down the country for the better part of a whole day, they at last found him, sorely wounded and unable to fly, lodged in the upper branches of a sycamore-tree. ",lodged,BEFORE,"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",said,7,8,4,0
"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",said,AFTER,"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",questioned,8,8,0,3
"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",questioned,AFTER,"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",befallen,8,8,3,5
"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",befallen,BEFORE,"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",let,8,8,5,6
"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",let,BEFORE,"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",prevent,8,8,6,7
"""Brothers,"" said Gray Eagle, as soon as they were gathered around, and questioned him as to the extent of his injuries, ""an accident has befallen me, but let not this prevent your going to a warmer climate. ",prevent,BEFORE,"It is better that I alone should die, than for you all to suffer on my account."" ",die,8,10,7,2
"It is better that I alone should die, than for you all to suffer on my account."" ",die,BEFORE,"It is better that I alone should die, than for you all to suffer on my account."" ",suffer,10,10,2,3
"It is better that I alone should die, than for you all to suffer on my account."" ",suffer,BEFORE,"""No, no,"" they replied, with one voice. ",replied,10,11,3,0
"""No, no,"" they replied, with one voice. ",replied,BEFORE,"""We will not forsake you. ",forsake,11,12,0,1
"""We will not forsake you. ",forsake,BEFORE,We will share your sufferings; ,share,12,13,1,1
We will share your sufferings; ,share,BEFORE," we will abandon our journey, and take care of you as you did of us before we were able to take care of ourselves. ",abandon,13,14,1,1
" we will abandon our journey, and take care of you as you did of us before we were able to take care of ourselves. ",abandon,AFTER,"If the chill climate kills you, it shall kill us. ",kills,14,15,1,0
"If the chill climate kills you, it shall kill us. ",kills,BEFORE,"If the chill climate kills you, it shall kill us. ",kill,15,15,0,2
"If the chill climate kills you, it shall kill us. ",kill,AFTER,"Do you think we can so soon forget your brotherly care, which has equaled a father's, and even a mother's kindness? ",think,15,16,2,1
