sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"He was never short of money, for he had a purse which was never empty. ",had,BEFORE,"He never was short of food, for he had a table-cloth on which, as soon as he spread it, he found all he wanted to eat and drink. ",spread,1,2,1,2
"He never was short of food, for he had a table-cloth on which, as soon as he spread it, he found all he wanted to eat and drink. ",spread,AFTER,"And, besides, he had a magic wishing cap. ",had,2,3,2,0
"And, besides, he had a magic wishing cap. ",had,BEFORE,"When he put it on he could wish himself wherever he wanted, and there he would be that very moment. ",wish,3,4,0,2
"When he put it on he could wish himself wherever he wanted, and there he would be that very moment. ",wish,AFTER,"There was only one thing that he lacked: he had no wife, and he was gradually coming into the years when it would be necessary for him to make haste. ",lacked,4,5,2,1
"There was only one thing that he lacked: he had no wife, and he was gradually coming into the years when it would be necessary for him to make haste. ",lacked,BEFORE,"As he was walking sadly along one fine day, it occurred to him to wish himself where he would find the most beautiful princess in the world. ",wish,5,6,1,3
"As he was walking sadly along one fine day, it occurred to him to wish himself where he would find the most beautiful princess in the world. ",wish,AFTER,"And it was a land which he had never yet seen, and a city in which he had never yet been. ",seen,6,8,3,2
"And it was a land which he had never yet seen, and a city in which he had never yet been. ",seen,BEFORE,"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",wanted,8,9,2,3
"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",wanted,BEFORE,"But she would have nothing to do with him, and was very haughty. ",have,9,10,3,1
"But she would have nothing to do with him, and was very haughty. ",have,BEFORE,"Finally he despaired altogether, and was so beside himself that he could no longer be where she was not. ",despaired,10,11,1,0
"Finally he despaired altogether, and was so beside himself that he could no longer be where she was not. ",despaired,BEFORE,So he took his magic cap and wished himself into the castle. ,wished,11,12,0,1
So he took his magic cap and wished himself into the castle. ,wished,BEFORE,"He wanted to say good-by, so he said. ",said,12,13,1,2
"He wanted to say good-by, so he said. ",said,BEFORE,And she laid her hand in his. ,laid,13,14,2,0
And she laid her hand in his. ,laid,BEFORE,"""I wish we were far beyond the end of the world!"" ",wish,14,15,0,0
"""I wish we were far beyond the end of the world!"" ",wish,BEFORE,"said the youth, and there they were. ",said,15,16,0,0
"said the youth, and there they were. ",said,AFTER,"But the king's daughter wept, and begged to be allowed to go home again. ",wept,16,17,0,0
"But the king's daughter wept, and begged to be allowed to go home again. ",wept,BEFORE,He could have all the gold and silver in the castle in return. ,have,17,18,0,1
He could have all the gold and silver in the castle in return. ,have,AFTER,"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",shook,18,19,1,2
"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",shook,BEFORE,"He could sit down at the royal table and eat the finest food, and drink the finest wines, said she. ",said,19,20,2,4
