clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Aggo Dah Gauda/Dah Gauda/Aggo,1,24,78,102,Aggo Dah Gauda,male,1.0,primary
the daughter,25,2,44,46,the daughter,female,1.0,secondary
the king/The king,41,9,16,25,the king,male,1.0,tertiary
the king of the buffalos,4,3,14,17,the king of the buffalos,male,1.0,tertiary
Aggo Dah Gauda/Dah Gauda/Aggo--his daughter,11,6,7,13,Aggo Dah Gauda's daughter,female,1.0,tertiary
Aggo Dah Gauda/Dah Gauda/Aggo--his followers,82,1,8,9,Aggo Dah Gauda's followers,group/nonbinary,1.0,tertiary
My sweetheart,56,2,5,7,My sweetheart,unknown,0.0,tertiary
the buffalos,23,2,5,7,the buffalos,group/nonbinary,1.0,tertiary
the buffalo - king,13,4,2,6,the buffalo - king,male,1.0,tertiary
"a very worthy young warrior , who was neither a buffalo - king nor so much as the owner of any more of the buffalos than a splendid skin robe which he wore , with great effect , thrown over his shoulders , on his wedding - day",110,1,3,4,"a very worthy young warrior , who was neither a buffalo - king nor so much as the owner of any more of the buffalos than a splendid skin robe which he wore , with great effect , thrown over his shoulders , on his wedding - day",male,1.0,tertiary
Aggo 's daughter,49,2,1,3,Aggo 's daughter,female,1.0,tertiary
the others in the lodge,47,1,2,3,the others in the lodge,unknown,0.0,tertiary
the daughter--her father,44,3,0,3,the daughter's father,male,1.0,tertiary
Aggo Dah Gauda/Dah Gauda/Aggo--his beautiful daughter,65,1,1,2,Aggo Dah Gauda's beautiful daughter,female,1.0,tertiary
the king of the buffalos--his majesty,37,2,0,2,the king of the buffalos's majesty,male,1.0,tertiary
Man with the leg tied up,17,2,0,2,Man with the leg tied up,male,1.0,tertiary
a beautiful daughter,3,1,1,2,a beautiful daughter,female,1.0,tertiary
the poor king,93,1,0,1,the poor king,male,1.0,tertiary
"the old man in the moon , who was looking on all the time",97,1,0,1,"the old man in the moon , who was looking on all the time",male,1.0,tertiary
Aggo Dah Gauda's followers--their king,88,1,0,1,Aggo Dah Gauda's followers's king,male,1.0,tertiary
Aggo Dah Gauda's followers--The buffalos being set on by their king,87,1,0,1,Aggo Dah Gauda's followers's buffalos being set on by their king,male,1.0,tertiary
the captive daughter,81,1,0,1,the captive daughter,unknown,0.0,tertiary
the royal dipper,78,1,0,1,the royal dipper,unknown,0.0,tertiary
a man with one leg all night long,101,1,0,1,a man with one leg all night long,male,1.0,tertiary
Aggo Dah Gauda/Dah Gauda/Aggo--his pursuers,105,1,0,1,Aggo Dah Gauda's pursuers,unknown,0.0,tertiary
Aggo 's beautiful daughter,109,1,0,1,Aggo 's beautiful daughter,unknown,0.0,tertiary
a buffalo - king,111,1,0,1,a buffalo - king,male,1.0,tertiary
a man with one leg tied up,91,1,0,1,a man with one leg tied up,male,1.0,tertiary
a venerable medicine man,2,1,0,1,a venerable medicine man,male,1.0,tertiary
"the king/The king--one of the royal buffalos , who was so gentle in his motions as not even to disturb a single one of the tresses of the beautiful hair of Aggo 's daughter",52,1,0,1,"the king's of the royal buffalos , who was so gentle in his motions as not even to disturb a single one of the tresses of the beautiful hair of Aggo 's daughter",unknown,0.0,tertiary
the other females,40,1,0,1,the other females,unknown,0.0,tertiary
Aggo Dah Gauda 's daughter,36,1,0,1,Aggo Dah Gauda 's daughter,unknown,0.0,tertiary
the beautiful person of Aggo Dah Gauda 's daughter,35,1,0,1,the beautiful person of Aggo Dah Gauda 's daughter,unknown,0.0,tertiary
followers,30,1,0,1,followers,unknown,0.0,tertiary
the king of the buffalos--his herd of followers,29,1,0,1,the king of the buffalos's herd of followers,male,1.0,tertiary
the daughter--my father,118,1,0,1,the daughter's father,male,1.0,tertiary
Aggo Dah Gauda/Dah Gauda/Aggo--his enemies,22,1,0,1,Aggo Dah Gauda's enemies,unknown,0.0,tertiary
"Man with the leg tied up , Broken leg -- leg-- Legged",20,1,0,1,"Man with the leg tied up , Broken leg -- leg-- Legged",male,1.0,tertiary
"Man with the leg tied up , Broken hip -- hip-- Hipped",18,1,0,1,"Man with the leg tied up , Broken hip -- hip-- Hipped",male,1.0,tertiary
"an enemy near , who is constantly going about with two eyes that never close",115,1,0,1,"an enemy near , who is constantly going about with two eyes that never close",unknown,0.0,tertiary
Aggo Dah Gauda/Dah Gauda/Aggo--My daughter,113,1,0,1,Aggo Dah Gauda's daughter,unknown,0.0,tertiary
"Aggo Dah Gauda's daughter--her strange and industrious lover , whom she had never seen",15,1,0,1,"Aggo Dah Gauda's daughter's strange and industrious lover , whom she had never seen",unknown,0.0,tertiary
Aggo Dah Gauda/Dah Gauda/Aggo--an important person in his own way,7,1,0,1,Aggo Dah Gauda's important person in his own way,unknown,0.0,tertiary
the ruler of all the herds of that kind,5,1,0,1,the ruler of all the herds of that kind,unknown,0.0,tertiary
"a very worthy young warrior , who was neither a buffalo - king nor so much as the owner of any more of the buffalos than a splendid skin robe which he wore , with great effect , thrown over his shoulders , on his wedding - day--the owner of any more of the buffalos than a splendid skin robe which he wore , with great effect , thrown over his shoulders , on his wedding - day",112,1,0,1,"a very worthy young warrior , who was neither a buffalo - king nor so much as the owner of any more of the buffalos than a splendid skin robe which he wore , with great effect , thrown over his shoulders , on his wedding - day's owner of any more of the buffalos than a splendid skin robe which he wore , with great effect , thrown over his shoulders , on his wedding - day",male,1.0,tertiary
