clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Lawn Dyarrig,7,58,161,219,Lawn Dyarrig,male,1.0,primary
Ur,5,23,57,80,Ur,male,1.0,secondary
the lady/The lady,94,12,33,45,the lady,female,1.0,tertiary
the Green Knight/The Green Knight,100,8,20,28,the Green Knight,male,1.0,tertiary
the knight/The knight,108,6,19,25,the knight,male,1.0,tertiary
the King/The King,13,12,11,23,the King,male,1.0,tertiary
the bride,183,7,11,18,the bride,female,1.0,tertiary
the Queen/The Queen,196,9,8,17,the Queen,female,1.0,tertiary
Short - clothes,152,3,12,15,Short - clothes,unknown,0.0,tertiary
Arthur,6,10,4,14,Arthur,unknown,0.0,tertiary
Lawn Dyarrig--his brothers,76,1,13,14,Lawn Dyarrig's brothers,male,1.0,tertiary
The two/the two,44,3,10,13,The two,group/nonbinary,1.0,tertiary
the old woman,54,1,11,12,the old woman,female,1.0,tertiary
the woman,53,6,6,12,the woman,female,1.0,tertiary
the eldest,28,1,9,10,the eldest,unknown,0.0,tertiary
the old woman--my father,229,7,3,10,the old woman's father,male,1.0,tertiary
the girl,89,2,7,9,the girl,female,1.0,tertiary
the Father/the father/The father,26,5,3,8,the Father,male,1.0,tertiary
that man/That man,214,5,3,8,that man,male,1.0,tertiary
a man,279,1,6,7,a man,male,1.0,tertiary
the old man,165,3,4,7,the old man,male,1.0,tertiary
the King of Lawn Dyarrig,36,1,5,6,the King of Lawn Dyarrig,male,1.0,tertiary
the father of the eldest son--A strong man that I met to - day,213,1,5,6,the father of the eldest son's strong man that I met to - day,male,1.0,tertiary
a King,12,1,5,6,a King,male,1.0,tertiary
three hundred heroes,235,2,3,5,three hundred heroes,group/nonbinary,1.0,tertiary
the knight/The knight--my men,281,3,2,5,the knight's men,male,1.0,tertiary
a daughter sewing there in the open window,241,1,4,5,a daughter sewing there in the open window,female,1.0,tertiary
the father of the eldest son,32,1,4,5,the father of the eldest son,male,1.0,tertiary
The three sons--their father,31,3,2,5,The three sons's father,male,1.0,tertiary
Lawn Dyarrig--his father,139,4,0,4,Lawn Dyarrig's father,male,1.0,tertiary
each other,102,4,0,4,each other,unknown,0.0,tertiary
this beautiful lady,298,1,3,4,this beautiful lady,female,1.0,tertiary
The weaver/the weaver,170,4,0,4,The weaver,unknown,0.0,tertiary
Ur 's father,322,2,2,4,Ur 's father,male,1.0,tertiary
the maid,93,1,3,4,the maid,unknown,0.0,tertiary
the other two,79,2,2,4,the other two,unknown,0.0,tertiary
the second son,35,2,2,4,the second son,unknown,0.0,tertiary
the three/The three,23,3,1,4,the three,unknown,0.0,tertiary
The two brothers/the two brothers,64,2,2,4,The two brothers,male,1.0,tertiary
The three hundred heroes,109,1,2,3,The three hundred heroes,group/nonbinary,1.0,tertiary
an old weaver,164,1,2,3,an old weaver,unknown,0.0,tertiary
The man/the man,15,2,1,3,The man,male,1.0,tertiary
the old weaver--his sons,167,1,2,3,the old weaver's sons,group/nonbinary,1.0,tertiary
the King/The King--my son,215,3,0,3,the King's son,unknown,0.0,tertiary
the old weaver,166,1,2,3,the old weaver,male,1.0,tertiary
The three sons,30,1,2,3,The three sons,group/nonbinary,1.0,tertiary
The three hundred savage hirelings,115,1,2,3,The three hundred savage hirelings,group/nonbinary,1.0,tertiary
the eldest--Your father/your father,212,3,0,3,the eldest's father,male,1.0,tertiary
the King of Erin,52,3,0,3,the King of Erin,male,1.0,tertiary
the brass head,107,1,2,3,the brass head,unknown,0.0,tertiary
one woman,50,1,2,3,one woman,female,1.0,tertiary
The other two brothers,40,1,2,3,The other two brothers,male,1.0,tertiary
the lady in the Green Knight,85,1,1,2,the lady in the Green Knight,female,1.0,tertiary
brothers,261,1,1,2,brothers,male,1.0,tertiary
three sons,22,1,1,2,three sons,group/nonbinary,1.0,tertiary
brother,259,2,0,2,brother,male,1.0,tertiary
the King 's son/The King 's son,330,2,0,2,the King 's son,male,1.0,tertiary
Son,73,2,0,2,Son,unknown,0.0,tertiary
father,244,2,0,2,father,male,1.0,tertiary
Lawn Dyarrig--these two men behind you,256,1,1,2,Lawn Dyarrig's two men behind you,male,1.0,tertiary
the bridegroom,182,2,0,2,the bridegroom,unknown,0.0,tertiary
a servant,221,2,0,2,a servant,unknown,0.0,tertiary
a champion/A champion,228,2,0,2,a champion,unknown,0.0,tertiary
the Green Knight from Terrible Valley,231,1,1,2,the Green Knight from Terrible Valley,unknown,0.0,tertiary
That one,254,1,1,2,That one,male,1.0,tertiary
that stranger,314,1,1,2,that stranger,male,1.0,tertiary
