sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"There was a King in his own time in Erin, and he went hunting one day. ",went,BEFORE,"The King met a man whose head was out through his cap, whose elbows and knees were out through his clothing, and whose toes were out through his shoes. ",met,0,1,1,0
"The King met a man whose head was out through his cap, whose elbows and knees were out through his clothing, and whose toes were out through his shoes. ",met,BEFORE,"The man went up to the King, gave him a blow on the face, and drove three teeth from his mouth. ",gave,1,2,0,1
"The man went up to the King, gave him a blow on the face, and drove three teeth from his mouth. ",gave,BEFORE,"The man went up to the King, gave him a blow on the face, and drove three teeth from his mouth. ",drove,2,2,1,2
"The man went up to the King, gave him a blow on the face, and drove three teeth from his mouth. ",drove,BEFORE,The same blow put the King's head in the dirt. ,put,2,3,2,0
The same blow put the King's head in the dirt. ,put,BEFORE,"When he rose from the earth, the King went back to his castle, and lay down sick and sorrowful. ",rose,3,4,0,0
"When he rose from the earth, the King went back to his castle, and lay down sick and sorrowful. ",rose,AFTER,"The King had three sons, and their names were Ur, Arthur, and Lawn Dyarrig. ",had,4,5,0,0
"The King had three sons, and their names were Ur, Arthur, and Lawn Dyarrig. ",had,BEFORE,The father sighed when the sons were coming in. ,sighed,5,7,0,0
The father sighed when the sons were coming in. ,sighed,BEFORE,asked the eldest. ,asked,7,9,0,0
asked the eldest. ,asked,BEFORE,"""Your father is sick on his bed,"" said the mother. ",said,9,10,0,1
"""Your father is sick on his bed,"" said the mother. ",said,BEFORE,The three sons went to their father and asked what was on him. ,asked,10,11,1,1
The three sons went to their father and asked what was on him. ,asked,AFTER,"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",met,11,12,1,0
"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",met,BEFORE,"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",gave,12,12,0,1
"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",gave,BEFORE,"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",put,12,12,1,2
"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",put,BEFORE,"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",knocked,12,12,2,3
"""A strong man that I met to-day gave me a blow in the face, put my head in the dirt, and knocked three teeth from my mouth. ",knocked,BEFORE,"What would you do to him if you met him?"" ",do,12,13,3,1
"What would you do to him if you met him?"" ",do,AFTER,"What would you do to him if you met him?"" ",met,13,13,1,2
"What would you do to him if you met him?"" ",met,BEFORE,asked the father of the eldest son. ,asked,13,14,2,0
asked the father of the eldest son. ,asked,BEFORE,"""If I met that man,"" replied Ur, ""I would make four parts of him between four horses."" ",met,14,15,0,0
"""If I met that man,"" replied Ur, ""I would make four parts of him between four horses."" ",met,BEFORE,"""If I met that man,"" replied Ur, ""I would make four parts of him between four horses."" ",replied,15,15,0,1
"""If I met that man,"" replied Ur, ""I would make four parts of him between four horses."" ",replied,BEFORE,"""If I met that man,"" replied Ur, ""I would make four parts of him between four horses."" ",make,15,15,1,3
"""If I met that man,"" replied Ur, ""I would make four parts of him between four horses."" ",make,BEFORE,"""You are my son,"" said the King. ",said,15,16,3,1
"""You are my son,"" said the King. ",said,BEFORE,"""What would you do if you met him?"" ",do,16,17,1,1
"""What would you do if you met him?"" ",do,AFTER,"""What would you do if you met him?"" ",met,17,17,1,2
"""What would you do if you met him?"" ",met,BEFORE,asked he then as he turned to the second son. ,asked,17,18,2,0
asked he then as he turned to the second son. ,asked,BEFORE,asked he then as he turned to the second son. ,turned,18,18,0,1
asked he then as he turned to the second son. ,turned,BEFORE,"""If I had a grip on that man I would burn him between four fires."" ",burn,18,19,1,2
"""If I had a grip on that man I would burn him between four fires."" ",burn,BEFORE,"What would you do?"" ",do,19,21,2,1
"What would you do?"" ",do,AFTER,asked the King of Lawn Dyarrig. ,asked,21,22,1,0
asked the King of Lawn Dyarrig. ,asked,BEFORE,"""If I met that man, I would do my best against him, and he might not stand long before me."" ",met,22,23,0,0
"""If I met that man, I would do my best against him, and he might not stand long before me."" ",met,BEFORE,"""If I met that man, I would do my best against him, and he might not stand long before me."" ",do,23,23,0,2
"""If I met that man, I would do my best against him, and he might not stand long before me."" ",do,BEFORE,"""If I met that man, I would do my best against him, and he might not stand long before me."" ",stand,23,23,2,4
"""If I met that man, I would do my best against him, and he might not stand long before me."" ",stand,BEFORE,"I would not lose lands or property on you,"" said the father. ",lose,23,25,4,1
"I would not lose lands or property on you,"" said the father. ",lose,BEFORE,"I would not lose lands or property on you,"" said the father. ",said,25,25,1,2
"I would not lose lands or property on you,"" said the father. ",said,BEFORE,"""You must go from me, and leave this to-morrow."" ",go,25,26,2,1
"""You must go from me, and leave this to-morrow."" ",go,BEFORE,"""You must go from me, and leave this to-morrow."" ",leave,26,26,1,2
"""You must go from me, and leave this to-morrow."" ",leave,AFTER,On the following morning the three brothers rose with the dawn; ,rose,26,27,2,0
On the following morning the three brothers rose with the dawn; ,rose,BEFORE, the order was given Lawn Dyarrig to leave the castle and make his own way for himself. ,given,27,28,0,1
 the order was given Lawn Dyarrig to leave the castle and make his own way for himself. ,given,BEFORE, the order was given Lawn Dyarrig to leave the castle and make his own way for himself. ,make,28,28,1,3
 the order was given Lawn Dyarrig to leave the castle and make his own way for himself. ,make,BEFORE,The other two brothers were going to travel the world to know could they find the man who had injured their father. ,travel,28,29,3,2
The other two brothers were going to travel the world to know could they find the man who had injured their father. ,travel,BEFORE,The other two brothers were going to travel the world to know could they find the man who had injured their father. ,know,29,29,2,3
The other two brothers were going to travel the world to know could they find the man who had injured their father. ,know,BEFORE,The other two brothers were going to travel the world to know could they find the man who had injured their father. ,find,29,29,3,5
The other two brothers were going to travel the world to know could they find the man who had injured their father. ,find,AFTER,The other two brothers were going to travel the world to know could they find the man who had injured their father. ,injured,29,29,5,7
The other two brothers were going to travel the world to know could they find the man who had injured their father. ,injured,BEFORE,"Lawn Dyarrig lingered outside till he saw the two, and they going off by themselves. ",saw,29,30,7,1
"Lawn Dyarrig lingered outside till he saw the two, and they going off by themselves. ",saw,BEFORE,"""It is a strange thing,"" said he, ""for two men of high degree to go travelling without a servant."" ",said,30,31,1,1
"""It is a strange thing,"" said he, ""for two men of high degree to go travelling without a servant."" ",said,AFTER,"""We need no one,"" said Ur. ",need,31,32,1,0
"""We need no one,"" said Ur. ",need,BEFORE,"""We need no one,"" said Ur. ",said,32,32,0,1
"""We need no one,"" said Ur. ",said,AFTER,"""Company wouldn't harm us,"" said Arthur. ",harm,32,33,1,1
"""Company wouldn't harm us,"" said Arthur. ",harm,BEFORE,"""Company wouldn't harm us,"" said Arthur. ",said,33,33,1,2
