clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The princess/the princess,13,5,28,33,The princess,female,1.0,primary
the beggar,15,4,18,22,the beggar,male,1.0,primary
the beggar--his wife,31,6,6,12,the beggar's wife,female,1.0,secondary
the emperor,33,2,8,10,the emperor,male,1.0,secondary
a beggar,12,2,6,8,a beggar,male,1.0,tertiary
the daughter--her husband,8,3,5,8,the daughter's husband,male,1.0,tertiary
the daughter,2,1,6,7,the daughter,female,1.0,tertiary
the daughter--her father/Her father,5,4,2,6,the daughter's father,male,1.0,tertiary
the beggar--My husband,46,1,2,3,the beggar's husband,male,1.0,tertiary
emperor,30,2,0,2,emperor,male,1.0,tertiary
empress,51,2,0,2,empress,unknown,0.0,tertiary
many princes,9,1,1,2,many princes,male,1.0,tertiary
the daughter--her suitors,4,1,1,2,the daughter's suitors,group/nonbinary,1.0,tertiary
a child of ill luck,3,2,0,2,a child of ill luck,unknown,0.0,tertiary
a daughter,1,1,0,1,a daughter,unknown,0.0,tertiary
a child of luck,14,1,0,1,a child of luck,unknown,0.0,tertiary
counts,10,1,0,1,counts,unknown,0.0,tertiary
The princess/the princess--her mother,28,1,0,1,The princess's mother,female,1.0,tertiary
whoever caught it,7,1,0,1,whoever caught it,unknown,0.0,tertiary
the powerful emperor,32,1,0,1,the powerful emperor,male,1.0,tertiary
The princess/the princess--your husband,45,1,0,1,The princess's husband,male,1.0,tertiary
some one else,48,1,0,1,some one else,unknown,0.0,tertiary
a proud prince,0,1,0,1,a proud prince,male,1.0,tertiary
