clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the old monster,46,1,25,26,the old monster,male,1.0,primary
the old monster--his wife,62,2,21,23,the old monster's wife,female,1.0,primary
the girl,44,1,15,16,the girl,female,1.0,secondary
The son,20,1,14,15,The son,male,1.0,secondary
the dragoon,39,2,8,10,the dragoon,male,1.0,secondary
the maiden/The maiden,36,2,4,6,the maiden,female,1.0,tertiary
a well - to - do old couple on a homestead up in Hadeland,1,1,4,5,a well - to - do old couple on a homestead up in Hadeland,group/nonbinary,1.0,tertiary
a maiden,34,1,3,4,a maiden,female,1.0,tertiary
the old monster's wife--her husband,72,1,3,4,the old monster's wife's husband,male,1.0,tertiary
the mountain folk,17,3,1,4,the mountain folk,group/nonbinary,1.0,tertiary
a maiden who was so beautiful that her like had never been seen--a maiden who was so beautiful that her like had never been seen,19,1,2,3,a maiden who was so beautiful that her like had never been seen's maiden who was so beautiful that her like had never been seen,female,1.0,tertiary
guests,61,1,1,2,guests,group/nonbinary,1.0,tertiary
the old folk,57,2,0,2,the old folk,unknown,0.0,tertiary
the ugly old man,37,1,1,2,the ugly old man,male,1.0,tertiary
the old man,41,2,0,2,the old man,male,1.0,tertiary
a woman who were quite crooked and shriveled up with age,32,1,0,1,a woman who were quite crooked and shriveled up with age,female,1.0,tertiary
one of the bridesmaids,50,1,0,1,one of the bridesmaids,unknown,0.0,tertiary
a dragoon,4,1,0,1,a dragoon,unknown,0.0,tertiary
the best farrier,71,1,0,1,the best farrier,unknown,0.0,tertiary
a far worse farrier,81,1,0,1,a far worse farrier,unknown,0.0,tertiary
a very good husband,80,1,0,1,a very good husband,male,1.0,tertiary
a notable farrier,67,1,0,1,a notable farrier,unknown,0.0,tertiary
"a big , handsome fellow",5,1,0,1,"a big , handsome fellow",unknown,0.0,tertiary
the herdsmen,9,1,0,1,the herdsmen,unknown,0.0,tertiary
the wedding - guests,60,1,0,1,the wedding - guests,unknown,0.0,tertiary
the wood - cutters,12,1,0,1,the wood - cutters,unknown,0.0,tertiary
the bridegroom,55,1,0,1,the bridegroom,unknown,0.0,tertiary
the priest,53,1,0,1,the priest,unknown,0.0,tertiary
the bridesmaids,51,1,0,1,the bridesmaids,unknown,0.0,tertiary
the bride,49,1,0,1,the bride,unknown,0.0,tertiary
an old man,31,1,0,1,an old man,male,1.0,tertiary
the girl--her father,47,1,0,1,the girl's father,male,1.0,tertiary
huntsmen,13,1,0,1,huntsmen,unknown,0.0,tertiary
the other wedding - guests,79,1,0,1,the other wedding - guests,unknown,0.0,tertiary
the old monster--my proud dragoon,74,1,0,1,the old monster's proud dragoon,unknown,0.0,tertiary
any one who said so,45,1,0,1,any one who said so,unknown,0.0,tertiary
fishermen,14,1,0,1,fishermen,unknown,0.0,tertiary
a son,3,1,0,1,a son,unknown,0.0,tertiary
And whoever else had business in the woods at that time,15,1,0,1,And whoever else had business in the woods at that time,unknown,0.0,tertiary
the woman,38,1,0,1,the woman,female,1.0,tertiary
The son--his parents,21,1,0,1,The son's parents,unknown,0.0,tertiary
the herdsman,26,1,0,1,the herdsman,unknown,0.0,tertiary
th lovely maiden,35,1,0,1,th lovely maiden,female,1.0,tertiary
husbands,73,1,0,1,husbands,male,1.0,tertiary
