sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
0,2,eating,61,67,61,67,0,17.0,56.0,17.0,56.0,87.0,114.0,,,verb.consumption,True,0,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
1,2,saw,27,30,143,146,0,24.0,26.0,140.0,142.0,,,,,verb.perception,True,1,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
2,0,led,14,17,192,195,0,0.0,13.0,178.0,191.0,22.0,36.0,200.0,214.0,verb.communication,True,2,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
3,1,went,25,29,241,245,0,22.0,24.0,238.0,240.0,,,,,verb.motion,True,3,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
4,0,dreamed,7,14,288,295,0,4.0,6.0,285.0,287.0,,,,,verb.creation,True,5,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
5,1,know,21,25,389,393,0,10.0,12.0,378.0,380.0,,,,,verb.cognition,True,4,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
6,0,pastured,31,39,434,442,0,18.0,20.0,421.0,423.0,,,,,verb.competition,True,6,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
7,1,ate,45,48,512,515,0,5.0,7.0,472.0,474.0,60.0,65.0,527.0,532.0,verb.consumption,True,7,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
8,4,went,81,85,615,619,0,78.0,80.0,612.0,614.0,,,,,verb.motion,True,8,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
9,3,need,109,113,768,772,0,100.0,102.0,759.0,761.0,,,,,verb.consumption,True,9,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
10,0,awoke,3,8,825,830,0,0.0,2.0,822.0,824.0,,,,,verb.body,True,10,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
11,2,find,34,38,889,893,0,7.0,9.0,862.0,864.0,,,,,verb.possession,True,11,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
12,2,reach,59,64,1016,1021,0,46.0,48.0,1003.0,1005.0,97.0,105.0,1054.0,1062.0,verb.motion,True,13,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
13,5,done,86,90,1150,1154,0,79.0,81.0,1143.0,1145.0,,,,,verb.social,True,12,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
14,1,came,84,88,1259,1263,7,80.0,83.0,1255.0,1258.0,,,,,verb.motion,True,15,subject,the princess on the Mount of the Golden Queen,2.0,2.0,4.0,female,1.0,tertiary
15,3,dreamed,107,114,1431,1438,0,80.0,90.0,1404.0,1414.0,,,,,verb.creation,True,14,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
16,2,drove,59,64,1524,1529,0,4.0,6.0,1469.0,1471.0,,,,,verb.motion,True,16,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
17,2,sold,47,51,1597,1601,0,5.0,7.0,1555.0,1557.0,,,,,verb.possession,True,17,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
18,0,made,3,7,1684,1688,0,0.0,2.0,1681.0,1683.0,,,,,verb.creation,True,18,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
19,0,traveled,14,22,1773,1781,0,11.0,13.0,1770.0,1772.0,,,,,verb.motion,True,19,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
20,0,came,11,15,1802,1806,0,8.0,10.0,1799.0,1801.0,,,,,verb.motion,True,20,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
21,0,saw,3,6,1845,1848,0,0.0,2.0,1842.0,1844.0,25.0,46.0,1867.0,1888.0,verb.perception,True,21,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
22,0,reached,13,20,1981,1988,0,0.0,12.0,1968.0,1980.0,,,,,verb.motion,True,22,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
23,0,walked,3,9,2039,2045,0,0.0,2.0,2036.0,2038.0,,,,,verb.motion,True,23,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
25,0,asked,3,8,2207,2212,0,0.0,2.0,2204.0,2206.0,,,,,verb.communication,True,25,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
26,2,know,32,36,2303,2307,20,18.0,22.0,2289.0,2293.0,,,,,verb.cognition,True,26,subject,a woman who was nine yards long,1.0,10.0,11.0,female,1.0,tertiary
28,1,came,19,23,2455,2459,0,3.0,5.0,2439.0,2441.0,,,,,verb.motion,True,28,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
29,2,asked,66,71,2617,2622,0,56.0,58.0,2607.0,2609.0,,,,,verb.communication,True,29,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
30,2,said,22,26,2687,2691,20,1.0,19.0,2666.0,2684.0,,,,,verb.communication,True,30,subject,a woman who was nine yards long,1.0,10.0,11.0,female,1.0,tertiary
32,0,came,6,10,2807,2811,0,3.0,5.0,2804.0,2806.0,,,,,verb.motion,True,32,subject,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
33,3,asked,105,110,2977,2982,25,102.0,104.0,2974.0,2976.0,,,,,verb.communication,True,33,subject,A man,1.0,1.0,2.0,male,1.0,tertiary
34,1,whistled,34,42,3059,3067,28,5.0,14.0,3030.0,3039.0,63.0,120.0,3088.0,3145.0,verb.creation,True,34,subject,the giant,6.0,6.0,12.0,male,1.0,tertiary
36,0,asked,10,15,3225,3230,28,0.0,9.0,3215.0,3224.0,,,,,verb.communication,True,35,subject,the giant,6.0,6.0,12.0,male,1.0,tertiary
37,0,blew,16,20,3315,3319,28,6.0,15.0,3305.0,3314.0,33.0,109.0,3332.0,3408.0,verb.motion,True,36,subject,the giant,6.0,6.0,12.0,male,1.0,tertiary
38,1,asked,26,31,3436,3441,28,23.0,25.0,3433.0,3435.0,,,,,verb.communication,True,37,subject,the giant,6.0,6.0,12.0,male,1.0,tertiary
40,0,blew,20,24,3533,3537,28,10.0,19.0,3523.0,3532.0,37.0,55.0,3550.0,3568.0,verb.communication,True,38,subject,the giant,6.0,6.0,12.0,male,1.0,tertiary
41,1,asked,18,23,3634,3639,28,15.0,17.0,3631.0,3633.0,,,,,verb.communication,True,39,subject,the giant,6.0,6.0,12.0,male,1.0,tertiary
42,0,said,10,14,3736,3740,40,0.0,9.0,3726.0,3735.0,,,,,verb.communication,True,40,subject,the eagle,8.0,4.0,12.0,male,1.0,tertiary
46,1,asked,66,71,4129,4134,40,5.0,14.0,4068.0,4077.0,,,,,verb.communication,True,43,subject,the eagle,8.0,4.0,12.0,male,1.0,tertiary
48,2,said,95,99,4271,4275,40,5.0,14.0,4181.0,4190.0,,,,,verb.communication,True,46,subject,the eagle,8.0,4.0,12.0,male,1.0,tertiary
49,3,treat,63,68,4358,4363,40,47.0,50.0,4342.0,4345.0,,,,,verb.social,True,45,subject,the eagle,8.0,4.0,12.0,male,1.0,tertiary
53,4,thrust,91,97,4548,4554,2,78.0,90.0,4535.0,4547.0,,,,,verb.contact,True,48,subject,the princess,5.0,4.0,9.0,female,1.0,tertiary
55,4,admit,63,68,4766,4771,64,18.0,32.0,4721.0,4735.0,,,,,verb.social,True,50,subject,a serving - maid,1.0,0.0,1.0,unknown,0.0,tertiary
56,2,received,32,40,4810,4818,45,0.0,9.0,4778.0,4787.0,,,,,verb.perception,True,51,subject,the youth,11.0,17.0,28.0,male,1.0,secondary
57,0,said,10,14,4830,4834,40,0.0,9.0,4820.0,4829.0,,,,,verb.communication,True,52,subject,the eagle,8.0,4.0,12.0,male,1.0,tertiary
58,0,asked,10,15,4888,4893,45,0.0,9.0,4878.0,4887.0,,,,,verb.communication,True,53,subject,the youth,11.0,17.0,28.0,male,1.0,secondary
59,1,emptied,12,19,4987,4994,45,5.0,7.0,4980.0,4982.0,,,,,verb.consumption,True,54,subject,the youth,11.0,17.0,28.0,male,1.0,secondary
60,2,looked,123,129,5183,5189,74,112.0,122.0,5172.0,5182.0,,,,,verb.perception,True,55,subject,,,,,,,
61,0,asked,7,12,5283,5288,74,3.0,6.0,5279.0,5282.0,,,,,verb.communication,True,56,subject,,,,,,,
63,1,asked,34,39,5436,5441,2,30.0,33.0,5432.0,5435.0,,,,,verb.communication,True,59,subject,the princess,5.0,4.0,9.0,female,1.0,tertiary
64,2,received,37,45,5515,5523,45,19.0,29.0,5497.0,5507.0,,,,,verb.possession,True,58,subject,the youth,11.0,17.0,28.0,male,1.0,secondary
65,1,read,17,21,5594,5598,2,9.0,12.0,5586.0,5589.0,,,,,verb.cognition,True,60,subject,the princess,5.0,4.0,9.0,female,1.0,tertiary
67,0,married,36,43,5855,5862,2,9.0,29.0,5828.0,5848.0,,,,,verb.social,True,61,subject,the princess,5.0,4.0,9.0,female,1.0,tertiary
0,2,eating,61,67,61,67,0,68.0,86.0,68.0,86.0,87.0,114.0,,,verb.consumption,True,0,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
2,0,led,14,17,192,195,0,18.0,21.0,196.0,199.0,22.0,36.0,200.0,214.0,verb.communication,True,2,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
4,0,dreamed,7,14,288,295,2,15.0,86.0,296.0,367.0,,,,,verb.creation,True,5,direct_object,the princess,5.0,4.0,9.0,female,1.0,tertiary
4,0,dreamed,7,14,288,295,0,15.0,86.0,296.0,367.0,,,,,verb.creation,True,5,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
6,0,pastured,31,39,434,442,0,40.0,62.0,443.0,465.0,,,,,verb.competition,True,6,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
7,1,ate,45,48,512,515,0,49.0,59.0,516.0,526.0,60.0,65.0,527.0,532.0,verb.consumption,True,7,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
12,2,reach,59,64,1016,1021,0,65.0,96.0,1022.0,1053.0,97.0,105.0,1054.0,1062.0,verb.motion,True,13,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
14,1,came,84,88,1259,1263,0,89.0,95.0,1264.0,1270.0,,,,,verb.motion,True,15,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
18,0,made,3,7,1684,1688,0,8.0,22.0,1689.0,1703.0,,,,,verb.creation,True,18,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
20,0,came,11,15,1802,1806,0,16.0,49.0,1807.0,1840.0,,,,,verb.motion,True,20,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
24,1,came,33,37,2166,2170,20,38.0,69.0,2171.0,2202.0,,,,,verb.motion,True,24,direct_object,a woman who was nine yards long,1.0,10.0,11.0,female,1.0,tertiary
25,0,asked,3,8,2207,2212,0,9.0,12.0,2213.0,2216.0,,,,,verb.communication,True,25,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
25,0,asked,3,8,2207,2212,20,9.0,12.0,2213.0,2216.0,,,,,verb.communication,True,25,direct_object,a woman who was nine yards long,1.0,10.0,11.0,female,1.0,tertiary
27,1,ask,3,6,2312,2315,87,7.0,124.0,2316.0,2433.0,,,,,verb.communication,True,27,direct_object,a woman who was nine yards long's sister,1.0,0.0,1.0,female,1.0,tertiary
27,1,ask,3,6,2312,2315,0,7.0,124.0,2316.0,2433.0,,,,,verb.communication,True,27,direct_object,a lad who tended the cattle in the wood,1.0,58.0,59.0,male,1.0,primary
27,1,ask,3,6,2312,2315,20,7.0,124.0,2316.0,2433.0,,,,,verb.communication,True,27,direct_object,a woman who was nine yards long,1.0,10.0,11.0,female,1.0,tertiary
30,2,said,22,26,2687,2691,20,27.0,30.0,2692.0,2695.0,,,,,verb.communication,True,30,direct_object,a woman who was nine yards long,1.0,10.0,11.0,female,1.0,tertiary
31,1,ask,4,7,2701,2704,88,8.0,101.0,2705.0,2798.0,,,,,verb.communication,True,31,direct_object,a woman who was nine yards long's brother,1.0,0.0,1.0,female,0.5,tertiary
31,1,ask,4,7,2701,2704,20,8.0,101.0,2705.0,2798.0,,,,,verb.communication,True,31,direct_object,a woman who was nine yards long,1.0,10.0,11.0,female,1.0,tertiary
36,0,asked,10,15,3225,3230,28,16.0,19.0,3231.0,3234.0,,,,,verb.communication,True,35,direct_object,the giant,6.0,6.0,12.0,male,1.0,tertiary
37,0,blew,16,20,3315,3319,28,21.0,32.0,3320.0,3331.0,33.0,109.0,3332.0,3408.0,verb.motion,True,36,direct_object,the giant,6.0,6.0,12.0,male,1.0,tertiary
40,0,blew,20,24,3533,3537,28,25.0,36.0,3538.0,3549.0,37.0,55.0,3550.0,3568.0,verb.communication,True,38,direct_object,the giant,6.0,6.0,12.0,male,1.0,tertiary
41,1,asked,18,23,3634,3639,40,24.0,33.0,3640.0,3649.0,,,,,verb.communication,True,39,direct_object,the eagle,8.0,4.0,12.0,male,1.0,tertiary
43,3,treat,61,66,3810,3815,90,67.0,70.0,3816.0,3819.0,,,,,verb.communication,True,41,direct_object,this lad,1.0,1.0,2.0,male,1.0,tertiary
