clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
a lad who tended the cattle in the wood,0,1,58,59,a lad who tended the cattle in the wood,male,1.0,primary
the youth/The youth,45,11,17,28,the youth,male,1.0,secondary
the eagle/The eagle,40,8,4,12,the eagle,male,1.0,tertiary
the giant/The giant,28,6,6,12,the giant,male,1.0,tertiary
a woman who was nine yards long,20,1,10,11,a woman who was nine yards long,female,1.0,tertiary
the princess,2,5,4,9,the princess,female,1.0,tertiary
the princess on the Mount of the Golden Queen,7,2,2,4,the princess on the Mount of the Golden Queen,female,1.0,tertiary
a veritable giant,26,1,2,3,a veritable giant,male,1.0,tertiary
the maid,69,2,1,3,the maid,female,1.0,tertiary
A woman,22,1,1,2,A woman,female,1.0,tertiary
A man,25,1,1,2,A man,male,1.0,tertiary
this lad,90,1,1,2,this lad,male,1.0,tertiary
a woman who was nine yards long--my sister,87,1,0,1,a woman who was nine yards long's sister,female,1.0,tertiary
a woman who was nine yards long--my brother,88,1,0,1,a woman who was nine yards long's brother,female,0.5,tertiary
a serving - maid,64,1,0,1,a serving - maid,unknown,0.0,tertiary
the maid--her mistress,70,1,0,1,the maid's mistress,unknown,0.0,tertiary
the princess of the Mount of the Golden Queen,71,1,0,1,the princess of the Mount of the Golden Queen,female,1.0,tertiary
the Golden Queen,38,1,0,1,the Golden Queen,female,1.0,tertiary
servants,82,1,0,1,servants,unknown,0.0,tertiary
