sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
" but when they began to prepare to set sail in the fall, he grew restless and did not want to go along. ",grew,BEFORE," but when they began to prepare to set sail in the fall, he grew restless and did not want to go along. ",want,1,1,3,5
" but when they began to prepare to set sail in the fall, he grew restless and did not want to go along. ",want,BEFORE,"The captain liked him, for though he was no more than a boy, he was quite at home on deck, was a big, tall lad, and did not mind lending a hand when need arose; ",liked,1,2,5,0
"The captain liked him, for though he was no more than a boy, he was quite at home on deck, was a big, tall lad, and did not mind lending a hand when need arose; ",liked,BEFORE,"The captain liked him, for though he was no more than a boy, he was quite at home on deck, was a big, tall lad, and did not mind lending a hand when need arose; ",mind,2,2,0,5
"The captain liked him, for though he was no more than a boy, he was quite at home on deck, was a big, tall lad, and did not mind lending a hand when need arose; ",mind,BEFORE,"The captain liked him, for though he was no more than a boy, he was quite at home on deck, was a big, tall lad, and did not mind lending a hand when need arose; ",lending,2,2,5,6
"The captain liked him, for though he was no more than a boy, he was quite at home on deck, was a big, tall lad, and did not mind lending a hand when need arose; ",lending,BEFORE," then, too, he did as much work as an able seaman, and was so full of fun that he kept the whole crew in good humor. ",did,2,3,6,0
" then, too, he did as much work as an able seaman, and was so full of fun that he kept the whole crew in good humor. ",did,BEFORE,And so the captain did not like to lose him. ,like,3,4,0,1
And so the captain did not like to lose him. ,like,AFTER,And so the captain did not like to lose him. ,lose,4,4,1,2
And so the captain did not like to lose him. ,lose,BEFORE,"One Sunday, while the crew was ashore, and the captain had gone to a farm-holding near the forest, in order to bargain for small timber and log wood--presumably on his own account--for a deck load, the youth had been left to guard the ship. ",bargain,4,7,2,3
"One Sunday, while the crew was ashore, and the captain had gone to a farm-holding near the forest, in order to bargain for small timber and log wood--presumably on his own account--for a deck load, the youth had been left to guard the ship. ",bargain,AFTER,"One Sunday, while the crew was ashore, and the captain had gone to a farm-holding near the forest, in order to bargain for small timber and log wood--presumably on his own account--for a deck load, the youth had been left to guard the ship. ",left,7,7,3,6
"One Sunday, while the crew was ashore, and the captain had gone to a farm-holding near the forest, in order to bargain for small timber and log wood--presumably on his own account--for a deck load, the youth had been left to guard the ship. ",left,BEFORE,"One Sunday, while the crew was ashore, and the captain had gone to a farm-holding near the forest, in order to bargain for small timber and log wood--presumably on his own account--for a deck load, the youth had been left to guard the ship. ",guard,7,7,6,7
"One Sunday, while the crew was ashore, and the captain had gone to a farm-holding near the forest, in order to bargain for small timber and log wood--presumably on his own account--for a deck load, the youth had been left to guard the ship. ",guard,BEFORE,"But you must know that he was a Sunday child, and had found a four-leaf clover; ",know,7,8,7,1
"But you must know that he was a Sunday child, and had found a four-leaf clover; ",know,AFTER, and that was the reason he had the second sight. ,had,8,9,1,1
 and that was the reason he had the second sight. ,had,BEFORE,"He could see those who are invisible, but they could not see him. ",see,9,10,1,1
"He could see those who are invisible, but they could not see him. ",see,BEFORE,"He could see those who are invisible, but they could not see him. ",see,10,10,1,4
"He could see those who are invisible, but they could not see him. ",see,BEFORE,"And as he was sitting there in the forward cabin, he heard voices within the ship. ",sitting,10,11,4,1
"And as he was sitting there in the forward cabin, he heard voices within the ship. ",sitting,BEFORE,"And as he was sitting there in the forward cabin, he heard voices within the ship. ",heard,11,11,1,2
"And as he was sitting there in the forward cabin, he heard voices within the ship. ",heard,BEFORE,"He peered through a crack, and there were three coal-black crows sitting inside the deck-beams, and they were talking about their husbands. ",peered,11,12,2,0
"He peered through a crack, and there were three coal-black crows sitting inside the deck-beams, and they were talking about their husbands. ",peered,BEFORE,"All three were tired of them, and were planning their death. ",planning,12,13,0,2
"All three were tired of them, and were planning their death. ",planning,BEFORE,"One could see at once that they were witches, who had assumed another form. ",see,13,14,2,1
"One could see at once that they were witches, who had assumed another form. ",see,BEFORE,"""No, you can see there's not,"" said the others, the wives of the first and second quartermasters. ",see,14,18,1,1
"""No, you can see there's not,"" said the others, the wives of the first and second quartermasters. ",see,BEFORE,"""No, you can see there's not,"" said the others, the wives of the first and second quartermasters. ",said,18,18,1,3
"""No, you can see there's not,"" said the others, the wives of the first and second quartermasters. ",said,BEFORE,"""Well, then I do not mind saying that I know of a good way to get rid of them,"" said the captain's wife once more, and hopped closer to the two others. ",mind,18,20,3,1
"""Well, then I do not mind saying that I know of a good way to get rid of them,"" said the captain's wife once more, and hopped closer to the two others. ",mind,BEFORE,"""Well, then I do not mind saying that I know of a good way to get rid of them,"" said the captain's wife once more, and hopped closer to the two others. ",saying,20,20,1,2
"""Well, then I do not mind saying that I know of a good way to get rid of them,"" said the captain's wife once more, and hopped closer to the two others. ",saying,AFTER,"""Well, then I do not mind saying that I know of a good way to get rid of them,"" said the captain's wife once more, and hopped closer to the two others. ",know,20,20,2,3
"""Well, then I do not mind saying that I know of a good way to get rid of them,"" said the captain's wife once more, and hopped closer to the two others. ",know,BEFORE,"""Well, then I do not mind saying that I know of a good way to get rid of them,"" said the captain's wife once more, and hopped closer to the two others. ",said,20,20,3,6
