clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the captain/The captain,3,16,30,46,the captain,male,1.0,primary
the wives of the quartermasters,48,1,38,39,the wives of the quartermasters,female,1.0,primary
The cabin - boy/the cabin - boy,0,6,16,22,The cabin - boy,male,1.0,secondary
the boy/The boy,59,8,7,15,the boy,male,1.0,secondary
the quartermasters,49,3,9,12,the quartermasters,group/nonbinary,1.0,tertiary
the youth,11,3,9,12,the youth,male,1.0,tertiary
the captain 's wife,33,3,2,5,the captain 's wife,female,1.0,tertiary
the wives of the quartermasters--their wives,91,2,1,3,the wives of the quartermasters's wives,female,1.0,tertiary
The quartermaster/the quartermaster,46,2,1,3,The quartermaster,male,1.0,tertiary
the two others,39,2,1,3,the two others,group/nonbinary,1.0,tertiary
crew,62,2,0,2,crew,unknown,0.0,tertiary
the wife of the one quartermaster,44,1,1,2,the wife of the one quartermaster,female,1.0,tertiary
breakers,106,1,1,2,breakers,group/nonbinary,1.0,tertiary
sister,111,2,0,2,sister,female,1.0,tertiary
All three,28,1,1,2,All three,group/nonbinary,1.0,tertiary
those who are invisible,23,1,1,2,those who are invisible,group/nonbinary,1.0,tertiary
the crew,14,2,0,2,the crew,unknown,0.0,tertiary
the whole crew,9,2,0,2,the whole crew,unknown,0.0,tertiary
no one here who can overhear us,103,1,0,1,no one here who can overhear us,unknown,0.0,tertiary
an able seaman,8,1,0,1,an able seaman,unknown,0.0,tertiary
no wives,122,1,0,1,no wives,female,1.0,tertiary
young know - it - all,121,1,0,1,young know - it - all,unknown,0.0,tertiary
any wives,120,1,0,1,any wives,female,1.0,tertiary
a boy,4,1,0,1,a boy,male,1.0,tertiary
the company,117,1,0,1,the company,unknown,0.0,tertiary
the crew --,75,1,0,1,the crew --,unknown,0.0,tertiary
some one were wrestling with death,74,1,0,1,some one were wrestling with death,unknown,0.0,tertiary
the whole ship 's crew,68,1,0,1,the whole ship 's crew,unknown,0.0,tertiary
"a big , tall lad",7,1,0,1,"a big , tall lad",unknown,0.0,tertiary
captain,60,1,0,1,captain,unknown,0.0,tertiary
no one who knows it,116,1,0,1,no one who knows it,unknown,0.0,tertiary
a cabin - boy,57,1,0,1,a cabin - boy,male,1.0,tertiary
mother,53,1,0,1,mother,female,1.0,tertiary
the wives of the first and second quartermasters,35,1,0,1,the wives of the first and second quartermasters,female,1.0,tertiary
the quartermaster 's wife,47,1,0,1,the quartermaster 's wife,female,1.0,tertiary
a Sunday child,22,1,0,1,a Sunday child,unknown,0.0,tertiary
the one quartermaster,45,1,0,1,the one quartermaster,unknown,0.0,tertiary
The cabin - boy/the cabin - boy--his captain,1,1,0,1,The cabin - boy's captain,unknown,0.0,tertiary
every man on board,109,1,0,1,every man on board,male,1.0,tertiary
their husbands,27,1,0,1,their husbands,male,1.0,tertiary
not a soul aboard,105,1,0,1,not a soul aboard,unknown,0.0,tertiary
the first and second quartermasters,36,1,0,1,the first and second quartermasters,unknown,0.0,tertiary
the wives of the quartermasters--all of us together,123,1,0,1,the wives of the quartermasters's of us together,female,1.0,tertiary
