clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Dan/Daniel O'Rourke/Daniel,15,26,103,129,Dan,male,1.0,primary
sir,33,15,61,76,sir,male,1.0,secondary
the man in the moon,89,3,6,9,the man in the moon,male,1.0,tertiary
Judy,24,1,6,7,Judy,female,1.0,tertiary
An old man,31,1,5,6,An old man,male,1.0,tertiary
somebody,111,1,3,4,somebody,unknown,0.0,tertiary
the gander,152,2,2,4,the gander,male,1.0,tertiary
a lovely young couple,49,1,2,3,a lovely young couple,group/nonbinary,1.0,tertiary
the thief of an eagle,93,2,1,3,the thief of an eagle,male,1.0,tertiary
The ould gentlemen,39,1,2,3,The ould gentlemen,male,1.0,tertiary
my lord,136,2,1,3,my lord,unknown,0.0,tertiary
the spiteful little blackguard,147,1,1,2,the spiteful little blackguard,male,1.0,tertiary
The ould gander,150,1,1,2,The ould gander,male,1.0,tertiary
Mr. Goose,23,1,1,2,Mr. Goose,unknown,0.0,tertiary
a tenant on the estate that did not taste of his landlord 's bounty often and often in a year,44,1,1,2,a tenant on the estate that did not taste of his landlord 's bounty often and often in a year,male,1.0,tertiary
your fair lady,58,1,1,2,your fair lady,female,1.0,tertiary
the master/The master,34,2,0,2,the master,unknown,0.0,tertiary
the man,27,1,1,2,the man,male,1.0,tertiary
my man,84,1,0,1,my man,male,1.0,tertiary
you brute,139,1,0,1,you brute,unknown,0.0,tertiary
all your breed,140,1,0,1,all your breed,unknown,0.0,tertiary
a vile deceiver,83,1,0,1,a vile deceiver,unknown,0.0,tertiary
the eagle,135,1,0,1,the eagle,unknown,0.0,tertiary
family,144,1,0,1,family,unknown,0.0,tertiary
People,25,1,0,1,People,unknown,0.0,tertiary
a poor traveller,145,1,0,1,a poor traveller,unknown,0.0,tertiary
strangers,146,1,0,1,strangers,unknown,0.0,tertiary
my little fellow,96,1,0,1,my little fellow,unknown,0.0,tertiary
a decent man to be seen in at this time of the night,98,1,0,1,a decent man to be seen in at this time of the night,male,1.0,tertiary
a drunken blackguard,77,1,0,1,a drunken blackguard,unknown,0.0,tertiary
their general,151,1,0,1,their general,unknown,0.0,tertiary
my jewel,102,1,0,1,my jewel,unknown,0.0,tertiary
Cape Clear,22,1,0,1,Cape Clear,unknown,0.0,tertiary
a man,160,1,0,1,a man,male,1.0,tertiary
you fool,161,1,0,1,you fool,unknown,0.0,tertiary
a good wife,166,1,0,1,a good wife,female,1.0,tertiary
other people,81,1,0,1,other people,unknown,0.0,tertiary
fair lady,69,1,0,1,fair lady,female,1.0,tertiary
two men,76,1,0,1,two men,male,1.0,tertiary
Molly Cronohan,18,1,0,1,Molly Cronohan,unknown,0.0,tertiary
The master 's son,35,1,0,1,The master 's son,unknown,0.0,tertiary
young gentlemen,37,1,0,1,young gentlemen,male,1.0,tertiary
the people on the ground,38,1,0,1,the people on the ground,unknown,0.0,tertiary
the gentlemen,40,1,0,1,the gentlemen,male,1.0,tertiary
your honour,41,1,0,1,your honour,unknown,0.0,tertiary
no losers by it in the end,43,1,0,1,no losers by it in the end,unknown,0.0,tertiary
a tenant on the estate that did not taste of his landlord 's bounty often and often in a year--his landlord,46,1,0,1,a tenant on the estate that did not taste of his landlord 's bounty often and often in a year's landlord,unknown,0.0,tertiary
the young master,48,1,0,1,the young master,unknown,0.0,tertiary
Peggy Barry,16,1,0,1,Peggy Barry,unknown,0.0,tertiary
the Bohereen,17,1,0,1,the Bohereen,unknown,0.0,tertiary
a body,50,1,0,1,a body,unknown,0.0,tertiary
the fairy woman,52,1,0,1,the fairy woman,female,1.0,tertiary
a fool,74,1,0,1,a fool,unknown,0.0,tertiary
Lady,53,1,0,1,Lady,female,1.0,tertiary
Death,19,1,0,1,Death,unknown,0.0,tertiary
the one of me,54,1,0,1,the one of me,unknown,0.0,tertiary
an eagle?--as fine a one as ever,120,1,0,1,an eagle?--as fine a one as ever,unknown,0.0,tertiary
an eagle,64,1,0,1,an eagle,unknown,0.0,tertiary
a Christian,65,1,0,1,a Christian,unknown,0.0,tertiary
a Lady,126,1,0,1,a Lady,female,1.0,tertiary
a decent sober man,127,1,0,1,a decent sober man,male,1.0,tertiary
a gentleman,130,1,0,1,a gentleman,male,1.0,tertiary
God,20,1,0,1,God,unknown,0.0,tertiary
Arrah,21,1,0,1,Arrah,unknown,0.0,tertiary
"men of the moons , and flying ganders",114,1,0,1,"men of the moons , and flying ganders",male,1.0,tertiary
