clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Jack my Hedgehog/Meantime Jack/Jack,1,36,71,107,Jack my Hedgehog,male,1.0,primary
the King/The King,36,17,27,44,the King,male,1.0,secondary
the King 's daughter--her father,48,4,14,18,the King 's daughter's father,male,1.0,tertiary
the King 's daughter,47,3,14,17,the King 's daughter,male,1.0,tertiary
The Princess/the Princess,52,5,11,16,The Princess,female,1.0,tertiary
a farmer who lived in great comfort,3,1,11,12,a farmer who lived in great comfort,male,1.0,tertiary
Jack my Hedgehog/Meantime Jack/Jack--his father/His father,18,5,5,10,Jack my Hedgehog's father,male,1.0,tertiary
the guards,142,2,6,8,the guards,group/nonbinary,1.0,tertiary
the old King,115,3,5,8,the old King,male,1.0,tertiary
an only daughter who was extremely beautiful,120,1,6,7,an only daughter who was extremely beautiful,female,1.0,tertiary
a farmer who lived in great comfort--his wife,7,4,3,7,a farmer who lived in great comfort's wife,female,1.0,tertiary
another King,54,1,6,7,another King,male,1.0,tertiary
the farmer/The farmer,13,4,2,6,the farmer,unknown,0.0,tertiary
the creature/The creature,103,2,3,5,the creature,male,1.0,tertiary
The man,35,2,2,4,The man,male,1.0,tertiary
the maid,23,2,2,4,the maid,female,1.0,tertiary
a King,33,1,3,4,a King,male,1.0,tertiary
a child,8,1,2,3,a child,male,1.0,tertiary
a child--his mother,11,1,2,3,a child's mother,female,1.0,tertiary
a child's mother--her husband,12,1,2,3,a child's mother's husband,male,1.0,tertiary
The servant/the servant,37,3,0,3,The servant,unknown,0.0,tertiary
Daddy,64,1,2,3,Daddy,unknown,0.0,tertiary
Daddy,2,2,1,3,Daddy,unknown,0.0,tertiary
the wife,14,1,2,3,the wife,female,1.0,tertiary
the King 's daughter's father--his daughter,50,3,0,3,the King 's daughter's father's daughter,male,1.0,tertiary
every one,135,1,1,2,every one,group/nonbinary,1.0,tertiary
other farmers at the nearest market town,5,1,1,2,other farmers at the nearest market town,group/nonbinary,1.0,tertiary
the men/The men,83,2,0,2,the men,male,1.0,tertiary
the father,136,1,1,2,the father,male,1.0,tertiary
all who would might kill what they chose--all who would might kill what they chose,132,1,1,2,all who would might kill what they chose's who would might kill what they chose,group/nonbinary,1.0,tertiary
four men,81,1,1,2,four men,male,1.0,tertiary
Jack my Hedgehog/Meantime Jack/Jack--his old father,99,1,1,2,Jack my Hedgehog's old father,male,1.0,tertiary
a King--his servants,34,2,0,2,a King's servants,unknown,0.0,tertiary
a fine boy,10,1,0,1,a fine boy,male,1.0,tertiary
servants,152,1,0,1,servants,unknown,0.0,tertiary
no son,97,1,0,1,no son,unknown,0.0,tertiary
a remarkably handsome young man,89,1,0,1,a remarkably handsome young man,male,1.0,tertiary
the King/The King--his physician,88,1,0,1,the King's physician,unknown,0.0,tertiary
a man from head to foot,86,1,0,1,a man from head to foot,male,1.0,tertiary
the child,102,1,0,1,the child,unknown,0.0,tertiary
Jack my Hedgehog,106,1,0,1,Jack my Hedgehog,unknown,0.0,tertiary
each other,78,1,0,1,each other,unknown,0.0,tertiary
the people,73,1,0,1,the people,unknown,0.0,tertiary
this King,71,1,0,1,this King,male,1.0,tertiary
Jack my Hedgehog/Meantime Jack/Jack--the second King to whom he had shown the way,70,1,0,1,Jack my Hedgehog's second King to whom he had shown the way,male,1.0,tertiary
the parson,17,1,0,1,the parson,unknown,0.0,tertiary
escort,56,1,0,1,escort,unknown,0.0,tertiary
the father--his son,137,1,0,1,the father's son,unknown,0.0,tertiary
that child,107,1,0,1,that child,unknown,0.0,tertiary
the blacksmith,65,1,0,1,the blacksmith,unknown,0.0,tertiary
"Jack my Hedgehog/Meantime Jack/Jack--His father , who was delighted at the prospect of getting rid of him",29,1,0,1,"Jack my Hedgehog's father , who was delighted at the prospect of getting rid of him",male,1.0,tertiary
the strange creature,38,1,0,1,the strange creature,unknown,0.0,tertiary
The Princess/the Princess--her dear old father,125,1,0,1,The Princess's dear old father,male,1.0,tertiary
"a child of some sort or kind , even should it only be a hedgehog",101,1,0,1,"a child of some sort or kind , even should it only be a hedgehog",unknown,0.0,tertiary
no children,4,1,0,1,no children,unknown,0.0,tertiary
another King--his men,60,1,0,1,another King's men,male,1.0,tertiary
another King--one of his men,59,1,0,1,another King's of his men,male,1.0,tertiary
the little creature,9,1,0,1,the little creature,unknown,0.0,tertiary
