clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the scholar/The scholar,6,6,14,20,the scholar,male,1.0,primary
several hundred knights,7,1,10,11,several hundred knights,group/nonbinary,1.0,secondary
the wearer of the scarlet hat,39,1,8,9,the wearer of the scarlet hat,male,1.0,secondary
Yonder scholar,46,1,6,7,Yonder scholar,male,1.0,secondary
several hundred serving - men,13,1,3,4,several hundred serving - men,male,1.0,tertiary
a personage wearing a scarlet hat and garments of purple,21,1,3,4,a personage wearing a scarlet hat and garments of purple,male,1.0,tertiary
a man wearing an iron helmet,23,1,3,4,a man wearing an iron helmet,male,1.0,tertiary
a scholar,2,1,1,2,a scholar,male,1.0,tertiary
the one who wore the scarlet hat,24,1,1,2,the one who wore the scarlet hat,male,1.0,tertiary
the dancers,30,1,0,1,the dancers,unknown,0.0,tertiary
the wearer of the scarlet hat--one of my officials,47,1,0,1,the wearer of the scarlet hat's of my officials,unknown,0.0,tertiary
wise men,45,1,0,1,wise men,male,1.0,tertiary
the saints,44,1,0,1,the saints,unknown,0.0,tertiary
the head cook,37,1,0,1,the head cook,unknown,0.0,tertiary
baker,36,1,0,1,baker,unknown,0.0,tertiary
The one with the scarlet hat,33,1,0,1,The one with the scarlet hat,unknown,0.0,tertiary
A great number of guests,27,1,0,1,A great number of guests,unknown,0.0,tertiary
dancers,29,1,0,1,dancers,unknown,0.0,tertiary
Musicians,28,1,0,1,Musicians,unknown,0.0,tertiary
a retinue of several hundred men,25,1,0,1,a retinue of several hundred men,male,1.0,tertiary
a personage wearing a scarlet hat and garments of purple--His Highness,43,1,0,1,a personage wearing a scarlet hat and garments of purple's Highness,unknown,0.0,tertiary
an escort of several thousands,22,1,0,1,an escort of several thousands,unknown,0.0,tertiary
the men,19,1,0,1,the men,male,1.0,tertiary
other servants,15,1,0,1,other servants,unknown,0.0,tertiary
hundreds of other servants,14,1,0,1,hundreds of other servants,unknown,0.0,tertiary
the wearer of the scarlet hat--my officials,48,1,0,1,the wearer of the scarlet hat's officials,unknown,0.0,tertiary
