clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the fisher 's son/The fisher 's son,40,17,65,82,the fisher 's son,male,1.0,primary
the young man/The young man,27,11,36,47,the young man,male,1.0,secondary
the dead man,49,2,32,34,the dead man,male,1.0,secondary
the youth,13,3,31,34,the youth,male,1.0,secondary
The king 's daughter/the king 's daughter,97,3,14,17,The king 's daughter,male,1.0,tertiary
the robbers,51,1,13,14,the robbers,group/nonbinary,1.0,tertiary
the lady,139,4,10,14,the lady,female,1.0,tertiary
Ian,2,6,7,13,Ian,male,1.0,tertiary
The fisher/the fisher,39,13,0,13,The fisher,unknown,0.0,tertiary
A young man,4,1,12,13,A young man,male,1.0,tertiary
A young man--his mother,6,3,9,12,A young man's mother,female,1.0,tertiary
"some robbers , who were still away at their wicked business--some robbers , who were still away at their wicked business",38,1,11,12,"some robbers , who were still away at their wicked business's robbers , who were still away at their wicked business",group/nonbinary,1.0,tertiary
fisher 's son,128,2,9,11,fisher 's son,unknown,0.0,tertiary
the king/The king,90,9,1,10,the king,male,1.0,tertiary
the weaver,184,7,3,10,the weaver,male,1.0,tertiary
Ian the fisher 's son,153,2,6,8,Ian the fisher 's son,male,1.0,tertiary
the deer,35,3,5,8,the deer,female,1.0,tertiary
the dead man--a lady who bent over him,70,1,7,8,the dead man's lady who bent over him,female,1.0,tertiary
a man standing in the road,12,1,6,7,a man standing in the road,male,1.0,tertiary
the farmer,23,2,5,7,the farmer,male,1.0,tertiary
the dark lad,69,5,1,6,the dark lad,male,1.0,tertiary
a woman with long black hair,30,1,4,5,a woman with long black hair,female,1.0,tertiary
this man,116,1,4,5,this man,male,1.0,tertiary
the woman,155,3,1,4,the woman,female,1.0,tertiary
the robber,106,1,3,4,the robber,male,1.0,tertiary
the messengers who had seen the face of the victor,216,1,3,4,the messengers who had seen the face of the victor,group/nonbinary,1.0,tertiary
a woman,152,1,2,3,a woman,female,1.0,tertiary
kings,114,1,2,3,kings,male,1.0,tertiary
Good master,87,2,1,3,Good master,unknown,0.0,tertiary
the third sister/The third sister,162,2,1,3,the third sister,female,1.0,tertiary
the man,14,1,2,3,the man,male,1.0,tertiary
a son who is keeper of the birds of the air,83,1,2,3,a son who is keeper of the birds of the air,male,1.0,tertiary
the second sister,160,1,2,3,the second sister,female,1.0,tertiary
A young man's mother--her son,19,3,0,3,A young man's mother's son,unknown,0.0,tertiary
my third sister,82,1,1,2,my third sister,female,1.0,tertiary
The keeper of the birds,170,1,1,2,The keeper of the birds,male,1.0,tertiary
all my subjects,107,1,1,2,all my subjects,group/nonbinary,1.0,tertiary
the winner,95,2,0,2,the winner,unknown,0.0,tertiary
that man,108,1,1,2,that man,male,1.0,tertiary
fisher,127,2,0,2,fisher,unknown,0.0,tertiary
all the people of the kingdom,249,1,1,2,all the people of the kingdom,group/nonbinary,1.0,tertiary
men,41,1,1,2,men,male,1.0,tertiary
the old woman of the cottage,67,1,1,2,the old woman of the cottage,female,1.0,tertiary
an old woman,62,1,1,2,an old woman,female,1.0,tertiary
all the people in the kingdom,212,1,1,2,all the people in the kingdom,group/nonbinary,1.0,tertiary
the princess,207,2,0,2,the princess,female,1.0,tertiary
the man who is lying under the cask,130,1,1,2,the man who is lying under the cask,male,1.0,tertiary
The king 's daughter/the king 's daughter--her father,234,2,0,2,The king 's daughter's father,male,1.0,tertiary
every doomed man,231,1,0,1,every doomed man,male,1.0,tertiary
"one of you , who have come hither to we d me , for many kings here sought to free me from the spells , but none could do it save Ian the fisher 's son",117,1,0,1,"one of you , who have come hither to we d me , for many kings here sought to free me from the spells , but none could do it save Ian the fisher 's son",male,1.0,tertiary
the rest,115,1,0,1,the rest,unknown,0.0,tertiary
ever so many people,225,1,0,1,ever so many people,unknown,0.0,tertiary
"a wicked robber who had murdered ever so many people , but had always managed to escape",224,1,0,1,"a wicked robber who had murdered ever so many people , but had always managed to escape",unknown,0.0,tertiary
the messengers who had seen the face of the victor--the winner they had been searching for,223,1,0,1,the messengers who had seen the face of the victor's winner they had been searching for,unknown,0.0,tertiary
the victor,217,1,0,1,the victor,unknown,0.0,tertiary
each other,245,1,0,1,each other,unknown,0.0,tertiary
the princes,253,1,0,1,the princes,male,1.0,tertiary
the spectators,235,1,0,1,the spectators,unknown,0.0,tertiary
any king 's daughter,242,1,0,1,any king 's daughter,male,1.0,tertiary
people,252,1,0,1,people,unknown,0.0,tertiary
Father,3,1,0,1,Father,male,1.0,tertiary
no robber,110,1,0,1,no robber,unknown,0.0,tertiary
the victor in the three races,112,1,0,1,the victor in the three races,unknown,0.0,tertiary
the fairies,239,1,0,1,the fairies,unknown,0.0,tertiary
any king,241,1,0,1,any king,male,1.0,tertiary
the fisher 's son/The fisher 's son--the princes who were visiting him,248,1,0,1,the fisher 's son's princes who were visiting him,male,1.0,tertiary
murderer,111,1,0,1,murderer,unknown,0.0,tertiary
keeper of the birds of the air,84,1,0,1,keeper of the birds of the air,unknown,0.0,tertiary
everybody else,211,1,0,1,everybody else,unknown,0.0,tertiary
the man who had won the race,204,1,0,1,the man who had won the race,male,1.0,tertiary
A young man--his father,8,1,0,1,A young man's father,male,1.0,tertiary
a fisherman,9,1,0,1,a fisherman,unknown,0.0,tertiary
both of them,11,1,0,1,both of them,unknown,0.0,tertiary
son of the fisherman,123,1,0,1,son of the fisherman,unknown,0.0,tertiary
the fisherman,124,1,0,1,the fisherman,unknown,0.0,tertiary
the farmer--his wife,24,1,0,1,the farmer's wife,female,1.0,tertiary
no man,36,1,0,1,no man,male,1.0,tertiary
"all big , cross - looking men",43,1,0,1,"all big , cross - looking men",male,1.0,tertiary
the leader,44,1,0,1,the leader,unknown,0.0,tertiary
"some robbers , who were still away at their wicked business's robbers , who were still away at their wicked business--four of them",45,1,0,1,"some robbers , who were still away at their wicked business's robbers , who were still away at their wicked business's of them",unknown,0.0,tertiary
the man under the barrel,132,1,0,1,the man under the barrel,male,1.0,tertiary
