sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
1,0,went,3,7,48,52,3,0.0,2.0,45.0,47.0,,,,,verb.motion,True,1,subject,"a poor , poor boy",1.0,18.0,19.0,male,1.0,tertiary
2,1,herding,13,20,163,170,3,6.0,8.0,156.0,158.0,,,,,verb.contact,True,0,subject,"a poor , poor boy",1.0,18.0,19.0,male,1.0,tertiary
3,2,wanted,51,57,277,283,3,8.0,10.0,234.0,236.0,,,,,verb.emotion,True,2,subject,"a poor , poor boy",1.0,18.0,19.0,male,1.0,tertiary
4,1,settled,65,72,363,370,8,0.0,9.0,298.0,307.0,,,,,verb.motion,True,3,subject,The crane,1.0,0.0,1.0,unknown,0.0,tertiary
5,2,shoot,38,43,433,438,3,19.0,22.0,414.0,417.0,,,,,verb.competition,True,4,subject,"a poor , poor boy",1.0,18.0,19.0,male,1.0,tertiary
8,2,take,44,48,652,656,4,28.0,36.0,636.0,644.0,,,,,verb.possession,True,5,subject,the king,27.0,6.0,33.0,male,1.0,tertiary
9,0,came,17,21,685,689,0,5.0,16.0,673.0,684.0,,,,,verb.motion,True,6,subject,Sheep - Peter,21.0,38.0,59.0,male,1.0,secondary
10,2,rode,41,45,805,809,3,38.0,40.0,802.0,804.0,,,,,verb.motion,True,7,subject,"a poor , poor boy",1.0,18.0,19.0,male,1.0,tertiary
11,1,clicked,19,26,887,894,3,3.0,5.0,871.0,873.0,,,,,verb.perception,True,8,subject,"a poor , poor boy",1.0,18.0,19.0,male,1.0,tertiary
14,0,pretended,17,26,1011,1020,17,7.0,16.0,1001.0,1010.0,,,,,verb.communication,True,9,subject,the youth,15.0,101.0,116.0,male,1.0,primary
15,2,went,45,49,1079,1083,17,35.0,44.0,1069.0,1078.0,,,,,verb.motion,True,10,subject,the youth,15.0,101.0,116.0,male,1.0,primary
16,1,given,12,17,1139,1144,17,0.0,4.0,1127.0,1131.0,,,,,verb.possession,True,11,subject,the youth,15.0,101.0,116.0,male,1.0,primary
17,0,rode,8,12,1212,1216,17,5.0,7.0,1209.0,1211.0,,,,,verb.motion,True,12,subject,the youth,15.0,101.0,116.0,male,1.0,primary
19,0,killed,13,19,1359,1365,17,10.0,12.0,1356.0,1358.0,,,,,verb.social,True,14,subject,the youth,15.0,101.0,116.0,male,1.0,primary
20,4,wanted,61,67,1462,1468,23,26.0,34.0,1427.0,1435.0,,,,,verb.emotion,True,15,subject,an angel,3.0,0.0,3.0,unknown,0.0,tertiary
21,0,rode,20,24,1507,1511,17,0.0,9.0,1487.0,1496.0,,,,,verb.motion,True,17,subject,the youth,15.0,101.0,116.0,male,1.0,primary
22,6,came,109,113,1733,1737,23,100.0,108.0,1724.0,1732.0,,,,,verb.motion,True,16,subject,an angel,3.0,0.0,3.0,unknown,0.0,tertiary
