clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the Princess,18,5,89,94,the Princess,female,1.0,primary
a king 's daughter,7,1,23,24,a king 's daughter,male,1.0,tertiary
the bride/The bride,69,5,19,24,the bride,female,1.0,tertiary
the Prince,41,8,13,21,the Prince,male,1.0,tertiary
a king 's daughter--her father,9,6,15,21,a king 's daughter's father,male,1.0,tertiary
the maid/The maid,76,3,11,14,the maid,female,1.0,tertiary
the bride/The bride--her bridegroom,73,1,12,13,the bride's bridegroom,male,1.0,tertiary
The old King/the old King,19,4,5,9,The old King,male,1.0,tertiary
The servants outside,77,2,4,6,The servants outside,group/nonbinary,1.0,tertiary
a king 's son,3,1,3,4,a king 's son,male,1.0,tertiary
the old toad,53,3,1,4,the old toad,unknown,0.0,tertiary
a swineherd 's daughter who was even more beautiful than the miller 's daughter,32,1,3,4,a swineherd 's daughter who was even more beautiful than the miller 's daughter,female,1.0,tertiary
the King 's daughter,118,2,2,4,the King 's daughter,male,1.0,tertiary
the kitchen - maid,83,1,3,4,the kitchen - maid,unknown,0.0,tertiary
a king 's daughter--my father,105,3,1,4,a king 's daughter's father,male,1.0,tertiary
Dearest sweetheart,133,1,3,4,Dearest sweetheart,unknown,0.0,tertiary
The servants outside--their master,78,2,0,2,The servants outside's master,unknown,0.0,tertiary
a king,2,2,0,2,a king,male,1.0,tertiary
the old man,103,1,1,2,the old man,male,1.0,tertiary
the miller,23,2,0,2,the miller,unknown,0.0,tertiary
the King,117,2,0,2,the King,male,1.0,tertiary
the miller 's daughter,24,2,0,2,the miller 's daughter,unknown,0.0,tertiary
the thing inside the iron stove,27,1,0,1,the thing inside the iron stove,unknown,0.0,tertiary
Dear father,112,1,0,1,Dear father,male,1.0,tertiary
That stupid maid,127,1,0,1,That stupid maid,unknown,0.0,tertiary
a guide,15,1,0,1,a guide,unknown,0.0,tertiary
a young lassie,111,1,0,1,a young lassie,unknown,0.0,tertiary
a princess,110,1,0,1,a princess,female,1.0,tertiary
a king 's daughter--a greater prince than you are a princess,109,1,0,1,a king 's daughter's greater prince than you are a princess,female,0.5,tertiary
an old witch,4,1,0,1,an old witch,unknown,0.0,tertiary
The old King/the old King--his only daughter,21,1,0,1,The old King's only daughter,unknown,0.0,tertiary
the false bride,93,1,0,1,the false bride,unknown,0.0,tertiary
The toads,98,1,0,1,The toads,unknown,0.0,tertiary
beautiful King 's children,99,1,0,1,beautiful King 's children,male,1.0,tertiary
King,1,1,0,1,King,male,1.0,tertiary
the Princess 's father,102,1,0,1,the Princess 's father,female,0.5,tertiary
a serving - maid,70,1,0,1,a serving - maid,unknown,0.0,tertiary
a kitchen - maid,65,1,0,1,a kitchen - maid,unknown,0.0,tertiary
another princess,67,1,0,1,another princess,female,1.0,tertiary
The old King/the old King--his daughter,30,1,0,1,The old King's daughter,unknown,0.0,tertiary
the Princess--the Prince whom she had freed from the iron stove in the great wood,63,1,0,1,the Princess's Prince whom she had freed from the iron stove in the great wood,male,1.0,tertiary
a poor maid who would gladly be engaged,62,1,0,1,a poor maid who would gladly be engaged,unknown,0.0,tertiary
a servant,61,1,0,1,a servant,unknown,0.0,tertiary
the Princess--her lover,58,1,0,1,the Princess's lover,unknown,0.0,tertiary
the little toad,54,1,0,1,the little toad,unknown,0.0,tertiary
the large old kist,126,1,0,1,the large old kist,unknown,0.0,tertiary
a little toad,48,1,0,1,a little toad,unknown,0.0,tertiary
Little green toad with leg like crook,125,1,0,1,Little green toad with leg like crook,unknown,0.0,tertiary
a miller 's daughter,116,1,0,1,a miller 's daughter,unknown,0.0,tertiary
a king 's daughter's father--my bride,124,1,0,1,a king 's daughter's father's bride,male,1.0,tertiary
such a beautiful youth all shining with gold and precious stones,38,1,0,1,such a beautiful youth all shining with gold and precious stones,unknown,0.0,tertiary
a swineherd 's daughter,120,1,0,1,a swineherd 's daughter,unknown,0.0,tertiary
a fat toad,47,1,0,1,a fat toad,unknown,0.0,tertiary
