clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the Queen/The Queen,27,20,134,154,the Queen,female,1.0,primary
The Prince/the Prince,63,11,56,67,The Prince,male,1.0,secondary
The Princess/the Princess,38,11,39,50,The Princess,female,1.0,secondary
the King/The King,40,6,37,43,the King,male,1.0,tertiary
dear Gold - Tree/the trembling Gold - Tree/Gold - Tree/Princess Gold - Tree,2,17,22,39,dear Gold - Tree,female,1.0,tertiary
Silver - Tree/Queen Silver - Tree,3,9,23,32,Silver - Tree,female,1.0,tertiary
This new wife,167,1,23,24,This new wife,female,1.0,tertiary
The Prince/the Prince--his wife,162,3,17,20,The Prince's wife,female,1.0,tertiary
the trout,90,5,10,15,the trout,male,1.0,tertiary
a little Princess's father--his new wife,15,1,13,14,a little Princess's father's new wife,female,1.0,tertiary
the servants--their young Mistress,119,1,12,13,the servants's young Mistress,female,1.0,tertiary
the servants,116,3,9,12,the servants,group/nonbinary,1.0,tertiary
a little Princess's father's new wife--her step - daughter,17,5,4,9,a little Princess's father's new wife's step - daughter,female,1.0,tertiary
the Other Princess,175,5,3,8,the Other Princess,female,1.0,tertiary
the Queen/The Queen--Her husband/her husband,96,6,2,8,the Queen's husband,male,1.0,tertiary
the Queen/The Queen--your Majesty 's step - daughter,248,1,6,7,the Queen's Majesty 's step - daughter,female,1.0,tertiary
a little Princess,7,1,5,6,a little Princess,female,1.0,tertiary
The Princess/the Princess--her step - mother,66,5,0,5,The Princess's step - mother,female,1.0,tertiary
the wicked woman,76,1,4,5,the wicked woman,female,1.0,tertiary
the foolish Queen,88,1,4,5,the foolish Queen,female,1.0,tertiary
a little Princess--her father/Her father,12,2,3,5,a little Princess's father,male,1.0,tertiary
the poor girl,19,2,3,5,the poor girl,female,1.0,tertiary
The proud Queen,26,1,4,5,The proud Queen,female,1.0,tertiary
the trout promptly,28,1,3,4,the trout promptly,male,1.0,tertiary
the old butler,137,1,3,4,the old butler,male,1.0,tertiary
