clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the Snow - man/The Snow - man,4,22,78,100,the Snow - man,male,1.0,primary
the yard - dog,9,9,53,62,the yard - dog,male,1.0,secondary
the Snow - man/The Snow - man--your predecessor,66,1,5,6,the Snow - man's predecessor,male,1.0,tertiary
the old yard - dog,7,1,4,5,the old yard - dog,male,1.0,tertiary
the boys,5,3,1,4,the boys,male,1.0,tertiary
a girl who was walking with a young man in the garden,15,1,2,3,a girl who was walking with a young man in the garden,female,0.625,tertiary
The girl,22,1,2,3,The girl,female,1.0,tertiary
the Snow - man,2,1,2,3,the Snow - man,male,1.0,tertiary
the housekeeper,86,3,0,3,the housekeeper,unknown,0.0,tertiary
the Snow - man/The Snow - man--my friend,68,2,0,2,the Snow - man's friend,unknown,0.0,tertiary
the Snow - man's predecessor--his predecessors,67,1,1,2,the Snow - man's predecessor's predecessors,unknown,0.0,tertiary
the young girl,59,1,1,2,the young girl,female,1.0,tertiary
a lady,39,1,1,2,a lady,female,1.0,tertiary
this Snow - man,54,1,1,2,this Snow - man,male,1.0,tertiary
a Snow - man/a snow - man,53,2,0,2,a Snow - man,male,1.0,tertiary
the Snow - man of the yard - dog,24,1,1,2,the Snow - man of the yard - dog,male,1.0,tertiary
the yard - dog--My mistress,85,1,1,2,the yard - dog's mistress,female,1.0,tertiary
the youngest boy,100,1,1,2,the youngest boy,male,1.0,tertiary
such a being,38,1,0,1,such a being,unknown,0.0,tertiary
a lovely lady,52,1,0,1,a lovely lady,female,1.0,tertiary
even a snow - man,51,1,0,1,even a snow - man,male,1.0,tertiary
the children,93,1,0,1,the children,unknown,0.0,tertiary
the hoarse yard - dog,58,1,0,1,the hoarse yard - dog,unknown,0.0,tertiary
all those who are not snow - men,36,1,0,1,all those who are not snow - men,male,1.0,tertiary
a pretty little fellow,82,1,0,1,a pretty little fellow,unknown,0.0,tertiary
master,90,1,0,1,master,unknown,0.0,tertiary
Alice,1,1,0,1,Alice,unknown,0.0,tertiary
the yard - dog--my master,83,1,0,1,the yard - dog's master,unknown,0.0,tertiary
Really people who have only been in the world,78,1,0,1,Really people who have only been in the world,unknown,0.0,tertiary
our masters,77,1,0,1,our masters,unknown,0.0,tertiary
Lovers,74,1,0,1,Lovers,unknown,0.0,tertiary
a beauty,71,1,0,1,a beauty,unknown,0.0,tertiary
the young man,20,1,0,1,the young man,male,1.0,tertiary
a fellow like this,70,1,0,1,a fellow like this,unknown,0.0,tertiary
a young man in the garden,16,1,0,1,a young man in the garden,male,1.0,tertiary
The lady - birches,14,1,0,1,The lady - birches,female,1.0,tertiary
Lark,3,1,0,1,Lark,unknown,0.0,tertiary
