clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the man/The man,23,9,70,79,the man,male,1.0,primary
The woman/the woman,24,4,29,33,The woman,female,1.0,secondary
each--Her husband/her husband,15,7,13,20,each's husband,male,1.0,tertiary
the other,19,2,12,14,the other,unknown,0.0,tertiary
the first,20,1,13,14,the first,female,1.0,tertiary
the man/The man--his wife,37,5,8,13,the man's wife,female,1.0,tertiary
the wife,42,2,6,8,the wife,female,1.0,tertiary
The men/the men,6,2,5,7,The men,male,1.0,tertiary
the other wife,33,1,5,6,the other wife,female,1.0,tertiary
the man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing--the man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing,78,1,5,6,the man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing's man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing,male,1.0,tertiary
the wives,9,2,3,5,the wives,female,1.0,tertiary
The dead man,70,1,3,4,The dead man,male,1.0,tertiary
the undertaker 's men,62,1,2,3,the undertaker 's men,male,1.0,tertiary
the baby,82,1,2,3,the baby,female,1.0,tertiary
the other people,72,1,2,3,the other people,group/nonbinary,1.0,tertiary
a dead man,100,2,0,2,a dead man,male,1.0,tertiary
the poor man,35,2,0,2,the poor man,male,1.0,tertiary
the women,80,1,1,2,the women,female,1.0,tertiary
the other--my sick mother,88,1,1,2,the other's sick mother,female,1.0,tertiary
her neighbour,18,1,1,2,her neighbour,unknown,0.0,tertiary
each,14,1,1,2,each,female,1.0,tertiary
most women,12,1,1,2,most women,female,1.0,tertiary
the villagers,77,1,1,2,the villagers,group/nonbinary,1.0,tertiary
the two,10,2,0,2,the two,unknown,0.0,tertiary
the undertaker,55,2,0,2,the undertaker,unknown,0.0,tertiary
Everybody,68,1,0,1,Everybody,unknown,0.0,tertiary
the gravedigger,57,1,0,1,the gravedigger,unknown,0.0,tertiary
the other woman 's husband,66,1,0,1,the other woman 's husband,female,0.5,tertiary
the other woman,65,1,0,1,the other woman,female,1.0,tertiary
the undertaker 's men--their friends,64,1,0,1,the undertaker 's men's friends,unknown,0.0,tertiary
the man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing's man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing--the man who let himself be buried when he was alive and well,79,1,0,1,the man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing's man who allowed himself to be persuaded that he was wearing fine clothes when he was dressed in nothing's man who let himself be buried when he was alive and well,male,1.0,tertiary
two couples,5,1,0,1,two couples,unknown,0.0,tertiary
"the man's wife--my poor , poor husband",99,1,0,1,"the man's wife's poor , poor husband",male,1.0,tertiary
a hero,47,1,0,1,a hero,unknown,0.0,tertiary
the other man,44,1,0,1,the other man,male,1.0,tertiary
anyone in the whole village,95,1,0,1,anyone in the whole village,unknown,0.0,tertiary
a clever wife,94,1,0,1,a clever wife,female,1.0,tertiary
wife,92,1,0,1,wife,female,1.0,tertiary
the other--MY husband,85,1,0,1,the other's husband,male,1.0,tertiary
the stupidest husband,11,1,0,1,the stupidest husband,male,1.0,tertiary
good friends,8,1,0,1,good friends,unknown,0.0,tertiary
the same master,7,1,0,1,the same master,unknown,0.0,tertiary
a wife,98,1,0,1,a wife,female,1.0,tertiary
