clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the old man,9,4,18,22,the old man,male,1.0,primary
the young man,13,3,17,20,the young man,male,1.0,primary
An old man,2,1,15,16,An old man,male,1.0,primary
the old man--my son,26,1,5,6,the old man's son,unknown,0.0,tertiary
a handsome young man,6,1,0,1,a handsome young man,male,1.0,tertiary
the warrior,8,1,0,1,the warrior,unknown,0.0,tertiary
the old man--his guest,10,1,0,1,the old man's guest,unknown,0.0,tertiary
children glistening with delight,34,1,0,1,children glistening with delight,unknown,0.0,tertiary
Peboan,0,1,0,1,Peboan,unknown,0.0,tertiary
the icy old Winter - Spirit,21,1,0,1,the icy old Winter - Spirit,unknown,0.0,tertiary
the young visitor,23,1,0,1,the young visitor,unknown,0.0,tertiary
Seegwun,1,1,0,1,Seegwun,unknown,0.0,tertiary
the Spirit of Spring,24,1,0,1,the Spirit of Spring,unknown,0.0,tertiary
