sentence_id,text,start,end
0,An old man was sitting alone in his lodge by the side of a frozen stream. ,0,74
1,"It was the close of winter, and his fire was almost out. ",74,131
2,He appeared very old and very desolate. ,131,171
3,"His locks were white with age, and he trembled in every joint. ",171,234
4,"Day after day passed in solitude, and he heard nothing but the sounds of the tempest, sweeping before it the new-fallen snow. ",234,360
5,"One day as his fire was just dying, a handsome young man approached and entered his dwelling. ",360,454
6,His cheeks were red with the blood of youth; ,454,499
7," his eyes sparkled with life, and a smile played upon his lips. ",498,562
8,He walked with a light and quick step. ,562,601
9,"His forehead was bound with a wreath of sweet grass, in place of the warrior's frontlet, and he carried a bunch of flowers in his hand. ",601,737
10,"""Ah! ",737,742
11,"my son,"" said the old man, ""I am happy to see you. ",742,793
12,Come in. ,793,802
13,"Come, tell me of your adventures, and what strange lands you have been to see. ",802,881
14,Let us pass the night together. ,881,913
15,"I will tell you of my prowess and exploits, and what I can perform. ",913,981
16,"You shall do the same, and we will amuse ourselves."" ",981,1034
17,"He then drew from his sack a curiously-wrought antique pipe, and having filled it with tobacco, rendered mild by an admixture of certain dried leaves, he handed it to his guest. ",1034,1212
18,"When this ceremony was attended to, they began to speak. ",1212,1269
19,"""I blow my breath,"" said the old man, ""and the streams stand still. ",1269,1337
20,"The water becomes stiff and hard as clear stone."" ",1337,1387
21,"""I breathe,"" said the young man, ""and flowers spring up all over the plains."" ",1387,1465
22,"""I shake my locks,"" retorted the old man, ""and snow covers the land. ",1465,1534
23,"The leaves fall from the trees at my command, and my breath blows them away. ",1534,1611
24,The birds rise from the water and fly to a distant land. ,1611,1668
25,"The animals hide themselves from the glance of my eye, and the very ground where I walk becomes as hard as flint."" ",1668,1783
26,"""I shake my ringlets,"" rejoined the young man, ""and warm showers of soft rain fall upon the earth. ",1783,1882
27,The plants lift up their heads out of the ground like the eyes of children glistening with delight. ,1882,1982
28,My voice recalls the birds. ,1982,2010
29,The warmth of my breath unlocks the streams. ,2010,2055
30,"Music fills the groves wherever I walk, and all nature welcomes my approach."" ",2055,2133
31,At length the sun begun to rise. ,2133,2166
32,A gentle warmth came over the place. ,2166,2203
33,The tongue of the old man became silent. ,2203,2244
34,The robin and the blue-bird began to sing on the top of the lodge. ,2244,2311
35,"The stream began to murmur by the door, and the fragrance of growing herbs and flowers came softly on the vernal breeze. ",2311,2432
36,Daylight fully revealed to the young man the character of his entertainer. ,2432,2507
37,"When he looked upon him he had the visage of Peboan, the icy old Winter-Spirit. ",2507,2587
38,Streams began to flow from his eyes. ,2587,2624
39,"As the sun increased he grew less and less in stature, and presently he had melted completely away. ",2624,2724
40,"Nothing remained on the place of his lodge-fire but the mis-kodeed, a small white flower with a pink border, which the young visitor, Seegwun, the Spirit of Spring, placed in the wreath upon his brow, as his first trophy in the North.",2724,2959
