clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The Prince/the Prince/the prince,35,18,101,119,The Prince,male,1.0,primary
the Fairy/The Fairy,9,15,47,62,the Fairy,female,1.0,secondary
the King/The King,6,9,29,38,the King,male,1.0,tertiary
"The Prince , who was no longer hungry",113,1,27,28,"The Prince , who was no longer hungry",male,1.0,tertiary
Prince/Poor Prince Hyacinth/Prince Hyacinth/Hyacinth,0,9,12,21,Prince,male,1.0,tertiary
The Princess/the Princess,8,8,9,17,The Princess,female,1.0,tertiary
the Queen/The Queen,25,6,9,15,the Queen,female,1.0,tertiary
The Prince/the Prince/the prince--Your father/your father,141,4,8,12,The Prince's father,male,1.0,tertiary
the Dear Little Princess,50,6,6,12,the Dear Little Princess,female,1.0,tertiary
the courtiers,38,2,5,7,the courtiers,group/nonbinary,1.0,tertiary
"a little old woman , who appeared to be at least a hundred years old",82,1,5,6,"a little old woman , who appeared to be at least a hundred years old",female,1.0,tertiary
madam,138,3,2,5,madam,unknown,0.0,tertiary
a tall man,17,1,4,5,a tall man,male,1.0,tertiary
the Fairy 's maid,107,1,4,5,the Fairy 's maid,female,1.0,tertiary
this chatterpie who thinks she talks very little--this chatterpie who thinks she talks very little,161,1,4,5,this chatterpie who thinks she talks very little's chatterpie who thinks she talks very little,female,1.0,tertiary
a princess,4,2,2,4,a princess,female,1.0,tertiary
the old lady,159,1,2,3,the old lady,female,1.0,tertiary
the old Fairy,124,1,2,3,the old Fairy,unknown,0.0,tertiary
the Queen/The Queen--her ladies,30,1,2,3,the Queen's ladies,female,1.0,tertiary
People of that sort,167,1,2,3,People of that sort,group/nonbinary,1.0,tertiary
The little Prince,27,1,2,3,The little Prince,male,1.0,tertiary
the King/The King--my son,137,1,2,3,the King's son,male,1.0,tertiary
a son,134,1,2,3,a son,male,1.0,tertiary
"one maid who , no matter what was being said , always contrived to praise her mistress 's wisdom--one maid who , no matter what was being said , always contrived to praise her mistress 's wisdom",103,1,1,2,"one maid who , no matter what was being said , always contrived to praise her mistress 's wisdom's maid who , no matter what was being said , always contrived to praise her mistress 's wisdom",female,1.0,tertiary
the servants,100,1,1,2,the servants,group/nonbinary,1.0,tertiary
stupid people,162,1,1,2,stupid people,group/nonbinary,1.0,tertiary
The Prince/the Prince/the prince--his courtiers,58,2,0,2,The Prince's courtiers,unknown,0.0,tertiary
the ladies as fond of amusement as ever,175,1,1,2,the ladies as fond of amusement as ever,female,1.0,tertiary
the people,115,1,1,2,the people,group/nonbinary,1.0,tertiary
"all who stood by , the enchanter",72,1,1,2,"all who stood by , the enchanter",group/nonbinary,1.0,tertiary
"The Prince , who was no longer hungry--The old Fairy , who wished to make him happy",116,1,1,2,"The Prince , who was no longer hungry's old Fairy , who wished to make him happy",male,1.0,tertiary
no man,62,1,1,2,no man,male,1.0,tertiary
the Dear Little Princess,1,2,0,2,the Dear Little Princess,female,1.0,tertiary
the beautiful Cleopatra,65,1,1,2,the beautiful Cleopatra,unknown,0.0,tertiary
the courtiers--their babies,40,1,1,2,the courtiers's babies,group/nonbinary,1.0,tertiary
a great king,52,2,0,2,a great king,male,1.0,tertiary
the daughter of a great king,51,2,0,2,the daughter of a great king,male,1.0,tertiary
the enchanter,20,2,0,2,the enchanter,unknown,0.0,tertiary
