sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
5,2,gave,71,75,637,641,1,31.0,38.0,597.0,604.0,90.0,98.0,656.0,664.0,verb.cognition,True,1,subject,Bokwewa,23,104,127,male,1.0,primary
6,0,passed,31,37,725,731,1,28.0,30.0,722.0,724.0,,,,,verb.cognition,True,2,subject,Bokwewa,23,104,127,male,1.0,primary
7,8,hunted,204,210,1091,1097,17,190.0,194.0,1077.0,1081.0,,,,,verb.social,True,3,subject,fairies of the elder age,1,2,3,group/nonbinary,1.0,tertiary
8,1,learn,37,42,1154,1159,20,12.0,23.0,1129.0,1140.0,,,,,verb.cognition,True,4,subject,the brother,1,4,5,male,1.0,tertiary
9,1,began,57,62,1281,1286,20,15.0,17.0,1239.0,1241.0,,,,,verb.change,True,5,subject,the brother,1,4,5,male,1.0,tertiary
10,2,seized,47,53,1378,1384,20,0.0,2.0,1331.0,1333.0,,,,,verb.emotion,True,6,subject,the brother,1,4,5,male,1.0,tertiary
11,2,leave,49,54,1473,1478,2,39.0,41.0,1463.0,1465.0,,,,,verb.communication,True,8,subject,Kwasynd,16,26,42,male,1.0,secondary
12,1,visit,19,24,1502,1507,2,6.0,8.0,1489.0,1491.0,,,,,verb.social,True,7,subject,Kwasynd,16,26,42,male,1.0,secondary
13,0,objected,8,16,1563,1571,1,0.0,7.0,1555.0,1562.0,,,,,verb.communication,True,9,subject,Bokwewa,23,104,127,male,1.0,primary
14,2,departed,84,92,1656,1664,1,81.0,83.0,1653.0,1655.0,,,,,verb.motion,True,11,subject,Bokwewa,23,104,127,male,1.0,primary
15,0,traveled,3,11,1684,1692,1,0.0,2.0,1681.0,1683.0,,,,,verb.motion,True,10,subject,Bokwewa,23,104,127,male,1.0,primary
17,2,saw,40,43,1798,1801,1,37.0,39.0,1795.0,1797.0,,,,,verb.perception,True,12,subject,Bokwewa,23,104,127,male,1.0,primary
19,4,lying,86,91,1954,1959,1,60.0,62.0,1928.0,1930.0,102.0,122.0,1970.0,1990.0,verb.contact,True,13,subject,Bokwewa,23,104,127,male,1.0,primary
22,2,returned,50,58,2122,2130,1,47.0,49.0,2119.0,2121.0,,,,,verb.motion,True,15,subject,Bokwewa,23,104,127,male,1.0,primary
23,2,restore,33,40,2180,2187,3,29.0,32.0,2176.0,2179.0,,,,,verb.change,True,16,subject,Brother,1,1,2,male,1.0,tertiary
25,0,looked,3,9,2227,2233,1,0.0,2.0,2224.0,2226.0,36.0,55.0,2260.0,2279.0,verb.perception,True,18,subject,Bokwewa,23,104,127,male,1.0,primary
26,2,found,47,52,2327,2332,1,40.0,42.0,2320.0,2322.0,57.0,74.0,2337.0,2354.0,verb.possession,True,17,subject,Bokwewa,23,104,127,male,1.0,primary
27,2,said,14,18,2370,2374,1,1.0,11.0,2357.0,2367.0,,,,,verb.communication,True,20,subject,Bokwewa,23,104,127,male,1.0,primary
28,5,looked,91,97,2475,2481,37,45.0,60.0,2429.0,2444.0,111.0,155.0,2495.0,2539.0,verb.perception,True,21,subject,the young woman,1,39,40,female,1.0,tertiary
29,0,paid,15,19,2556,2560,37,11.0,14.0,2552.0,2555.0,,,,,verb.cognition,True,22,subject,the young woman,1,39,40,female,1.0,tertiary
31,0,listened,4,12,2722,2730,37,0.0,3.0,2718.0,2721.0,,,,,verb.perception,True,24,subject,the young woman,1,39,40,female,1.0,tertiary
33,2,render,52,58,2922,2928,1,0.0,7.0,2870.0,2877.0,,,,,verb.change,True,25,subject,Bokwewa,23,104,127,male,1.0,primary
34,1,seeking,30,37,2975,2982,1,0.0,2.0,2945.0,2947.0,,,,,verb.emotion,True,26,subject,Bokwewa,23,104,127,male,1.0,primary
35,3,returning,114,123,3166,3175,2,86.0,93.0,3138.0,3145.0,,,,,verb.motion,True,28,subject,Kwasynd,16,26,42,male,1.0,secondary
37,0,ordered,36,43,3331,3338,37,32.0,35.0,3327.0,3330.0,,,,,verb.communication,True,27,subject,the young woman,1,39,40,female,1.0,tertiary
38,2,looked,53,59,3483,3489,37,49.0,52.0,3479.0,3482.0,,,,,verb.perception,True,30,subject,the young woman,1,39,40,female,1.0,tertiary
39,1,partook,76,83,3598,3605,37,66.0,69.0,3588.0,3591.0,,,,,verb.cognition,True,29,subject,the young woman,1,39,40,female,1.0,tertiary
40,3,arranging,24,33,3710,3719,37,0.0,3.0,3686.0,3689.0,,,,,verb.contact,True,31,subject,the young woman,1,39,40,female,1.0,tertiary
42,1,passed,47,53,4047,4053,37,14.0,42.0,4014.0,4042.0,,,,,verb.motion,True,32,subject,the young woman,1,39,40,female,1.0,tertiary
43,4,pursuing,64,72,4154,4162,2,1.0,3.0,4091.0,4093.0,,,,,verb.emotion,True,34,subject,Kwasynd,16,26,42,male,1.0,secondary
44,2,forgot,74,80,4333,4339,1,4.0,11.0,4263.0,4270.0,,,,,verb.cognition,True,35,subject,Bokwewa,23,104,127,male,1.0,primary
45,4,exclaimed,139,148,4737,4746,37,126.0,129.0,4724.0,4727.0,,,,,verb.communication,True,36,subject,the young woman,1,39,40,female,1.0,tertiary
46,3,cast,63,67,4959,4963,37,59.0,62.0,4955.0,4958.0,81.0,103.0,4977.0,4999.0,verb.creation,True,37,subject,the young woman,1,39,40,female,1.0,tertiary
47,1,glanced,23,30,5081,5088,1,0.0,2.0,5058.0,5060.0,,,,,verb.perception,True,38,subject,Bokwewa,23,104,127,male,1.0,primary
48,0,saw,3,6,5099,5102,1,0.0,2.0,5096.0,5098.0,,,,,verb.perception,True,39,subject,Bokwewa,23,104,127,male,1.0,primary
50,0,returned,17,25,5291,5299,1,5.0,16.0,5279.0,5290.0,,,,,verb.motion,True,41,subject,Bokwewa,23,104,127,male,1.0,primary
50,0,returned,17,25,5291,5299,5,5.0,16.0,5279.0,5290.0,,,,,verb.motion,True,41,subject,Bokwewa's brother,13,4,17,male,1.0,tertiary
