sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
4,0,showed,4,10,463,469,3,0.0,3.0,459.0,462.0,"16,15,3",11.0,137.0,470.0,596.0,,,,,verb.perception,1
5,0,traveling,6,15,604,613,,,,,,3,16.0,33.0,614.0,631.0,,,,,verb.motion,1
5,1,came,63,67,661,665,5,35.0,62.0,633.0,660.0,,68.0,94.0,666.0,692.0,,,,,verb.motion,1
6,1,quartered,8,17,702,711,5,0.0,3.0,694.0,697.0,,,,,,,,,,verb.social,1
7,1,lain,33,37,805,809,20,18.0,28.0,790.0,800.0,,,,,,,,,,verb.contact,1
7,4,murdered,79,87,851,859,20,18.0,28.0,790.0,800.0,,,,,,,,,,verb.social,1
8,1,disappeared,56,67,917,928,22,13.0,51.0,874.0,912.0,,,,,,,,,,verb.change,1
13,1,shown,16,21,1220,1225,3,0.0,3.0,1204.0,1207.0,,22.0,37.0,1226.0,1241.0,38.0,62.0,1242.0,1266.0,verb.perception,1
13,2,chose,68,73,1272,1277,3,0.0,3.0,1204.0,1207.0,,74.0,123.0,1278.0,1327.0,,,,,verb.cognition,1
14,0,let,4,7,1333,1336,3,0.0,3.0,1329.0,1332.0,,8.0,37.0,1337.0,1366.0,39.0,76.0,1368.0,1405.0,verb.communication,1
14,4,said,53,57,1382,1386,3,45.0,48.0,1374.0,1377.0,3,58.0,76.0,1387.0,1405.0,,,,,verb.communication,1
15,0,awoke,28,33,1435,1440,3,24.0,27.0,1431.0,1434.0,,,,,,,,,,verb.body,1
16,0,rose,3,7,1491,1495,,0.0,2.0,1488.0,1490.0,28,8.0,81.0,1496.0,1569.0,,,,,verb.motion,1
17,0,whispered,14,23,1585,1594,,,,,,29,24.0,35.0,1595.0,1606.0,,,,,verb.communication,1
17,1,prepare,38,45,1609,1616,50,0.0,11.0,1571.0,1582.0,51,46.0,53.0,1617.0,1624.0,54.0,74.0,1625.0,1645.0,verb.change,1
18,0,Deliver,0,7,1666,1673,,,,,,"52,28",8.0,20.0,1674.0,1686.0,,,,,verb.communication,1
19,1,beckoned,42,50,1764,1772,5,26.0,41.0,1748.0,1763.0,30,51.0,62.0,1773.0,1784.0,63.0,69.0,1785.0,1791.0,verb.communication,1
20,0,told,3,7,1796,1800,30,0.0,2.0,1793.0,1795.0,"5,30,31",8.0,11.0,1801.0,1804.0,,,,,verb.communication,1
20,2,addressed,27,36,1820,1829,30,12.0,14.0,1805.0,1807.0,31,37.0,52.0,1830.0,1845.0,,,,,verb.communication,1
21,1,had,13,16,1884,1887,32,4.0,8.0,1875.0,1879.0,,17.0,40.0,1888.0,1911.0,,,,,verb.possession,1
22,0,drew,21,25,1934,1938,5,5.0,20.0,1918.0,1933.0,5,26.0,37.0,1939.0,1950.0,,,,,verb.contact,1
22,1,laid,55,59,1968,1972,5,5.0,20.0,1918.0,1933.0,,60.0,62.0,1973.0,1975.0,,,,,verb.contact,1
23,0,told,42,46,2099,2103,30,39.0,41.0,2096.0,2098.0,"5,34",47.0,50.0,2104.0,2107.0,,,,,verb.communication,1
23,1,disappeared,76,87,2133,2144,30,39.0,41.0,2096.0,2098.0,,,,,,,,,,verb.change,1
24,1,come,78,82,2258,2262,35,47.0,74.0,2227.0,2254.0,,83.0,96.0,2263.0,2276.0,97.0,120.0,2277.0,2300.0,verb.motion,1
25,0,informed,4,12,2306,2314,5,0.0,3.0,2302.0,2305.0,"5,35",13.0,16.0,2315.0,2318.0,,,,,verb.communication,1
25,2,happened,29,37,2331,2339,,20.0,24.0,2322.0,2326.0,5,38.0,44.0,2340.0,2346.0,45.0,61.0,2347.0,2363.0,verb.change,1
25,3,ordered,67,74,2369,2376,5,0.0,3.0,2302.0,2305.0,40,75.0,88.0,2377.0,2390.0,,,,,verb.communication,1
26,0,found,15,20,2428,2433,,10.0,14.0,2423.0,2427.0,42,22.0,41.0,2435.0,2454.0,,,,,verb.possession,1
28,0,grew,22,26,2588,2592,"44,43",0.0,21.0,2566.0,2587.0,,27.0,31.0,2593.0,2597.0,32.0,44.0,2598.0,2610.0,verb.change,1
28,1,fell,50,54,2616,2620,"44,43",0.0,21.0,2566.0,2587.0,,55.0,64.0,2621.0,2630.0,,,,,verb.motion,1
29,0,came,8,12,2654,2658,43,5.0,7.0,2651.0,2653.0,43,13.0,26.0,2659.0,2672.0,,,,,verb.change,1
29,1,confessed,31,40,2677,2686,43,28.0,30.0,2674.0,2676.0,"43,45",41.0,107.0,2687.0,2753.0,,,,,verb.communication,1
29,3,murdered,53,61,2699,2707,43,46.0,48.0,2692.0,2694.0,45,62.0,74.0,2708.0,2720.0,,,,,verb.contact,1
29,4,robbed,79,85,2725,2731,43,46.0,48.0,2692.0,2694.0,45,86.0,89.0,2732.0,2735.0,90.0,107.0,2736.0,2753.0,verb.possession,1
30,1,condemned,7,16,2762,2771,43,0.0,2.0,2755.0,2757.0,,17.0,25.0,2772.0,2780.0,26.0,39.0,2781.0,2794.0,verb.communication,1
30,4,buried,78,84,2833,2839,33,45.0,73.0,2800.0,2828.0,,85.0,111.0,2840.0,2866.0,,,,,verb.social,1
33,0,dies,30,34,3097,3101,"49,6",9.0,29.0,3076.0,3096.0,,,,,,,,,,verb.change,1
