sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
4,0,showed,4,10,463,469,3,0.0,3.0,459.0,462.0,,,,,verb.perception,True,1,subject,Margaret Barnekow,3,12,15,female,1.0,primary
6,1,quartered,8,17,702,711,5,0.0,3.0,694.0,697.0,,,,,verb.social,True,3,subject,Madame Margaret,4,8,12,female,1.0,primary
7,4,murdered,79,87,851,859,20,18.0,28.0,790.0,800.0,,,,,verb.social,True,2,subject,a traveler,1,0,1,unknown,0.0,tertiary
8,1,disappeared,56,67,917,928,22,13.0,51.0,874.0,912.0,,,,,verb.change,True,5,subject,the man,1,2,3,male,1.0,tertiary
13,1,shown,16,21,1220,1225,3,0.0,3.0,1204.0,1207.0,38.0,62.0,1242.0,1266.0,verb.perception,True,4,subject,Margaret Barnekow,3,12,15,female,1.0,primary
14,4,said,53,57,1382,1386,3,45.0,48.0,1374.0,1377.0,,,,,verb.communication,True,6,subject,Margaret Barnekow,3,12,15,female,1.0,primary
15,0,awoke,28,33,1435,1440,3,24.0,27.0,1431.0,1434.0,,,,,verb.body,True,7,subject,Margaret Barnekow,3,12,15,female,1.0,primary
19,1,beckoned,42,50,1764,1772,5,26.0,41.0,1748.0,1763.0,63.0,69.0,1785.0,1791.0,verb.communication,True,11,subject,Madame Margaret,4,8,12,female,1.0,primary
20,2,addressed,27,36,1820,1829,30,12.0,14.0,1805.0,1807.0,,,,,verb.communication,True,10,subject,the phantom,1,4,5,male,1.0,secondary
21,1,had,13,16,1884,1887,32,4.0,8.0,1875.0,1879.0,,,,,verb.possession,True,13,subject,none,1,0,1,unknown,0.0,tertiary
22,0,drew,21,25,1934,1938,5,5.0,20.0,1918.0,1933.0,,,,,verb.contact,True,14,subject,Madame Margaret,4,8,12,female,1.0,primary
23,1,disappeared,76,87,2133,2144,30,39.0,41.0,2096.0,2098.0,,,,,verb.change,True,15,subject,the phantom,1,4,5,male,1.0,secondary
