sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
2,7,build,103,108,440,445,1,90.0,92.0,427.0,429.0,,109.0,117.0,446.0,454.0,,,,,verb.creation,1,True
3,1,know,13,17,468,472,,,,,,1,18.0,57.0,473.0,512.0,,,,,verb.cognition,1,True
4,4,build,80,85,594,599,13,45.0,52.0,559.0,566.0,,86.0,96.0,600.0,610.0,97.0,177.0,611.0,691.0,verb.creation,1,True
5,4,receive,61,68,754,761,16,44.0,53.0,737.0,746.0,1,69.0,116.0,762.0,809.0,,,,,verb.perception,1,True
6,0,agreed,10,16,821,827,17,0.0,9.0,811.0,820.0,1,17.0,32.0,828.0,843.0,,,,,verb.communication,1,True
8,2,know,66,70,996,1000,1,55.0,57.0,985.0,987.0,16,71.0,87.0,1001.0,1017.0,,,,,verb.cognition,1,True
9,1,relish,33,39,1051,1057,1,22.0,24.0,1040.0,1042.0,1,40.0,55.0,1058.0,1073.0,,,,,verb.emotion,1,True
10,4,sat,127,130,1202,1205,1,108.0,110.0,1183.0,1185.0,,,,,,,,,,verb.contact,1,True
11,0,sat,6,9,1236,1239,1,3.0,5.0,1233.0,1235.0,,10.0,15.0,1240.0,1245.0,,,,,verb.contact,1,True
12,2,play,52,56,1445,1449,1,19.0,22.0,1412.0,1415.0,,57.0,61.0,1450.0,1454.0,,,,,verb.social,1,True
13,0,heard,18,23,1504,1509,1,5.0,17.0,1491.0,1503.0,1,24.0,41.0,1510.0,1527.0,,,,,verb.perception,1,True
14,0,knew,12,16,1540,1544,1,9.0,11.0,1537.0,1539.0,16,17.0,33.0,1545.0,1561.0,,,,,verb.cognition,1,True
16,0,sat,6,9,1622,1625,,,,,,16,10.0,19.0,1626.0,1635.0,20.0,170.0,,,verb.contact,1,True
17,0,flung,15,20,1804,1809,16,5.0,14.0,1794.0,1803.0,1,21.0,30.0,1810.0,1819.0,41.0,53.0,1830.0,1842.0,verb.contact,1,True
19,1,rushed,39,45,2022,2028,"36,16",16.0,38.0,1999.0,2021.0,,51.0,65.0,2034.0,2048.0,66.0,79.0,2049.0,2062.0,verb.motion,1,True
