sentence_id,text,start,end
0,"There stands in the university town of Schonen, the town of Lund, the seat of the first archbishopric in all Scandinavia, a stately Romanic minster, with a large, handsome crypt beneath the choir. ",0,197
1,"The opinion is universal that the minster will never be altogether finished, but that something will always be lacking about the structure. ",197,337
2,"The reason is said to be as follows: When St. Lawrence came to Lund to preach the Gospel, he wanted to build a church; ",337,456
3, but did not know how he was to obtain the means to do so. ,455,514
4,"While he was cudgelling his brains about it, a giant came to him and offered to build the church on condition that St. Lawrence tell him his name before the church was completed. ",514,693
5,"But should St. Lawrence be unable to do so, the giant was to receive either the sun, the moon or St. Lawrence's eyes. ",693,811
6,The saint agreed to his proposal. ,811,845
7,"The building of the church made rapid progress, and ere long it was nearly finished. ",845,930
8,"St. Lawrence thought ruefully about his prospects, for he did not know the giant's name; ",930,1019
9, yet at the same time he did not relish losing his eyes. ,1018,1075
10,"And it happened that while he was walking without the town, much concerned about the outcome of the affair, he grew weary, and sat down on a hill to rest. ",1075,1230
11,"As he sat there he heard a child crying within the hill, and a woman's voice began to sing: ""Sleep, sleep, my baby dear, To-morrow your father, Finn, will be here; ",1230,1394
12," Then sun and moon you shall have from the skies To play with, or else St. Lawrence's eyes."" ",1393,1486
13,When St. Lawrence heard that he was happy; ,1486,1529
14, for now he knew the giant's name. ,1528,1563
15,"He ran back quickly to town, and went to the church. ",1563,1616
16,"There sat the giant on the roof, just about to set the last stone in place, when at that very moment the saint called out: ""Finn, Finn, Take care how you put the stone in!"" ",1616,1789
17,"Then the giant flung the stone from him, full of rage, said that the church should never be finished, and with that he disappeared. ",1789,1921
18,Since then something has always been missing from the church. ,1921,1983
19,"Others say that the giant and his wife rushed down into the crypt in their rage, and each seizing a column were about to tear down the church, when they were turned into stone, and may be seen to this day standing beside the columns they had grasped.",1983,2234
