sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
It was him that owned the Churches in the early days. ,owned,BEFORE,"Therefore, of course, the place bein' so called, I say that the King owned the Churches--and why not, sir, seein' it was his birthright, time out o' mind, beyond the flood? ",say,1,5,1,1
"Therefore, of course, the place bein' so called, I say that the King owned the Churches--and why not, sir, seein' it was his birthright, time out o' mind, beyond the flood? ",say,AFTER,"Therefore, of course, the place bein' so called, I say that the King owned the Churches--and why not, sir, seein' it was his birthright, time out o' mind, beyond the flood? ",owned,5,5,1,2
"Therefore, of course, the place bein' so called, I say that the King owned the Churches--and why not, sir, seein' it was his birthright, time out o' mind, beyond the flood? ",owned,BEFORE,"Well, the King (you see) was the right sort--he was the real boy, and loved sport as he loved his life, and huntin' in particular. ",loved,5,6,2,3
"Well, the King (you see) was the right sort--he was the real boy, and loved sport as he loved his life, and huntin' in particular. ",loved,AFTER,"Well, the King (you see) was the right sort--he was the real boy, and loved sport as he loved his life, and huntin' in particular. ",loved,6,6,3,4
"Well, the King (you see) was the right sort--he was the real boy, and loved sport as he loved his life, and huntin' in particular. ",loved,BEFORE,"From the risin' o' the sun up he got, and away he went over the mountains beyond after the deer: and the fine times them were. ",got,6,7,4,0
"From the risin' o' the sun up he got, and away he went over the mountains beyond after the deer: and the fine times them were. ",got,AFTER,"Well, it was all mighty good as long as the King had his health. ",had,7,10,0,1
"Well, it was all mighty good as long as the King had his health. ",had,BEFORE,"But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. ",grew,10,11,1,1
"But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. ",grew,BEFORE,"But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. ",got,11,11,1,3
"But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. ",got,BEFORE,"But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. ",failed,11,11,3,5
"But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. ",failed,AFTER,"He was lost entirely for want o' diversions, because he couldn't go a huntin' no longer. ",go,11,12,5,4
"He was lost entirely for want o' diversions, because he couldn't go a huntin' no longer. ",go,BEFORE,"By dad, the poor King was obliged at last for to get a goose to distract him. ",obliged,12,13,4,1
