clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Fujiwara Hidesato/Hidesato,8,23,49,72,Fujiwara Hidesato,male,1.0,primary
The Dragon King/the Dragon King,27,16,28,44,The Dragon King,male,1.0,secondary
a brave warrior known to all as Tawara Toda,11,1,29,30,a brave warrior known to all as Tawara Toda,male,1.0,secondary
the warrior/The warrior,30,13,17,30,the warrior,male,1.0,secondary
Fujiwara Hidesato/Hidesato--his host/His host,39,4,5,9,Fujiwara Hidesato's host,group/nonbinary,1.0,tertiary
the centipede/The centipede,162,6,2,8,the centipede,unknown,0.0,tertiary
the man on the bridge,25,1,5,6,the man on the bridge,male,1.0,tertiary
the man,26,1,5,6,the man,male,1.0,tertiary
a retinue of men,114,1,5,6,a retinue of men,male,1.0,tertiary
a strange - looking man,22,1,3,4,a strange - looking man,male,1.0,tertiary
The monster/the monster,18,2,1,3,The monster,unknown,0.0,tertiary
"all who came this way , as soon as they saw me--all who came this way , as soon as they saw me",158,1,2,3,"all who came this way , as soon as they saw me's who came this way , as soon as they saw me",group/nonbinary,1.0,tertiary
the Dragon King,9,1,2,3,the Dragon King,male,1.0,tertiary
ten lovely goldfish dancers,54,1,1,2,ten lovely goldfish dancers,group/nonbinary,1.0,tertiary
The whole family,98,1,1,2,The whole family,group/nonbinary,1.0,tertiary
The Dragon King/the Dragon King--my family,151,1,1,2,The Dragon King's family,group/nonbinary,1.0,tertiary
servants,121,2,0,2,servants,unknown,0.0,tertiary
the servants on the watch for,126,1,1,2,the servants on the watch for,group/nonbinary,1.0,tertiary
the monster dragon,21,1,1,2,the monster dragon,unknown,0.0,tertiary
retainers,48,2,0,2,retainers,unknown,0.0,tertiary
the Dragon King 's retainers,130,1,1,2,the Dragon King 's retainers,male,1.0,tertiary
a brave warrior known to all as Tawara Toda--My Lord Bag of Rice,138,2,0,2,a brave warrior known to all as Tawara Toda's Lord Bag of Rice,unknown,0.0,tertiary
all the inhabitants of the palace,94,1,0,1,all the inhabitants of the palace,unknown,0.0,tertiary
The whole family--their preserver,100,1,0,1,The whole family's preserver,unknown,0.0,tertiary
The Dragon King/the Dragon King--his children,86,1,0,1,The Dragon King's children,unknown,0.0,tertiary
such a creature,83,1,0,1,such a creature,unknown,0.0,tertiary
servants of the great Dragon King,115,1,0,1,servants of the great Dragon King,male,1.0,tertiary
the bravest warrior in all Japan,101,1,0,1,the bravest warrior in all Japan,unknown,0.0,tertiary
The Dragon King/the Dragon King--his family,109,1,0,1,The Dragon King's family,unknown,0.0,tertiary
Fujiwara Hidesato's host--their horrible enemy,110,1,0,1,Fujiwara Hidesato's host's horrible enemy,unknown,0.0,tertiary
the samisen,56,1,0,1,the samisen,unknown,0.0,tertiary
the great Dragon King,116,1,0,1,the great Dragon King,male,1.0,tertiary
The warrior 's household,124,1,0,1,The warrior 's household,unknown,0.0,tertiary
the whole household,127,1,0,1,the whole household,unknown,0.0,tertiary
men,128,1,0,1,men,male,1.0,tertiary
the grateful Dragon King,131,1,0,1,the grateful Dragon King,male,1.0,tertiary
the knight,134,1,0,1,the knight,unknown,0.0,tertiary
this brave warrior,74,1,0,1,this brave warrior,unknown,0.0,tertiary
a warrior,12,1,0,1,a warrior,unknown,0.0,tertiary
ten red - carp musicians with the koto and the samisen,55,1,0,1,ten red - carp musicians with the koto and the samisen,unknown,0.0,tertiary
The Dragon King/the Dragon King--one of my family,150,1,0,1,The Dragon King's of my family,unknown,0.0,tertiary
a brave man,19,1,0,1,a brave man,male,1.0,tertiary
no ordinary mortal,23,1,0,1,no ordinary mortal,unknown,0.0,tertiary
this man,24,1,0,1,this man,male,1.0,tertiary
the Dragon King of the Lake,139,1,0,1,the Dragon King of the Lake,male,1.0,tertiary
"Fujiwara Hidesato/Hidesato--my mortal enemy the centipede , who lives on the mountain beyond",142,1,0,1,"Fujiwara Hidesato's mortal enemy the centipede , who lives on the mountain beyond",unknown,0.0,tertiary
a large family of children and grand - children,145,1,0,1,a large family of children and grand - children,unknown,0.0,tertiary
children,146,1,0,1,children,unknown,0.0,tertiary
grand - children,147,1,0,1,grand - children,unknown,0.0,tertiary
The Dragon King/the Dragon King--my children,152,1,0,1,The Dragon King's children,unknown,0.0,tertiary
The Dragon King/the Dragon King--his guest,52,1,0,1,The Dragon King's guest,unknown,0.0,tertiary
a human being,154,1,0,1,a human being,unknown,0.0,tertiary
some strong brave man,157,1,0,1,some strong brave man,male,1.0,tertiary
The Dragon King/the Dragon King--the first man I have found able to look at me,159,1,0,1,The Dragon King's first man I have found able to look at me,male,1.0,tertiary
a man of great courage,160,1,0,1,a man of great courage,male,1.0,tertiary
The Dragon King/the Dragon King--my enemy,161,1,0,1,The Dragon King's enemy,unknown,0.0,tertiary
Tawara Toda,7,1,0,1,Tawara Toda,unknown,0.0,tertiary
Mikami,10,1,0,1,Mikami,unknown,0.0,tertiary
all the servants,47,1,0,1,all the servants,unknown,0.0,tertiary
Fujiwara Hidesato/Hidesato--his whole family,135,1,0,1,Fujiwara Hidesato's whole family,unknown,0.0,tertiary
