sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
3,0,found,11,16,378,383,4,6.0,10.0,373.0,377.0,,,,,verb.possession,True,1,subject,the little peasant children who ran about chattering when they came out to gather wild strawberries and raspberries's little peasant children who ran about chattering when they came out to gather wild strawberries and raspberries,1.0,3.0,4.0,group/nonbinary,1.0,tertiary
4,2,say,48,51,485,488,4,1.0,5.0,438.0,442.0,,,,,verb.communication,True,2,subject,the little peasant children who ran about chattering when they came out to gather wild strawberries and raspberries's little peasant children who ran about chattering when they came out to gather wild strawberries and raspberries,1.0,3.0,4.0,group/nonbinary,1.0,tertiary
10,4,bow,81,84,958,961,6,73.0,74.0,950.0,951.0,91.0,120.0,968.0,997.0,verb.communication,True,5,subject,the little fir - tree,1.0,5.0,6.0,unknown,0.0,tertiary
17,1,come,38,42,1532,1536,7,14.0,29.0,1508.0,1523.0,,,,,verb.motion,True,4,subject,the woodcutters,1.0,6.0,7.0,group/nonbinary,1.0,tertiary
18,2,shiver,56,62,1627,1633,8,31.0,49.0,1602.0,1620.0,,,,,verb.body,True,6,subject,the young fir - tree,1.0,0.0,1.0,unknown,0.0,tertiary
19,2,dragged,39,46,1839,1846,7,9.0,13.0,1809.0,1813.0,,,,,verb.contact,True,7,subject,the woodcutters,1.0,6.0,7.0,group/nonbinary,1.0,tertiary
20,1,going,16,21,1890,1895,7,1.0,6.0,1875.0,1880.0,,,,,verb.motion,True,8,subject,the woodcutters,1.0,6.0,7.0,group/nonbinary,1.0,tertiary
22,3,know,79,83,2003,2007,9,75.0,78.0,1999.0,2002.0,,,,,verb.cognition,True,9,subject,the swallows and storks,1.0,3.0,4.0,group/nonbinary,1.0,tertiary
23,1,met,9,12,2040,2043,9,5.0,8.0,2036.0,2039.0,,,,,verb.motion,True,11,subject,the swallows and storks,1.0,3.0,4.0,group/nonbinary,1.0,tertiary
24,4,know,98,102,2149,2153,12,96.0,97.0,2147.0,2148.0,,,,,verb.cognition,True,13,subject,the stork,2.0,12.0,14.0,male,1.0,secondary
25,1,flew,26,30,2181,2185,12,24.0,25.0,2179.0,2180.0,,,,,verb.motion,True,12,subject,the stork,2.0,12.0,14.0,male,1.0,secondary
32,1,sail,29,33,2362,2366,12,3.0,4.0,2336.0,2337.0,,,,,verb.motion,True,14,subject,the stork,2.0,12.0,14.0,male,1.0,secondary
36,4,went,78,82,2529,2533,12,75.0,77.0,2526.0,2528.0,,,,,verb.motion,True,15,subject,the stork,2.0,12.0,14.0,male,1.0,secondary
37,1,said,25,29,2560,2564,12,0.0,22.0,2535.0,2557.0,,,,,verb.communication,True,16,subject,the stork,2.0,12.0,14.0,male,1.0,secondary
47,0,know,4,8,3228,3232,17,1.0,3.0,3225.0,3227.0,,,,,verb.cognition,True,18,subject,the sparrows,1.0,17.0,18.0,unknown,0.0,secondary
48,0,know,3,7,3237,3241,17,0.0,2.0,3234.0,3236.0,,,,,verb.cognition,True,19,subject,the sparrows,1.0,17.0,18.0,unknown,0.0,secondary
50,2,know,61,65,3329,3333,17,58.0,60.0,3326.0,3328.0,,,,,verb.cognition,True,22,subject,the sparrows,1.0,17.0,18.0,unknown,0.0,secondary
52,1,looked,8,14,3429,3435,17,0.0,2.0,3421.0,3423.0,,,,,verb.perception,True,23,subject,the sparrows,1.0,17.0,18.0,unknown,0.0,secondary
56,1,seen,16,20,3728,3732,17,5.0,7.0,3717.0,3719.0,,,,,verb.perception,True,24,subject,the sparrows,1.0,17.0,18.0,unknown,0.0,secondary
71,1,know,15,19,4355,4359,17,0.0,1.0,4340.0,4341.0,,,,,verb.cognition,True,26,subject,the sparrows,1.0,17.0,18.0,unknown,0.0,secondary
72,2,rejoice,45,52,4433,4440,17,0.0,14.0,4388.0,4402.0,,,,,verb.emotion,True,27,subject,the sparrows,1.0,17.0,18.0,unknown,0.0,secondary
74,2,said,73,77,4598,4602,18,58.0,72.0,4583.0,4597.0,,,,,verb.communication,True,29,subject,all who saw it,1.0,0.0,1.0,unknown,0.0,tertiary
82,7,want,138,142,5194,5198,25,124.0,126.0,5180.0,5182.0,,,,,verb.consumption,True,30,subject,two footmen in livery,1.0,3.0,4.0,group/nonbinary,1.0,tertiary
85,3,said,140,144,5552,5556,27,127.0,139.0,5539.0,5551.0,,,,,verb.communication,True,32,subject,The children,7.0,9.0,16.0,group/nonbinary,1.0,secondary
89,0,hung,21,25,5781,5785,25,16.0,20.0,5776.0,5780.0,,,,,verb.contact,True,31,subject,two footmen in livery,1.0,3.0,4.0,group/nonbinary,1.0,tertiary
93,0,said,21,25,6207,6211,25,12.0,20.0,6198.0,6206.0,,,,,verb.communication,True,33,subject,two footmen in livery,1.0,3.0,4.0,group/nonbinary,1.0,tertiary
