clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The girls/the girls,17,8,50,58,The girls,female,1.0,primary
Aina,1,22,22,44,Aina,female,1.0,primary
the old man,41,6,37,43,the old man,male,1.0,primary
Lisa,0,22,8,30,Lisa,unknown,0.0,secondary
Otto,2,12,13,25,Otto,male,1.0,secondary
The children,38,2,11,13,The children,group/nonbinary,1.0,tertiary
the big sister,4,8,3,11,the big sister,female,1.0,tertiary
a little kind - looking old man,39,1,7,8,a little kind - looking old man,male,1.0,tertiary
the two,51,1,4,5,the two,group/nonbinary,1.0,tertiary
"The two girls , light of heart",49,1,4,5,"The two girls , light of heart",female,1.0,tertiary
the raspberry king/The raspberry king,78,3,1,4,the raspberry king,male,1.0,tertiary
both the girls,40,2,1,3,both the girls,female,1.0,tertiary
Everyone/everyone,53,2,0,2,Everyone,unknown,0.0,tertiary
the poor little worm,8,1,1,2,the poor little worm,male,1.0,tertiary
a poor little worm,65,1,0,1,a poor little worm,unknown,0.0,tertiary
The children--my little girls,75,1,0,1,The children's little girls,female,1.0,tertiary
little girls,76,1,0,1,little girls,female,1.0,tertiary
two little berry pickers,20,1,0,1,two little berry pickers,unknown,0.0,tertiary
some good fairy,73,1,0,1,some good fairy,unknown,0.0,tertiary
each other,36,1,0,1,each other,unknown,0.0,tertiary
"the great spirit who rules over the woods , and the sea , and the sky",81,1,0,1,"the great spirit who rules over the woods , and the sea , and the sky",unknown,0.0,tertiary
a little raspberry worm,84,1,0,1,a little raspberry worm,unknown,0.0,tertiary
a child,85,1,0,1,a child,unknown,0.0,tertiary
little children,89,1,0,1,little children,unknown,0.0,tertiary
the little raspberry worm,45,1,0,1,the little raspberry worm,unknown,0.0,tertiary
Both girls,21,1,0,1,Both girls,female,1.0,tertiary
Lina,3,1,0,1,Lina,unknown,0.0,tertiary
a few more,70,1,0,1,a few more,unknown,0.0,tertiary
an old man,91,1,0,1,an old man,male,1.0,tertiary
