sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
1,1,told,39,43,145,149,5,36.0,38.0,142.0,144.0,6,44.0,60.0,150.0,166.0,,,,,verb.communication,1,True
2,1,make,18,22,268,272,8,0.0,10.0,250.0,260.0,,23.0,38.0,273.0,288.0,,,,,verb.social,1,True
3,2,lain,65,69,355,359,8,58.0,60.0,348.0,350.0,,,,,,,,,,verb.contact,1,True
4,4,tell,97,101,487,491,12,66.0,82.0,456.0,472.0,,102.0,121.0,492.0,511.0,,,,,verb.cognition,1,True
6,0,had,8,11,564,567,13,5.0,7.0,561.0,563.0,,12.0,31.0,568.0,587.0,,,,,verb.perception,1,True
7,1,lain,13,17,602,606,13,6.0,8.0,595.0,597.0,,,,,,,,,,verb.body,1,True
11,1,lain,13,17,858,862,13,6.0,8.0,851.0,853.0,,,,,,,,,,verb.contact,1,True
17,1,begged,47,53,1387,1393,,9.0,13.0,1349.0,1353.0,12,54.0,57.0,1394.0,1397.0,,,,,verb.communication,1,True
19,0,said,0,4,1475,1479,,,,,,12,5.0,21.0,1480.0,1496.0,,,,,verb.communication,1,True
20,1,said,29,33,1527,1531,,1.0,26.0,1499.0,1524.0,24,34.0,45.0,1532.0,1543.0,,,,,verb.communication,1,True
21,2,sends,32,37,1577,1582,125,1.0,31.0,1546.0,1576.0,,38.0,40.0,1583.0,1585.0,46.0,87.0,1591.0,1632.0,verb.motion,1,True
24,2,said,28,32,1760,1764,12,1.0,25.0,1733.0,1757.0,12,33.0,49.0,1765.0,1781.0,,,,,verb.communication,1,True
25,1,choose,20,26,1851,1857,12,12.0,13.0,1843.0,1844.0,,,,,,,,,,verb.cognition,1,True
26,2,returned,24,32,1904,1912,,,,,,24,33.0,44.0,1913.0,1924.0,,,,,verb.communication,1,True
28,3,make,82,86,2165,2169,12,73.0,75.0,2156.0,2158.0,,87.0,98.0,2170.0,2181.0,100.0,134.0,2183.0,2217.0,verb.social,1,True
29,0,chose,6,11,2225,2230,12,3.0,5.0,2222.0,2224.0,,12.0,26.0,2231.0,2245.0,28.0,68.0,2247.0,2287.0,verb.cognition,1,True
30,0,put,29,32,2368,2371,24,9.0,20.0,2348.0,2359.0,24,36.0,67.0,2375.0,2406.0,,,,,verb.contact,1,True
31,1,told,40,44,2486,2490,12,37.0,39.0,2483.0,2485.0,12,45.0,61.0,2491.0,2507.0,,,,,verb.communication,1,True
32,3,said,42,46,2551,2555,12,5.0,39.0,2514.0,2548.0,12,47.0,49.0,2556.0,2558.0,,,,,verb.communication,1,True
33,3,return,30,36,2590,2596,12,23.0,24.0,2583.0,2584.0,,,,,,,,,,verb.motion,1,True
35,1,laughed,23,30,2680,2687,,,,,,12,31.0,37.0,2688.0,2694.0,,,,,verb.body,1,True
36,2,said,60,64,2756,2760,1,1.0,57.0,2697.0,2753.0,"1,2",65.0,82.0,2761.0,2778.0,,,,,verb.communication,1,True
37,1,try,8,11,2788,2791,1,1.0,2.0,2781.0,2782.0,1,12.0,19.0,2792.0,2799.0,,,,,verb.social,1,True
38,1,wander,31,37,2833,2839,12,3.0,19.0,2805.0,2821.0,,38.0,50.0,2840.0,2852.0,51.0,74.0,2853.0,2876.0,verb.motion,1,True
39,1,told,9,13,2887,2891,33,0.0,4.0,2878.0,2882.0,12,14.0,17.0,2892.0,2895.0,,,,,verb.communication,1,True
40,4,quarreling,57,67,3043,3053,,34.0,47.0,3020.0,3033.0,"19,39,41",68.0,83.0,3054.0,3069.0,,,,,verb.communication,1,True
41,0,said,17,21,3166,3170,12,0.0,16.0,3149.0,3165.0,12,22.0,122.0,3171.0,3271.0,,,,,verb.communication,1,True
42,2,returned,23,31,3296,3304,,,,,,44,32.0,44.0,3305.0,3317.0,,,,,verb.communication,1,True
43,1,ask,28,31,3482,3485,12,0.0,16.0,3454.0,3470.0,44,32.0,66.0,3486.0,3520.0,,,,,verb.communication,1,True
44,0,said,5,9,3527,3531,44,0.0,4.0,3522.0,3526.0,44,10.0,54.0,3532.0,3576.0,,,,,verb.communication,1,True
45,2,replied,64,71,3642,3649,"44,12",1.0,44.0,3579.0,3622.0,,,,,,,,,,verb.communication,1,True
46,1,answered,43,51,3694,3702,44,1.0,35.0,3652.0,3686.0,,,,,,,,,,verb.communication,1,True
47,4,said,49,53,3753,3757,12,1.0,46.0,3705.0,3750.0,12,54.0,70.0,3758.0,3774.0,,,,,verb.communication,1,True
48,0,let,8,11,3784,3787,44,3.0,7.0,3779.0,3783.0,12,12.0,27.0,3788.0,3803.0,,,,,verb.social,1,True
49,2,took,97,101,3902,3906,12,94.0,96.0,3899.0,3901.0,,102.0,116.0,3907.0,3921.0,,,,,verb.social,1,True
50,0,met,18,21,3971,3974,12,15.0,17.0,3968.0,3970.0,49,22.0,104.0,3975.0,4057.0,,,,,verb.motion,1,True
53,0,have,3,7,4118,4122,12,1.0,2.0,4116.0,4117.0,,8.0,26.0,4123.0,4141.0,27.0,34.0,4142.0,4149.0,verb.possession,1,True
54,4,play,103,107,4255,4259,12,99.0,102.0,4251.0,4254.0,,108.0,119.0,4260.0,4271.0,,,,,verb.creation,1,True
55,1,said,30,34,4332,4336,,1.0,27.0,4303.0,4329.0,12,35.0,51.0,4337.0,4353.0,,,,,verb.communication,1,True
56,1,draw,7,11,4362,4366,12,5.0,6.0,4360.0,4361.0,,12.0,19.0,4367.0,4374.0,,,,,verb.contact,1,True
57,0,told,5,9,4401,4405,49,0.0,4.0,4396.0,4400.0,12,10.0,13.0,4406.0,4409.0,,,,,verb.communication,1,True
58,1,asked,45,50,4578,4583,12,42.0,44.0,4575.0,4577.0,54,51.0,187.0,4584.0,4720.0,,,,,verb.communication,1,True
59,6,killed,130,136,4853,4859,59,104.0,129.0,4827.0,4852.0,60,137.0,146.0,4860.0,4869.0,,,,,verb.social,1,True
60,3,said,67,71,4938,4942,12,1.0,64.0,4872.0,4935.0,12,72.0,88.0,4943.0,4959.0,,,,,verb.communication,1,True
61,1,reached,52,59,5081,5088,12,3.0,5.0,5032.0,5034.0,,60.0,68.0,5089.0,5097.0,,,,,verb.motion,1,True
62,2,came,52,56,5151,5155,12,49.0,51.0,5148.0,5150.0,24,57.0,85.0,5156.0,5184.0,,,,,verb.motion,1,True
63,1,stood,48,53,5234,5239,,40.0,47.0,5226.0,5233.0,69,54.0,64.0,5240.0,5250.0,,,,,verb.contact,1,True
64,2,go,22,24,5274,5276,12,1.0,6.0,5253.0,5258.0,,,,,,,,,,verb.motion,1,True
65,0,asked,0,5,5279,5284,,,,,,70,6.0,24.0,5285.0,5303.0,,,,,verb.communication,1,True
66,0,said,21,25,5326,5330,24,1.0,18.0,5306.0,5323.0,12,26.0,42.0,5331.0,5347.0,,,,,verb.communication,1,True
67,4,said,47,51,5396,5400,12,1.0,44.0,5350.0,5393.0,72,52.0,64.0,5401.0,5413.0,,,,,verb.communication,1,True
68,2,make,54,58,5516,5520,12,45.0,47.0,5507.0,5509.0,,59.0,70.0,5521.0,5532.0,,,,,verb.social,1,True
69,0,came,6,10,5553,5557,12,3.0,5.0,5550.0,5552.0,74,11.0,33.0,5558.0,5580.0,,,,,verb.motion,1,True
71,0,asked,0,5,5609,5614,,,,,,75,6.0,16.0,5615.0,5625.0,,,,,verb.communication,1,True
73,4,said,47,51,5718,5722,12,1.0,44.0,5672.0,5715.0,72,52.0,64.0,5723.0,5735.0,,,,,verb.communication,1,True
74,3,let,75,78,5853,5856,72,62.0,74.0,5840.0,5852.0,12,79.0,87.0,5857.0,5865.0,,,,,verb.social,1,True
75,0,came,6,10,5873,5877,12,3.0,5.0,5870.0,5872.0,80,11.0,32.0,5878.0,5899.0,,,,,verb.motion,1,True
77,0,asked,11,16,5939,5944,75,0.0,10.0,5928.0,5938.0,12,17.0,20.0,5945.0,5948.0,,,,,verb.communication,1,True
79,6,said,110,114,6104,6108,"138,12",1.0,107.0,5995.0,6101.0,72,115.0,127.0,6109.0,6121.0,,,,,verb.communication,1,True
80,3,let,81,84,6204,6207,85,62.0,75.0,6185.0,6198.0,12,85.0,93.0,6208.0,6216.0,,,,,verb.communication,1,True
81,0,reached,8,15,6226,6233,12,5.0,7.0,6223.0,6225.0,24,16.0,55.0,6234.0,6273.0,,,,,verb.motion,1,True
82,4,imagined,126,134,6401,6409,12,92.0,108.0,6367.0,6383.0,,135.0,151.0,6410.0,6426.0,,,,,verb.creation,1,True
83,1,asked,29,34,6457,6462,12,5.0,7.0,6433.0,6435.0,24,35.0,68.0,6463.0,6496.0,,,,,verb.communication,1,True
84,1,recognize,16,25,6514,6523,24,7.0,11.0,6505.0,6509.0,12,26.0,42.0,6524.0,6540.0,,,,,verb.perception,1,True
86,0,said,0,4,6604,6608,,,,,,24,5.0,9.0,6609.0,6613.0,,,,,verb.communication,1,True
87,3,hide,74,78,6689,6693,12,59.0,62.0,6674.0,6677.0,,,,,,,,,,verb.motion,1,True
89,0,wailed,0,6,6755,6761,,,,,,"91,12",7.0,50.0,6762.0,6805.0,,,,,verb.communication,1,True
90,2,said,24,28,6831,6835,91,1.0,21.0,6808.0,6828.0,12,29.0,45.0,6836.0,6852.0,,,,,verb.communication,1,True
91,2,favor,22,27,6876,6881,,9.0,16.0,6863.0,6870.0,24,28.0,30.0,6882.0,6884.0,,,,,verb.social,1,True
92,0,came,10,14,6897,6901,138,0.0,9.0,6887.0,6896.0,,,,,,,,,,verb.motion,1,True
95,0,struck,17,23,7031,7037,12,0.0,16.0,7014.0,7030.0,,,,,,,,,,verb.contact,1,True
96,1,hid,33,36,7142,7145,24,3.0,7.0,7112.0,7116.0,,37.0,39.0,7146.0,7148.0,,,,,verb.contact,1,True
100,2,crept,20,25,7274,7279,134,1.0,9.0,7255.0,7263.0,,,,,,,,,,verb.motion,1,True
101,1,become,13,19,7309,7315,,4.0,8.0,7300.0,7304.0,147,20.0,38.0,7316.0,7334.0,,,,,verb.change,1,True
102,0,said,0,4,7337,7341,,,,,,"144,138",5.0,55.0,7342.0,7392.0,,,,,verb.communication,1,True
