clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Timmy Tiptoes/Timmy/Timothy/TIMMY TIPTOES,0,27,42,69,Timmy Tiptoes,male,1.0,primary
Goody Tiptoes/Goody/Mrs. Goody Tiptoes/GOODY TIPTOES,1,16,14,30,Goody Tiptoes,female,1.0,secondary
THE Chipmunk/Chipmunk/the Chipmunk,3,4,12,16,THE Chipmunk,unknown,0.0,tertiary
Chippy/CHIPPY HACKEE/Chippy Hackee/Mrs. Chippy Hackee,4,9,3,12,Chippy,unknown,0.0,tertiary
the other squirrels,19,1,7,8,the other squirrels,group/nonbinary,1.0,tertiary
The most forgetful squirrel in the wood,13,1,4,5,The most forgetful squirrel in the wood,male,1.0,tertiary
The first little bird,17,1,4,5,The first little bird,unknown,0.0,tertiary
a fat squirrel voice and a thin squirrel voice--My little old man,50,1,3,4,a fat squirrel voice and a thin squirrel voice's little old man,male,1.0,tertiary
a fat squirrel voice and a thin squirrel voice,28,1,2,3,a fat squirrel voice and a thin squirrel voice,unknown,0.0,tertiary
THE Chipmunk/Chipmunk/the Chipmunk--my husband/My husband,46,3,0,3,THE Chipmunk's husband,male,1.0,tertiary
Silvertail Squirrel,2,1,2,3,Silvertail Squirrel,male,1.0,tertiary
a small striped Chipmunk appeared with a night light,24,1,1,2,a small striped Chipmunk appeared with a night light,unknown,0.0,tertiary
a little squirrel wife called Goody,6,1,0,1,a little squirrel wife called Goody,female,1.0,tertiary
the little bird,18,1,0,1,the little bird,unknown,0.0,tertiary
THE Chipmunk/Chipmunk/the Chipmunk--My wife,40,1,0,1,THE Chipmunk's wife,female,1.0,tertiary
THE squirrels,16,1,0,1,THE squirrels,unknown,0.0,tertiary
Timmy Tiptoes/Timmy/Timothy/TIMMY TIPTOES--my love,38,1,0,1,Timmy Tiptoes's love,unknown,0.0,tertiary
a wood - pecker,10,1,0,1,a wood - pecker,unknown,0.0,tertiary
"chuckled--""Little wife Goody",37,1,0,1,"chuckled--""Little wife Goody",female,1.0,tertiary
you little old man,51,1,0,1,you little old man,male,1.0,tertiary
the fat squirrel voice,29,1,0,1,the fat squirrel voice,unknown,0.0,tertiary
the thin squirrel voice,30,1,0,1,the thin squirrel voice,unknown,0.0,tertiary
the Chipmunks,5,1,0,1,the Chipmunks,unknown,0.0,tertiary
