clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the youth/The youth,19,11,78,89,the youth,male,1.0,primary
the Porcelain Maiden/The Porcelain Maiden,131,10,27,37,the Porcelain Maiden,female,1.0,secondary
the young man/The young man,13,8,22,30,the young man,male,1.0,secondary
The Golden Blackbird/the Golden Blackbird,0,8,15,23,The Golden Blackbird,male,1.0,tertiary
The little hare/the little hare,36,10,6,16,The little hare,unknown,0.0,tertiary
The youngest son--his brothers,32,3,11,14,The youngest son's brothers,male,1.0,tertiary
the hare,35,3,8,11,the hare,unknown,0.0,tertiary
the Porcelain Maiden/The Porcelain Maiden,2,4,5,9,the Porcelain Maiden,female,1.0,tertiary
the two brothers,27,1,7,8,the two brothers,male,1.0,tertiary
the young man/The young man--My father/my father,115,4,4,8,the young man's father,male,1.0,tertiary
the old lord,11,2,5,7,the old lord,male,1.0,tertiary
a stable - boy,96,1,4,5,a stable - boy,male,1.0,tertiary
a great lord who had three sons,4,1,3,4,a great lord who had three sons,male,1.0,tertiary
the Porcelain Maiden/The Porcelain Maiden--Her friends/her friends,134,3,1,4,the Porcelain Maiden's friends,group/nonbinary,1.0,tertiary
The youngest son,30,1,3,4,The youngest son,male,1.0,tertiary
the master,99,3,1,4,the master,unknown,0.0,tertiary
the two elder brothers,81,1,3,4,the two elder brothers,male,1.0,tertiary
The old man/the old man,17,2,2,4,The old man,male,1.0,tertiary
the stable - boy,100,1,2,3,the stable - boy,male,1.0,tertiary
doctors of every kind,6,1,2,3,doctors of every kind,group/nonbinary,1.0,tertiary
the old lord--his eldest son,12,1,2,3,the old lord's eldest son,male,1.0,tertiary
the old lord--his son,111,1,2,3,the old lord's son,male,1.0,tertiary
the youth/The youth--his brother,20,2,0,2,the youth's brother,male,1.0,tertiary
the two elder ones,112,1,1,2,the two elder ones,group/nonbinary,1.0,tertiary
the castle people,130,1,1,2,the castle people,group/nonbinary,1.0,tertiary
a thief,50,2,0,2,a thief,unknown,0.0,tertiary
the youth/The youth--your father,141,1,1,2,the youth's father,male,1.0,tertiary
the young man/The young man--his father,93,2,0,2,the young man's father,male,1.0,tertiary
"the youth/The youth--my brothers , who were kept prisoners in an inn",151,1,1,2,"the youth's brothers , who were kept prisoners in an inn",male,1.0,tertiary
the youth/The youth--my friend,121,2,0,2,the youth's friend,unknown,0.0,tertiary
stable - boy,140,1,0,1,stable - boy,male,1.0,tertiary
the young man who had captured the Golden Blackbird,108,1,0,1,the young man who had captured the Golden Blackbird,male,1.0,tertiary
the Golden Blackbird,149,1,0,1,the Golden Blackbird,unknown,0.0,tertiary
a Breton,139,1,0,1,a Breton,unknown,0.0,tertiary
The youngest son's brothers--their brother,87,1,0,1,The youngest son's brothers's brother,male,1.0,tertiary
the castle servants,78,1,0,1,the castle servants,unknown,0.0,tertiary
the youngest,82,1,0,1,the youngest,unknown,0.0,tertiary
several people who have tried to groom it,145,1,0,1,several people who have tried to groom it,unknown,0.0,tertiary
all the servants of the castle,48,1,0,1,all the servants of the castle,unknown,0.0,tertiary
the little hero,73,1,0,1,the little hero,unknown,0.0,tertiary
the two brothers--their landlord,28,1,0,1,the two brothers's landlord,unknown,0.0,tertiary
bonesetters,7,1,0,1,bonesetters,unknown,0.0,tertiary
doctors of every kind--none of them,8,1,0,1,doctors of every kind's of them,unknown,0.0,tertiary
a foreign doctor,9,1,0,1,a foreign doctor,unknown,0.0,tertiary
the sick man,10,1,0,1,the sick man,male,1.0,tertiary
merrymakers,16,1,0,1,merrymakers,unknown,0.0,tertiary
The old man/the old man--his second son,18,1,0,1,The old man's second son,unknown,0.0,tertiary
hostages,29,1,0,1,hostages,unknown,0.0,tertiary
the Porcelain Maiden/The Porcelain Maiden--my friends,137,1,0,1,the Porcelain Maiden's friends,unknown,0.0,tertiary
prisoners,33,1,0,1,prisoners,unknown,0.0,tertiary
everybody in the castle,125,1,0,1,everybody in the castle,unknown,0.0,tertiary
Golden Bird,1,1,0,1,Golden Bird,unknown,0.0,tertiary
three sons,5,1,0,1,three sons,unknown,0.0,tertiary
"a young girl , beautiful as Venus , who dwells two hundred miles from here",133,1,0,1,"a young girl , beautiful as Venus , who dwells two hundred miles from here",female,1.0,tertiary
Venus,3,1,0,1,Venus,unknown,0.0,tertiary
the two elder ones--their own brother,113,1,0,1,the two elder ones's own brother,male,1.0,tertiary
