sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Once upon a time there was a couple of humble cottagers who had no children until, at last, the man's wife was blessed with a boy, which made both of them very happy. ",blessed,BEFORE,"They named him Faithful and when he was christened a huldra came to the hut, seated herself beside the child's cradle, and foretold that he would meet with good fortune. ",came,0,1,3,3
"They named him Faithful and when he was christened a huldra came to the hut, seated herself beside the child's cradle, and foretold that he would meet with good fortune. ",came,BEFORE,"""What is more,"" she said, ""when he is fifteen years of age, I will make him a present of a horse with many rare qualities, a horse that has the gift of speech!"" ",make,1,2,3,4
"""What is more,"" she said, ""when he is fifteen years of age, I will make him a present of a horse with many rare qualities, a horse that has the gift of speech!"" ",make,AFTER,And with that the huldra turned and went away. ,turned,2,3,4,0
And with that the huldra turned and went away. ,turned,BEFORE,The boy grew up and became strong and powerful. ,became,3,4,0,1
The boy grew up and became strong and powerful. ,became,AFTER,"And when he had passed his fifteenth year, a strange old man came up to their hut one day, knocked, and said that the horse he was leading had been sent by his queen, and that henceforward it was to belong to Faithful, as she had promised. ",promised,4,5,1,13
"And when he had passed his fifteenth year, a strange old man came up to their hut one day, knocked, and said that the horse he was leading had been sent by his queen, and that henceforward it was to belong to Faithful, as she had promised. ",promised,BEFORE,Then the ancient man departed; ,departed,5,6,13,0
Then the ancient man departed; ,departed,BEFORE," but the beautiful horse was admired by all, and Faithful learned to love it more with every passing day. ",love,6,7,0,3
" but the beautiful horse was admired by all, and Faithful learned to love it more with every passing day. ",love,BEFORE,At length he grew weary of home. ,grew,7,8,3,0
At length he grew weary of home. ,grew,BEFORE,"""I must away and try my fortune in the world,"" said he, and his parents did not like to object; ",like,8,9,0,4
"""I must away and try my fortune in the world,"" said he, and his parents did not like to object; ",like,BEFORE,"So he led his dear horse from the stable, swung himself into the saddle, and rode hurriedly into the wood. ",rode,9,11,4,2
"So he led his dear horse from the stable, swung himself into the saddle, and rode hurriedly into the wood. ",rode,BEFORE,"He rode on and on, and had already covered a good bit of ground, when he saw two lions engaged in a struggle with a tiger, and they were well-nigh overcome. ",rode,11,12,2,0
"He rode on and on, and had already covered a good bit of ground, when he saw two lions engaged in a struggle with a tiger, and they were well-nigh overcome. ",rode,BEFORE,"""Make haste to take your bow,"" said the horse, ""shoot the tiger and deliver the two lions!"" ",Make,12,13,0,0
"""Make haste to take your bow,"" said the horse, ""shoot the tiger and deliver the two lions!"" ",Make,BEFORE,"""Yes, that's what I will do,"" said the youth, fitted an arrow to the bow-string, and in a moment the tiger lay prone on the ground. ",fitted,13,14,0,4
