sentence_id,event_id,event,supersense_category,coref_id_subj,coref_id_dobj
1,0,determined,verb.cognition,6,14
1,0,determined,verb.cognition,6,6
1,1,do,verb.social,6,14
1,1,do,verb.social,6,6
1,2,gathered,verb.social,6,15
1,2,gathered,verb.social,6,7
3,1,armed,verb.competition,6,18
3,1,armed,verb.competition,6,6
3,2,kill,verb.contact,6,7
5,0,sat,verb.motion,6,6
6,2,forced,verb.social,6,23
6,3,flee,verb.motion,6,23
9,0,met,verb.motion,6,26
10,0,let,verb.contact,27,27
10,3,said,verb.communication,27,54
11,0,controlled,verb.social,6,6
11,2,brought,verb.contact,6,27
12,0,stretched,verb.body,29,27
12,1,allow,verb.social,29,6
13,1,said,verb.communication,27,54
13,1,said,verb.communication,27,6
14,2,have,verb.consumption,27,6
16,1,reproached,verb.communication,27,6
17,1,tell,verb.communication,27,6
20,2,gave,verb.possession,27,6
21,5,rule,verb.social,6,56
24,1,aided,verb.social,6,34
24,1,aided,verb.social,6,35
25,0,made,verb.change,23,38
25,0,made,verb.change,23,6
28,0,met,verb.motion,6,40
30,1,bowed,verb.communication,6,41
30,2,said,verb.communication,6,42
30,2,said,verb.communication,6,60
30,2,said,verb.communication,6,61
30,2,said,verb.communication,6,6
35,3,greet,verb.communication,75,59
38,1,induced,verb.communication,23,44
38,1,induced,verb.communication,23,23
38,1,induced,verb.communication,23,45
39,0,left,verb.motion,6,6
40,0,found,verb.possession,6,46
45,0,met,verb.motion,6,6
