clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Dschang Liang,6,16,35,51,Dschang Liang,male,1.0,primary
The old man/the old man,27,5,8,13,The old man,male,1.0,tertiary
the Emperor Tsin Schi Huang/Tsin Schi Huang,7,4,2,6,the Emperor Tsin Schi Huang,male,1.0,tertiary
the Golden Mother/The Golden Mother,59,4,0,4,the Golden Mother,female,1.0,tertiary
Dschang Dau Ling,10,2,2,4,Dschang Dau Ling,male,1.0,tertiary
The emperor/the emperor/the Emperor,23,3,1,4,The emperor,male,1.0,tertiary
the King Father of the East,61,2,0,2,the King Father of the East,male,1.0,tertiary
the four whitebeards of the Shang Mountain,39,1,1,2,the four whitebeards of the Shang Mountain,group/nonbinary,1.0,tertiary
little one/Little one,54,2,0,2,little one,unknown,0.0,tertiary
The Lord of Wood,64,2,0,2,The Lord of Wood,unknown,0.0,tertiary
"the "" Red Eyebrows",8,1,0,1,"the "" Red Eyebrows",unknown,0.0,tertiary
Laotsze,9,1,0,1,Laotsze,unknown,0.0,tertiary
the master of all the male saints,70,1,0,1,the master of all the male saints,unknown,0.0,tertiary
The emperor/the emperor/the Emperor--his faithful servants,45,1,0,1,The emperor's faithful servants,unknown,0.0,tertiary
The emperor/the emperor/the Emperor--some of his faithful servants,44,1,0,1,The emperor's of his faithful servants,unknown,0.0,tertiary
the angel children,78,1,0,1,the angel children,unknown,0.0,tertiary
Dschang Liang--his grandson,50,1,0,1,Dschang Liang's grandson,unknown,0.0,tertiary
the King Father,77,1,0,1,the King Father,male,1.0,tertiary
the Queen Mother of the West,51,1,0,1,the Queen Mother of the West,female,1.0,tertiary
Whoever would gain immortality,75,1,0,1,Whoever would gain immortality,unknown,0.0,tertiary
all the female saints,74,1,0,1,all the female saints,unknown,0.0,tertiary
the mistress of all the female saints,73,1,0,1,the mistress of all the female saints,unknown,0.0,tertiary
the first Taoist pope,52,1,0,1,the first Taoist pope,unknown,0.0,tertiary
all the male saints,71,1,0,1,all the male saints,unknown,0.0,tertiary
the old man by the yellow stone,46,1,0,1,the old man by the yellow stone,male,1.0,tertiary
angel children of the King Father of the East,60,1,0,1,angel children of the King Father of the East,male,1.0,tertiary
the parents of all that is male and female,67,1,0,1,the parents of all that is male and female,unknown,0.0,tertiary
a great emperor,56,1,0,1,a great emperor,male,1.0,tertiary
Dschang Liang--his dead king,14,1,0,1,Dschang Liang's dead king,male,1.0,tertiary
followers with whom,15,1,0,1,followers with whom,unknown,0.0,tertiary
Dschang Liang--his people,18,1,0,1,Dschang Liang's people,unknown,0.0,tertiary
another person,20,1,0,1,another person,unknown,0.0,tertiary
Dschang Liang--his followers,21,1,0,1,Dschang Liang's followers,unknown,0.0,tertiary
"an old , old man wearing a black turban and a yellow gown",26,1,0,1,"an old , old man wearing a black turban and a yellow gown",male,1.0,tertiary
the ancestor of the Han dynasty,34,1,0,1,the ancestor of the Han dynasty,unknown,0.0,tertiary
the Queen of the West,63,1,0,1,the Queen of the West,female,1.0,tertiary
the Han dynasty,35,1,0,1,the Han dynasty,unknown,0.0,tertiary
a count,38,1,0,1,a count,unknown,0.0,tertiary
two boys who were singing and dancing,40,1,0,1,two boys who were singing and dancing,male,1.0,tertiary
the youths,41,1,0,1,the youths,unknown,0.0,tertiary
Dschang Liang--his friends,42,1,0,1,Dschang Liang's friends,unknown,0.0,tertiary
a native of one of those states which had been destroyed by the Emperor Tsin Schi Huang,11,1,0,1,a native of one of those states which had been destroyed by the Emperor Tsin Schi Huang,male,1.0,tertiary
Dschang Dau Ling--his family,53,1,0,1,Dschang Dau Ling's family,unknown,0.0,tertiary
