clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the maiden/The maiden,147,26,89,115,the maiden,female,1.0,primary
The prince/the prince,24,36,53,89,The prince,male,1.0,primary
The sea - queen/the sea - queen,8,24,49,73,The sea - queen,female,1.0,secondary
the girl,176,6,42,48,the girl,female,1.0,secondary
The poor girl/the poor girl,148,5,37,42,The poor girl,female,1.0,secondary
the king/The king,7,12,14,26,the king,male,1.0,tertiary
The wise woman/the wise woman,70,13,5,18,The wise woman,female,1.0,tertiary
"a tall , well - built youth",150,1,11,12,"a tall , well - built youth",male,1.0,tertiary
the two other girls,205,2,9,11,the two other girls,female,1.0,tertiary
the people/The people,29,2,8,10,the people,group/nonbinary,1.0,tertiary
The first girl destined to sleep in,132,1,8,9,The first girl destined to sleep in,female,1.0,tertiary
The three chosen,128,1,6,7,The three chosen,group/nonbinary,1.0,tertiary
"a king who had a three - year old son , and was obliged to go to war against another king",1,1,4,5,"a king who had a three - year old son , and was obliged to go to war against another king",male,1.0,tertiary
"three of the loveliest maidens between the ages of fifteen and seventeen , belonging to the first families of the land",115,1,3,4,"three of the loveliest maidens between the ages of fifteen and seventeen , belonging to the first families of the land",female,1.0,tertiary
the four workmen,95,1,3,4,the four workmen,group/nonbinary,1.0,tertiary
the youngest,207,2,2,4,the youngest,female,1.0,tertiary
the royal sea - bride,138,1,3,4,the royal sea - bride,female,1.0,tertiary
the young prince who was now the sole heir to the crown and kingdom,50,1,3,4,the young prince who was now the sole heir to the crown and kingdom,male,1.0,tertiary
"a tall , strong , handsome man with flashing eyes , royally clad",325,1,3,4,"a tall , strong , handsome man with flashing eyes , royally clad",male,1.0,tertiary
one of the greatest nobles,320,1,2,3,one of the greatest nobles,male,1.0,tertiary
The younger prince/the younger prince,124,2,1,3,The younger prince,male,1.0,tertiary
The sea - queen/the sea - queen--my prince,354,2,1,3,The sea - queen's prince,male,1.0,tertiary
"the five - year old prince , who had not seen his father for the past two years , and who was delighted with the thunder of the cannon as the ships came in , secretly slipped away from his attendants's five - year old prince , who had not seen his father for the past two years , and who was delighted with the thunder of the cannon as the ships came in , secretly slipped away from his attendants--his father",15,3,0,3,"the five - year old prince , who had not seen his father for the past two years , and who was delighted with the thunder of the cannon as the ships came in , secretly slipped away from his attendants's five - year old prince , who had not seen his father for the past two years , and who was delighted with the thunder of the cannon as the ships came in , secretly slipped away from his attendants's father",male,1.0,tertiary
the priests,316,1,2,3,the priests,group/nonbinary,1.0,tertiary
