sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Once upon a time there was a king who had a three-year old son, and was obliged to go to war against another king. ",obliged,BEFORE,"Then, when his ships sailed home again after he had gained a splendid victory, a storm broke out and his whole fleet was near sinking. ",gained,0,1,3,2
"Then, when his ships sailed home again after he had gained a splendid victory, a storm broke out and his whole fleet was near sinking. ",gained,BEFORE,But the king vowed he would sacrifice to the sea-queen the first male creature that came to meet him when he reached land and entered his capital. ,sacrifice,1,2,2,2
But the king vowed he would sacrifice to the sea-queen the first male creature that came to meet him when he reached land and entered his capital. ,sacrifice,AFTER,Thereby the whole fleet reached the harbor in safety. ,reached,2,3,2,0
Thereby the whole fleet reached the harbor in safety. ,reached,AFTER,"But the five-year old prince, who had not seen his father for the past two years, and who was delighted with the thunder of the cannon as the ships came in, secretly slipped away from his attendants, and ran to the landing. ",seen,3,4,0,1
"But the five-year old prince, who had not seen his father for the past two years, and who was delighted with the thunder of the cannon as the ships came in, secretly slipped away from his attendants, and ran to the landing. ",seen,BEFORE,"When the king came ashore he was the first to cast himself into his arms, weeping with joy. ",cast,4,5,1,2
"When the king came ashore he was the first to cast himself into his arms, weeping with joy. ",cast,AFTER,The king was frightened when he thought of the sea-queen. ,frightened,5,6,2,1
The king was frightened when he thought of the sea-queen. ,frightened,BEFORE,"He thought that, after all, the prince was only a child, and at any rate he could sacrifice the next person to step up to him after the prince. ",sacrifice,6,7,1,3
"He thought that, after all, the prince was only a child, and at any rate he could sacrifice the next person to step up to him after the prince. ",sacrifice,BEFORE,The people began to murmur because the king had not kept the promise he had made the sea-queen. ,began,7,9,3,0
The people began to murmur because the king had not kept the promise he had made the sea-queen. ,began,AFTER,"But the king and queen never allowed the prince out without a great escort, and he was never permitted to enter a ship, for all his desire to do so. ",enter,9,10,0,3
"But the king and queen never allowed the prince out without a great escort, and he was never permitted to enter a ship, for all his desire to do so. ",enter,BEFORE,"After a few years they gradually forgot the sea-queen, and when the prince was ten years old, a little brother came to join him. ",came,10,11,3,2
"After a few years they gradually forgot the sea-queen, and when the prince was ten years old, a little brother came to join him. ",came,BEFORE,Not long after the older of the princes was out walking with his tutor and several other gentlemen. ,walking,11,12,2,1
Not long after the older of the princes was out walking with his tutor and several other gentlemen. ,walking,BEFORE,"And when they reached the end of the royal gardens by the sea-shore-it was a summer's day, unusually clear-they were suddenly enveloped by a thick cloud, which disappeared as swiftly as it had come. ",reached,12,13,1,0
"And when they reached the end of the royal gardens by the sea-shore-it was a summer's day, unusually clear-they were suddenly enveloped by a thick cloud, which disappeared as swiftly as it had come. ",reached,BEFORE,"Nor did he return, to the great sorrow of the king, the queen and the whole country. ",return,13,15,0,1
"Nor did he return, to the great sorrow of the king, the queen and the whole country. ",return,AFTER,"When he was sixteen, they began to think of finding a wife for him. ",began,15,17,1,1
"When he was sixteen, they began to think of finding a wife for him. ",began,BEFORE,"For the old king and queen wished to see him marry the daughter of some powerful monarch to whom they were allied, before they died. ",died,17,18,1,5
"For the old king and queen wished to see him marry the daughter of some powerful monarch to whom they were allied, before they died. ",died,BEFORE,"Various people had heard cries, and several who had walked by the sea-shore late in the evening had fallen ill. At length no one ventured to go there. ",heard,18,21,5,1
"Various people had heard cries, and several who had walked by the sea-shore late in the evening had fallen ill. At length no one ventured to go there. ",heard,BEFORE,At last these complaints came to the king's ear. ,came,21,24,1,0
At last these complaints came to the king's ear. ,came,AFTER,"He called together his council, and it was decided to question a wise woman, who had already foretold many mysterious happenings, which had all taken place exactly as she had said they would. ",said,24,25,0,9
"He called together his council, and it was decided to question a wise woman, who had already foretold many mysterious happenings, which had all taken place exactly as she had said they would. ",said,BEFORE,"When the wise woman was brought before the king she said it was the prince who had been taken into the sea who was calling, and that they would have to find him a bride, young, beautiful, and belonging to one of the noblest families of the land, and she must be no less than fifteen and no more than seventeen years old. ",said,25,26,9,2
"When the wise woman was brought before the king she said it was the prince who had been taken into the sea who was calling, and that they would have to find him a bride, young, beautiful, and belonging to one of the noblest families of the land, and she must be no less than fifteen and no more than seventeen years old. ",said,AFTER, for no one wished to give their daughter to a sea-king. ,wished,26,28,2,0
 for no one wished to give their daughter to a sea-king. ,wished,BEFORE,"Yet, when there was no end to the cries and the commotion, the wise woman said, that first it might be well to build a little house by the sea, perhaps then the turmoil might die away. ",said,28,29,0,1
"Yet, when there was no end to the cries and the commotion, the wise woman said, that first it might be well to build a little house by the sea, perhaps then the turmoil might die away. ",said,BEFORE,"At any rate, she said, no phantoms would haunt the place while the building was in progress. ",said,29,30,1,0
"At any rate, she said, no phantoms would haunt the place while the building was in progress. ",said,BEFORE,"Hence no more than four workmen need be employed, and they might first prepare a site, then lay the stone foundation, and finally erect the small house, comprising no more than two pleasant, handsome rooms, one behind the other, and a good floor. ",lay,30,31,0,5
"Hence no more than four workmen need be employed, and they might first prepare a site, then lay the stone foundation, and finally erect the small house, comprising no more than two pleasant, handsome rooms, one behind the other, and a good floor. ",lay,BEFORE,"The house was carefully erected, and the royal architect himself had to superintend the work, so that everything might be done as well as possible. ",superintend,31,32,5,3
"The house was carefully erected, and the royal architect himself had to superintend the work, so that everything might be done as well as possible. ",superintend,BEFORE,"And while the building was going on, there were no mysterious noises, and every one could travel peacefully along the sea-shore. ",travel,32,33,3,4
"And while the building was going on, there were no mysterious noises, and every one could travel peacefully along the sea-shore. ",travel,BEFORE,For that reason the four workmen did not hurry with their work; ,hurry,33,34,4,1
For that reason the four workmen did not hurry with their work; ,hurry,BEFORE," yet not one of them could stay away for a day, because when they did the tumult along the shore would begin again, and one could hear the cries: ""First born, first wed!"" ",hear,34,35,1,6
" yet not one of them could stay away for a day, because when they did the tumult along the shore would begin again, and one could hear the cries: ""First born, first wed!"" ",hear,BEFORE,"When the little house was finally completed, the best carpenters came and worked in it, then painters and other craftsmen, and at last it was furnished, because when the work stopped for no more than a single day the cries were heard again by night. ",came,35,36,6,2
"When the little house was finally completed, the best carpenters came and worked in it, then painters and other craftsmen, and at last it was furnished, because when the work stopped for no more than a single day the cries were heard again by night. ",came,BEFORE,"According to the instructions of the wise woman, it was hung in such wise that from the bed in the bed-room, even though one's face were turned to the wall, one could still see who stepped over the threshold into the drawing-room; ",turned,36,38,2,4
"According to the instructions of the wise woman, it was hung in such wise that from the bed in the bed-room, even though one's face were turned to the wall, one could still see who stepped over the threshold into the drawing-room; ",turned,BEFORE,"And it was found necessary, though all were unwilling, to follow the wise woman's counsel, and choose three of the loveliest maidens between the ages of fifteen and seventeen, belonging to the first families of the land. ",follow,38,42,4,3
"And it was found necessary, though all were unwilling, to follow the wise woman's counsel, and choose three of the loveliest maidens between the ages of fifteen and seventeen, belonging to the first families of the land. ",follow,BEFORE,"They were to be taken to the castle, said the wise woman, and to be treated like ladies of the blood royal, and one after another they were to be sent to the little house by the sea-shore; ",taken,42,43,3,2
"They were to be taken to the castle, said the wise woman, and to be treated like ladies of the blood royal, and one after another they were to be sent to the little house by the sea-shore; ",taken,BEFORE," for should one of them find favor in the eyes of the sea-prince, then the commotion and turmoil would surely cease. ",find,43,44,2,1
" for should one of them find favor in the eyes of the sea-prince, then the commotion and turmoil would surely cease. ",find,BEFORE,"In the meantime the negotiations for the marriage of the younger prince were continued, and the bride selected for him was soon expected to arrive. ",arrive,44,45,1,5
"In the meantime the negotiations for the marriage of the younger prince were continued, and the bride selected for him was soon expected to arrive. ",arrive,AFTER,So the girls were also chosen for the sea-prince. ,chosen,45,46,5,1
So the girls were also chosen for the sea-prince. ,chosen,BEFORE, even the fact that they were to be treated like princesses did not console them; ,console,46,48,1,4
 even the fact that they were to be treated like princesses did not console them; ,console,BEFORE, yet had they not yielded it would have been all the worse for them and for the whole land. ,yielded,48,49,4,1
 yet had they not yielded it would have been all the worse for them and for the whole land. ,yielded,BEFORE,"The first girl destined to sleep in the sea-palace was the oldest, and when she sought out the wise woman, and asked her advice, the latter said she should lie down in the handsome bed; ",said,49,50,1,5
"The first girl destined to sleep in the sea-palace was the oldest, and when she sought out the wise woman, and asked her advice, the latter said she should lie down in the handsome bed; ",said,BEFORE," but should turn her face to the wall, and under no circumstances turn around curiously, and try and see what was going on. ",turn,50,51,5,1
" but should turn her face to the wall, and under no circumstances turn around curiously, and try and see what was going on. ",turn,AFTER,She had only the right to behold what she saw reflected in the mirror in the drawing-room as she lay with her face to the wall. ,saw,51,52,1,2
She had only the right to behold what she saw reflected in the mirror in the drawing-room as she lay with her face to the wall. ,saw,BEFORE,At ten o'clock that night the royal sea-bride was led with great pomp to the little house. ,led,52,53,2,1
At ten o'clock that night the royal sea-bride was led with great pomp to the little house. ,led,BEFORE,"Her relatives and the court said farewell to her with many tears, left her before eleven, locked the door on the outside, and took the keys with them to the castle. ",locked,53,54,1,2
"Her relatives and the court said farewell to her with many tears, left her before eleven, locked the door on the outside, and took the keys with them to the castle. ",locked,BEFORE,"The wise woman was also there, consoled the people, and assured them that if the maiden only forbore to speak, and did not turn around, she would come out in the morning fresh and blooming. ",consoled,54,55,2,1
"The wise woman was also there, consoled the people, and assured them that if the maiden only forbore to speak, and did not turn around, she would come out in the morning fresh and blooming. ",consoled,BEFORE,The poor girl prayed and wept until she grew sleepy; ,prayed,55,56,1,0
The poor girl prayed and wept until she grew sleepy; ,prayed,BEFORE,"She was startled and filled with fear when, her face turned toward the wall, she saw in the great mirror, how a tall, well-built youth entered, from whose garments the water ran in streams to the floor. ",turned,56,58,0,2
"She was startled and filled with fear when, her face turned toward the wall, she saw in the great mirror, how a tall, well-built youth entered, from whose garments the water ran in streams to the floor. ",turned,BEFORE,"He shook himself as though freezing, and said ""Uh hu!"" ",said,58,59,2,2
"He shook himself as though freezing, and said ""Uh hu!"" ",said,BEFORE,"Then he went to the window, and there laid down an unusually large and handsome apple, and hung a bottle in the casement. ",went,59,60,2,0
"Then he went to the window, and there laid down an unusually large and handsome apple, and hung a bottle in the casement. ",went,BEFORE,"Next he stepped to the bed, bent over the sleeping girl and looked at her, strode up and down a few times, shaking the water from his clothes and saying ""Uh hu!"" ",looked,60,61,0,2
"Next he stepped to the bed, bent over the sleeping girl and looked at her, strode up and down a few times, shaking the water from his clothes and saying ""Uh hu!"" ",looked,BEFORE,"Then he went back to the bed, undressed hurriedly, lay down and fell asleep. ",undressed,61,62,2,1
"Then he went back to the bed, undressed hurriedly, lay down and fell asleep. ",undressed,AFTER,"The poor girl, had not been sleeping; ",sleeping,62,63,1,2
"The poor girl, had not been sleeping; ",sleeping,BEFORE, but had only closed her eyes when the prince bent over her. ,bent,63,64,2,2
 but had only closed her eyes when the prince bent over her. ,bent,BEFORE,"Now she was glad to think he was fast asleep, and forgot the wise woman's warning not to turn around. ",forgot,64,65,2,3
"Now she was glad to think he was fast asleep, and forgot the wise woman's warning not to turn around. ",forgot,BEFORE,"Her curiosity got the better of her, and she wanted to find out if this were a real human being. ",got,65,66,3,0
"Her curiosity got the better of her, and she wanted to find out if this were a real human being. ",got,BEFORE,"She turned around softly, lest she wake him; ",wake,66,67,0,1
"She turned around softly, lest she wake him; ",wake,BEFORE," but just as she sat up quietly in bed, in order to take a good look at her neighbor, he swiftly seized her right hand, hewed it off, and flung it under the bed. ",seized,67,68,1,2
" but just as she sat up quietly in bed, in order to take a good look at her neighbor, he swiftly seized her right hand, hewed it off, and flung it under the bed. ",seized,BEFORE,"As soon as it was day, he rose, dressed without casting even a glance at the bed, took the bottle and the apple from the window, went hastily out and locked the door after him. ",dressed,68,70,2,2
"As soon as it was day, he rose, dressed without casting even a glance at the bed, took the bottle and the apple from the window, went hastily out and locked the door after him. ",dressed,BEFORE,"One can imagine how the poor girl suffered in the meantime, and when her friends and relatives came to fetch her they found her weeping and robbed of her hand. ",came,70,71,2,3
"One can imagine how the poor girl suffered in the meantime, and when her friends and relatives came to fetch her they found her weeping and robbed of her hand. ",came,BEFORE,"She was brought to the castle and the wise woman sent for, and overwhelmed with bitter reproaches. ",brought,71,72,3,1
"She was brought to the castle and the wise woman sent for, and overwhelmed with bitter reproaches. ",brought,BEFORE,"But she said that if the maiden had not turned around, and had overcome her curiosity, she would not have lost her hand. ",lost,72,73,1,7
"But she said that if the maiden had not turned around, and had overcome her curiosity, she would not have lost her hand. ",lost,BEFORE,They were to treat her as though she were really and truly a princess; ,treat,73,74,7,1
They were to treat her as though she were really and truly a princess; ,treat,BEFORE, but that it would be as much as her life were worth to allow her to return to the neighborhood of the little house. ,return,74,75,1,4
 but that it would be as much as her life were worth to allow her to return to the neighborhood of the little house. ,return,AFTER,"The two girls were all the more discouraged by this mishap, and thought themselves condemned to death, though the wise woman consoled them as well as she knew how. ",consoled,75,76,4,3
"The two girls were all the more discouraged by this mishap, and thought themselves condemned to death, though the wise woman consoled them as well as she knew how. ",consoled,BEFORE,The second promised her faithfully not to turn around; ,promised,76,77,3,0
The second promised her faithfully not to turn around; ,promised,BEFORE, yet it happened with her as it had with the first. ,happened,77,78,0,0
 yet it happened with her as it had with the first. ,happened,BEFORE,"The prince came in at twelve o'clock dripping, shook himself so that the water flew about, said ""Uh hu!"" ",shook,78,79,0,1
"The prince came in at twelve o'clock dripping, shook himself so that the water flew about, said ""Uh hu!"" ",shook,BEFORE,"Her curiosity gained the upper hand, and when she made sure that he was sleeping soundly, she carefully turned around in order to look at him. ",look,79,82,1,5
"Her curiosity gained the upper hand, and when she made sure that he was sleeping soundly, she carefully turned around in order to look at him. ",look,BEFORE,"But he seized her right hand, hewed it off and cast it under the bed, and then laid down again and slept on. ",cast,82,83,5,2
"But he seized her right hand, hewed it off and cast it under the bed, and then laid down again and slept on. ",cast,BEFORE,"At dawn he rose, dressed without casting a glance at the bed, took the apple and the bottle, went out and locked the door after him. ",dressed,83,84,2,1
"At dawn he rose, dressed without casting a glance at the bed, took the apple and the bottle, went out and locked the door after him. ",dressed,BEFORE,"When her friends and relatives came to fetch the girl in the morning, they found her weeping and without a right hand. ",came,84,85,1,0
"When her friends and relatives came to fetch the girl in the morning, they found her weeping and without a right hand. ",came,BEFORE,"She was taken to the castle, where she found herself just as little welcome as her predecessor, and the wise woman insisted that the girl must have turned around, though at first she denied it absolutely. ",taken,85,86,0,1
"She was taken to the castle, where she found herself just as little welcome as her predecessor, and the wise woman insisted that the girl must have turned around, though at first she denied it absolutely. ",taken,BEFORE,"The wise woman accompanied her, and implored her not to turn around; ",implored,86,88,1,1
"The wise woman accompanied her, and implored her not to turn around; ",implored,BEFORE,"The maiden promised to heed her warning, and said that she would pray God to help her if she were plagued with curiosity. ",pray,88,90,1,4
"The maiden promised to heed her warning, and said that she would pray God to help her if she were plagued with curiosity. ",pray,BEFORE,"All happened as before: the prince came on the stroke of twelve, dripping wet, said ""Uh hu!"" ",said,90,91,4,2
"All happened as before: the prince came on the stroke of twelve, dripping wet, said ""Uh hu!"" ",said,BEFORE,"shook himself, laid the apple on the window, hung up the bottle, went into the bed-room, bent over the bed, strode up and down for a few times, said ""Uh hu!"" ",shook,91,92,2,0
"shook himself, laid the apple on the window, hung up the bottle, went into the bed-room, bent over the bed, strode up and down for a few times, said ""Uh hu!"" ",shook,BEFORE,"The poor girl was half-dead with fear and terror, and prayed and struggled against her curiosity till at length she fell asleep, and did not awake until the prince rose and dressed. ",dressed,92,94,0,7
"The poor girl was half-dead with fear and terror, and prayed and struggled against her curiosity till at length she fell asleep, and did not awake until the prince rose and dressed. ",dressed,BEFORE,"He stepped up to the bed, bent over it for a moment, went out, turned at the door and took the bottle and the apple, and then locked the door after him. ",bent,94,95,7,1
"He stepped up to the bed, bent over it for a moment, went out, turned at the door and took the bottle and the apple, and then locked the door after him. ",bent,BEFORE,"In the morning the entire court, the girl's parents and the wise woman came to fetch her. ",came,95,96,1,0
"In the morning the entire court, the girl's parents and the wise woman came to fetch her. ",came,BEFORE,"She came to meet them weeping with joy, and was conducted to the castle in triumph and with joy indescribable. ",came,96,97,0,0
"She came to meet them weeping with joy, and was conducted to the castle in triumph and with joy indescribable. ",came,AFTER,"The king and queen embraced her, and she was paid the same honors destined for the princess who was to arrive in the course of the next few days to marry the heir to the throne. ",destined,97,98,0,3
"The king and queen embraced her, and she was paid the same honors destined for the princess who was to arrive in the course of the next few days to marry the heir to the throne. ",destined,BEFORE,"Now the maiden had to sleep every night in the little house by the strand, and every evening the prince came in with his apple and his bottle, and every morning went away at dawn. ",sleep,98,99,3,1
"Now the maiden had to sleep every night in the little house by the strand, and every evening the prince came in with his apple and his bottle, and every morning went away at dawn. ",sleep,BEFORE,But it seemed to her that each succeeding evening and morning he looked at her a little longer; ,looked,99,100,1,2
But it seemed to her that each succeeding evening and morning he looked at her a little longer; ,looked,AFTER," though she, always silent, timid, and turned toward the wall, did not dare see more than her mirror showed her of his coming and going. ",turned,100,101,2,0
" though she, always silent, timid, and turned toward the wall, did not dare see more than her mirror showed her of his coming and going. ",turned,BEFORE,"But the two other girls, who had lost their hands, and who now no longer lived in the castle, were jealous of the honor shown the youngest, and threatened to have her done away with if she did not restore their hands. ",threatened,101,102,0,5
"But the two other girls, who had lost their hands, and who now no longer lived in the castle, were jealous of the honor shown the youngest, and threatened to have her done away with if she did not restore their hands. ",threatened,BEFORE,he maiden went weeping to the wise woman; ,weeping,102,103,5,2
he maiden went weeping to the wise woman; ,weeping,AFTER," and the latter said that when the prince had lain down as usual she should say-keeping her face turned toward the wall: ""The maidens twain will see me slain, Or else have back their hands again!"" ",lain,103,104,2,2
" and the latter said that when the prince had lain down as usual she should say-keeping her face turned toward the wall: ""The maidens twain will see me slain, Or else have back their hands again!"" ",lain,BEFORE,But she was to offer no further information nor say another word. ,offer,104,105,2,1
But she was to offer no further information nor say another word. ,offer,BEFORE,"With a beating heart the poor girl waited until the prince came, and when he had bent over the bed longer than usual, sighed, then hastily undressed and lain down, the maiden said, quivering and trembling: ""The maidens twain will see me slain, Or else have back their hands again!"" ",quivering,105,106,1,9
"With a beating heart the poor girl waited until the prince came, and when he had bent over the bed longer than usual, sighed, then hastily undressed and lain down, the maiden said, quivering and trembling: ""The maidens twain will see me slain, Or else have back their hands again!"" ",quivering,BEFORE,"The prince at once replied: ""Take the hands-they are lying under the bed-and the bottle hanging in the window, and pour some of the contents of the bottle on their arms and hands, join them together, bind them up, take away the bandages in three days' time and the hands will have been healed!"" ",replied,106,107,9,0
"The prince at once replied: ""Take the hands-they are lying under the bed-and the bottle hanging in the window, and pour some of the contents of the bottle on their arms and hands, join them together, bind them up, take away the bandages in three days' time and the hands will have been healed!"" ",replied,BEFORE,The maiden made no reply and fell asleep. ,made,107,108,0,0
The maiden made no reply and fell asleep. ,made,BEFORE,"In the morning the prince rose as usual, stepped over to the bed several times and looked at her from its foot; ",rose,108,109,0,0
"In the morning the prince rose as usual, stepped over to the bed several times and looked at her from its foot; ",rose,BEFORE," but she did not dare look up, and closed her eyes. ",look,109,110,0,2
" but she did not dare look up, and closed her eyes. ",look,BEFORE,"He sighed, took his apple; ",sighed,110,111,2,0
"He sighed, took his apple; ",sighed,BEFORE,"When the maiden rose she did as he had told her, and in three days' time removed the bandages, and the girls' hands were well and whole. ",did,111,113,0,1
"When the maiden rose she did as he had told her, and in three days' time removed the bandages, and the girls' hands were well and whole. ",did,BEFORE,Now the foreign princess arrived and the wedding was to be celebrated as soon as possible. ,arrived,113,114,1,0
Now the foreign princess arrived and the wedding was to be celebrated as soon as possible. ,arrived,BEFORE,"Yet she was not fitted out with any more magnificence than the bride of the sea-prince, and both were equally honored by the king and court. ",honored,114,115,0,3
"Yet she was not fitted out with any more magnificence than the bride of the sea-prince, and both were equally honored by the king and court. ",honored,AFTER,"This annoyed the two other girls, and they again threatened to have the youngest done away with if she did not let them taste the apple which the prince always brought with him. ",brought,115,116,3,7
"This annoyed the two other girls, and they again threatened to have the youngest done away with if she did not let them taste the apple which the prince always brought with him. ",brought,BEFORE,"Again the maiden sought the advice of the wise woman, in whom she had confidence. ",sought,116,117,7,0
"Again the maiden sought the advice of the wise woman, in whom she had confidence. ",sought,BEFORE,"And that night, when the prince had lain down, she said: ""The maidens twain will see me slain, Or else your apple they would gain!"" ",gain,117,118,0,7
"And that night, when the prince had lain down, she said: ""The maidens twain will see me slain, Or else your apple they would gain!"" ",gain,BEFORE,"Then the prince said: ""Take the apple lying in the window, and when you go out, lay it on the ground and follow wherever it may roll. ",said,118,119,7,0
"Then the prince said: ""Take the apple lying in the window, and when you go out, lay it on the ground and follow wherever it may roll. ",said,AFTER,"And when it stops, pick as many apples as you wish, and return the same way you came."" ",came,119,120,0,4
"And when it stops, pick as many apples as you wish, and return the same way you came."" ",came,BEFORE,"The maiden made no reply, and fell asleep. ",made,120,121,4,0
"The maiden made no reply, and fell asleep. ",made,BEFORE,On the following morning it seemed harder than ever for the prince to resolve to go away. ,resolve,121,122,0,1
On the following morning it seemed harder than ever for the prince to resolve to go away. ,resolve,BEFORE,"He appeared excited and restless, sighed often, bent over the maiden several times, went into the living room, then turned around and looked at her once more. ",looked,122,123,1,4
"He appeared excited and restless, sighed often, bent over the maiden several times, went into the living room, then turned around and looked at her once more. ",looked,BEFORE,"Finally, when the sun rose, he hurried out and locked the door after him. ",locked,123,124,4,2
"Finally, when the sun rose, he hurried out and locked the door after him. ",locked,BEFORE,"When the maiden rose, she could not help weeping, for she had really begun to love the prince. ",weeping,124,125,2,3
"When the maiden rose, she could not help weeping, for she had really begun to love the prince. ",weeping,BEFORE,"Then she took the apple, and when she was outside the door, laid it on the ground, and it rolled and rolled, and she followed it, a long, long way, to a region unknown to her. ",followed,125,126,3,5
"Then she took the apple, and when she was outside the door, laid it on the ground, and it rolled and rolled, and she followed it, a long, long way, to a region unknown to her. ",followed,BEFORE,"There she came to a high garden wall, over which hung the branches of trees, loaded with beautiful fruit. ",came,126,127,5,0
"There she came to a high garden wall, over which hung the branches of trees, loaded with beautiful fruit. ",came,BEFORE,"Finally she reached a great portal, adorned with gold and splendid ornaments, which opened of its own accord as the apple rolled up to it. ",reached,127,128,0,0
"Finally she reached a great portal, adorned with gold and splendid ornaments, which opened of its own accord as the apple rolled up to it. ",reached,BEFORE,"And the apple rolled through the portal and the maiden followed it into the garden, which was the most beautiful she ever had seen. ",followed,128,129,0,1
"And the apple rolled through the portal and the maiden followed it into the garden, which was the most beautiful she ever had seen. ",followed,BEFORE,"The maiden picked all that her silken apron would hold, and turned to see from which direction she had come, and where the portal stood through which she would have to pass on her way back. ",turned,129,131,1,3
"The maiden picked all that her silken apron would hold, and turned to see from which direction she had come, and where the portal stood through which she would have to pass on her way back. ",turned,BEFORE,"But the garden was so lovely that she felt like enjoying its charms a while longer, and without thinking of the prince's words, she touched the apple with her foot, and it began to roll again. ",touched,131,132,3,4
"But the garden was so lovely that she felt like enjoying its charms a while longer, and without thinking of the prince's words, she touched the apple with her foot, and it began to roll again. ",touched,AFTER,"Then the maiden was much frightened, and regretted having done what had been forbidden her; ",forbidden,132,134,4,6
"Then the maiden was much frightened, and regretted having done what had been forbidden her; ",forbidden,BEFORE," yet now she could not get out, and was compelled to follow the apple once more. ",follow,134,135,6,4
" yet now she could not get out, and was compelled to follow the apple once more. ",follow,BEFORE,Now when the apple stopped there the maiden did not know what to do. ,know,135,139,4,2
Now when the apple stopped there the maiden did not know what to do. ,know,BEFORE,Then it occurred to her to scrape away the fire beneath the large kettle and thrust it under the little one; ,thrust,139,140,2,2
Then it occurred to her to scrape away the fire beneath the large kettle and thrust it under the little one; ,thrust,BEFORE,But she could not stay there. ,stay,140,142,2,1
But she could not stay there. ,stay,AFTER,"And since she had already disobeyed the order given her, she expected to die, nothing less, and was quite resigned to do so, because she had lost all hope of winning the prince. ",given,142,143,1,2
"And since she had already disobeyed the order given her, she expected to die, nothing less, and was quite resigned to do so, because she had lost all hope of winning the prince. ",given,BEFORE,"So she gave the apple another push, and it rolled into a meadow in the middle of the garden, and there lay two little children, asleep, with the hot sun beating straight down upon them. ",lay,143,144,2,2
"So she gave the apple another push, and it rolled into a meadow in the middle of the garden, and there lay two little children, asleep, with the hot sun beating straight down upon them. ",lay,BEFORE,"The maiden felt sorry for the children, and she took her apron and laid it over them to protect them from[ the sun, and only kept the apples she could put in her little basket. ",laid,144,145,2,2
"The maiden felt sorry for the children, and she took her apron and laid it over them to protect them from[ the sun, and only kept the apples she could put in her little basket. ",laid,BEFORE,"But she could not stay here either, so again she touched the apple, and it rolled on and before she knew it the girl found herself by the sea-shore. ",stay,145,146,2,1
"But she could not stay here either, so again she touched the apple, and it rolled on and before she knew it the girl found herself by the sea-shore. ",stay,AFTER,"There, under a shady tree lay the prince asleep; ",lay,146,147,1,0
"There, under a shady tree lay the prince asleep; ",lay,BEFORE, while beside him sat the sea-queen. ,sat,147,148,0,0
 while beside him sat the sea-queen. ,sat,BEFORE,"Both rose when the maiden drew near, and the prince looked at her with alarm and tenderness in his flashing eyes. ",rose,148,149,0,0
"Both rose when the maiden drew near, and the prince looked at her with alarm and tenderness in his flashing eyes. ",rose,BEFORE,"Then he leaped into the sea, and the white foam closed over him. ",leaped,149,150,0,0
"Then he leaped into the sea, and the white foam closed over him. ",leaped,BEFORE,"But the sea-queen was enraged and seized the girl, who thought that her last moment had struck, and begged for a merciful death. ",seized,150,151,0,2
"But the sea-queen was enraged and seized the girl, who thought that her last moment had struck, and begged for a merciful death. ",seized,BEFORE,"The sea-queen looked at her, and asked her who had given her permission to pass beyond the apple-tree. ",looked,151,152,2,0
"The sea-queen looked at her, and asked her who had given her permission to pass beyond the apple-tree. ",looked,AFTER,"The maiden confessed her disobedience, and said that she had done so without meaning any harm, whereupon the sea-queen said she would see how she had conducted herself and punish her accordingly. ",conducted,152,153,0,9
"The maiden confessed her disobedience, and said that she had done so without meaning any harm, whereupon the sea-queen said she would see how she had conducted herself and punish her accordingly. ",conducted,BEFORE,"Thereupon the sea-queen gave the apple a push, and it rolled back through the portal to the apple-tree. ",gave,153,154,9,0
"Thereupon the sea-queen gave the apple a push, and it rolled back through the portal to the apple-tree. ",gave,BEFORE,"The sea-queen saw that the apple-tree was uninjured, again pushed the apple and it rolled on to the little fire-place. ",saw,154,155,0,0
