clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The duke/the duke,50,61,146,207,The duke,male,1.0,primary
the king/The king,57,48,118,166,the king,male,1.0,primary
The princess/the princess,106,17,42,59,The princess,female,1.0,tertiary
Lasse,2,14,21,35,Lasse,male,1.0,tertiary
the king/The king--his courtiers,59,3,22,25,the king's courtiers,group/nonbinary,1.0,tertiary
The soldiers/the soldiers,66,4,16,20,The soldiers,group/nonbinary,1.0,tertiary
"a little old man in gray , with a night - cap on his head--a little old man in gray , with a night - cap on his head",235,1,10,11,"a little old man in gray , with a night - cap on his head's little old man in gray , with a night - cap on his head",male,1.0,tertiary
The duke/the duke--my master,304,10,1,11,The duke's master,unknown,0.0,tertiary
the captain/The captain,78,3,7,10,the captain,male,1.0,tertiary
the king 's people/The king 's people,74,2,5,7,the king 's people,male,1.0,tertiary
father,350,5,1,6,father,male,1.0,tertiary
the king/The king--his daughter,164,4,1,5,the king's daughter,female,1.0,tertiary
the king/The king--his soldiers,64,2,3,5,the king's soldiers,group/nonbinary,1.0,tertiary
the king 's captain,77,1,4,5,the king 's captain,male,1.0,tertiary
soldiers,325,3,2,5,soldiers,group/nonbinary,1.0,tertiary
the king/The king--His son - in - law/his son - in - law,194,4,0,4,the king's son - in - law,unknown,0.0,tertiary
the courtiers/The courtiers,62,3,1,4,the courtiers,unknown,0.0,tertiary
this fine duke,213,1,3,4,this fine duke,male,1.0,tertiary
a daughter,89,1,2,3,a daughter,female,1.0,tertiary
a husband,354,3,0,3,a husband,male,1.0,tertiary
The duke/the duke--my thrall,308,3,0,3,The duke's thrall,unknown,0.0,tertiary
The duke/the duke--a fellow of your sort,364,1,2,3,The duke's fellow of your sort,male,1.0,tertiary
all his many friends,14,1,2,3,all his many friends,group/nonbinary,1.0,tertiary
a duke,4,2,0,2,a duke,unknown,0.0,tertiary
God,1,2,0,2,God,unknown,0.0,tertiary
each other,148,2,0,2,each other,unknown,0.0,tertiary
a great retinue,137,1,1,2,a great retinue,group/nonbinary,1.0,tertiary
The devil/the devil,128,2,0,2,The devil,unknown,0.0,tertiary
the hangman,222,1,1,2,the hangman,male,1.0,tertiary
a rascal,215,2,0,2,a rascal,unknown,0.0,tertiary
the officers,86,2,0,2,the officers,unknown,0.0,tertiary
the king 's officers,91,1,1,2,the king 's officers,male,1.0,tertiary
the king 's daughter,93,2,0,2,the king 's daughter,male,1.0,tertiary
the other musicians,69,1,1,2,the other musicians,group/nonbinary,1.0,tertiary
a man,98,2,0,2,a man,male,1.0,tertiary
The drummers,67,1,1,2,The drummers,group/nonbinary,1.0,tertiary
the trumpeters,68,1,1,2,the trumpeters,group/nonbinary,1.0,tertiary
a king,33,2,0,2,a king,male,1.0,tertiary
friends,11,2,0,2,friends,unknown,0.0,tertiary
whoever has a full trough,13,1,1,2,whoever has a full trough,group/nonbinary,1.0,tertiary
a fellow,383,1,1,2,a fellow,male,1.0,tertiary
people,282,2,0,2,people,unknown,0.0,tertiary
horsemen,322,2,0,2,horsemen,unknown,0.0,tertiary
all the people,227,1,0,1,all the people,unknown,0.0,tertiary
all who are hanging on the gallows,240,1,0,1,all who are hanging on the gallows,unknown,0.0,tertiary
The duke/the duke--his young wife,169,1,0,1,The duke's young wife,female,1.0,tertiary
The princess/the princess--her father,184,1,0,1,The princess's father,male,1.0,tertiary
the pastor,189,1,0,1,the pastor,unknown,0.0,tertiary
daughters,298,1,0,1,daughters,unknown,0.0,tertiary
sons,297,1,0,1,sons,unknown,0.0,tertiary
the king/The king--his entire court,199,1,0,1,the king's entire court,unknown,0.0,tertiary
The duke/the duke--his princess,296,1,0,1,The duke's princess,female,1.0,tertiary
the poor king!--what,205,1,0,1,the poor king!--what,unknown,0.0,tertiary
the horrible old creature,238,1,0,1,the horrible old creature,unknown,0.0,tertiary
The duke/the duke--an architect like yourself,382,1,0,1,The duke's architect like yourself,unknown,0.0,tertiary
the greater fool of the two,241,1,0,1,the greater fool of the two,unknown,0.0,tertiary
a better ruler,288,1,0,1,a better ruler,unknown,0.0,tertiary
every one,229,1,0,1,every one,unknown,0.0,tertiary
the last cart,234,1,0,1,the last cart,unknown,0.0,tertiary
none of them,272,1,0,1,none of them,unknown,0.0,tertiary
a vagabond,372,1,0,1,a vagabond,unknown,0.0,tertiary
a thief,371,1,0,1,a thief,unknown,0.0,tertiary
the king/The king--his court,226,1,0,1,the king's court,unknown,0.0,tertiary
the king/The king--my son - in - law,370,1,0,1,the king's son - in - law,unknown,0.0,tertiary
the duke 's servitors,258,1,0,1,the duke 's servitors,unknown,0.0,tertiary
son - in - law,253,1,0,1,son - in - law,unknown,0.0,tertiary
a prince,3,1,0,1,a prince,male,1.0,tertiary
the evil one,113,1,0,1,the evil one,unknown,0.0,tertiary
an enemy,156,1,0,1,an enemy,unknown,0.0,tertiary
a friend,155,1,0,1,a friend,unknown,0.0,tertiary
"a noble tremendously high - born , who did not want to stay at home",7,1,0,1,"a noble tremendously high - born , who did not want to stay at home",unknown,0.0,tertiary
the very finest people,10,1,0,1,the very finest people,unknown,0.0,tertiary
acquaintances,12,1,0,1,acquaintances,unknown,0.0,tertiary
none,17,1,0,1,none,unknown,0.0,tertiary
a journeyman apprentice,19,1,0,1,a journeyman apprentice,unknown,0.0,tertiary
such a fine gentleman,24,1,0,1,such a fine gentleman,male,1.0,tertiary
"one of those who are used to sleeping in a castle , with golden mirrors and rugs of gold brocade and luxuries and conveniences of every kind",311,1,0,1,"one of those who are used to sleeping in a castle , with golden mirrors and rugs of gold brocade and luxuries and conveniences of every kind",unknown,0.0,tertiary
not a human being,41,1,0,1,not a human being,unknown,0.0,tertiary
a great lord,42,1,0,1,a great lord,unknown,0.0,tertiary
serving - men,318,1,0,1,serving - men,male,1.0,tertiary
serving - maids,319,1,0,1,serving - maids,unknown,0.0,tertiary
Servants,43,1,0,1,Servants,unknown,0.0,tertiary
lackeys,44,1,0,1,lackeys,unknown,0.0,tertiary
maids,45,1,0,1,maids,unknown,0.0,tertiary
serving - women of every description,46,1,0,1,serving - women of every description,female,1.0,tertiary
some of them,47,1,0,1,some of them,unknown,0.0,tertiary
others,49,1,0,1,others,unknown,0.0,tertiary
a king who owned the forest,53,1,0,1,a king who owned the forest,male,1.0,tertiary
the folk on the other side of the forest,329,1,0,1,the folk on the other side of the forest,unknown,0.0,tertiary
the king/The king--his enemies,336,1,0,1,the king's enemies,unknown,0.0,tertiary
The duke/the duke--his officers,83,1,0,1,The duke's officers,unknown,0.0,tertiary
a good wife for the duke,94,1,0,1,a good wife for the duke,female,1.0,tertiary
the king/The king--his people,116,1,0,1,the king's people,unknown,0.0,tertiary
its builder,349,1,0,1,its builder,unknown,0.0,tertiary
a magician,129,1,0,1,a magician,unknown,0.0,tertiary
the king/The king--my girl,351,1,0,1,the king's girl,female,1.0,tertiary
The princess/the princess--the husband I want,359,1,0,1,The princess's husband I want,male,1.0,tertiary
good friends,145,1,0,1,good friends,unknown,0.0,tertiary
a man whom it was better to have for a friend than for an enemy,154,1,0,1,a man whom it was better to have for a friend than for an enemy,male,1.0,tertiary
many,303,1,0,1,many,unknown,0.0,tertiary
