coref_id,character_name,character_token,sentence_id,start_byte_in_sentence,end_byte_in_sentence,overlap
9,four little Rabbits,four little Rabbits,0,28,47,0
9,four little Rabbits,their,0,53,58,0
9,four little Rabbits,their,1,16,21,1
9,four little Rabbits,They,1,0,4,0
1,Flopsy/FLOPSY,Flopsy,0,72,78,0
1,Flopsy/FLOPSY,Flopsy,67,4,10,0
1,Flopsy/FLOPSY,FLOPSY,9,0,6,0
2,Mopsy,Mopsy,67,12,17,0
2,Mopsy,Mopsy,0,80,85,0
2,Mopsy,Mopsy,9,8,13,0
3,Peter/PETER,his,48,30,33,1
3,Peter/PETER,he,48,1,3,0
3,Peter/PETER,Peter,47,0,5,0
3,Peter/PETER,he,44,11,13,0
3,Peter/PETER,he,43,62,64,0
3,Peter/PETER,his,43,22,25,0
3,Peter/PETER,he,43,5,7,0
3,Peter/PETER,Peter,42,0,5,0
3,Peter/PETER,him,41,27,30,0
3,Peter/PETER,HE,37,0,2,0
3,Peter/PETER,HE,49,0,2,0
3,Peter/PETER,he,36,13,15,0
3,Peter/PETER,he,35,5,7,0
3,Peter/PETER,he,34,53,55,0
3,Peter/PETER,he,34,1,3,0
3,Peter/PETER,PETER,33,0,5,0
3,Peter/PETER,Peter,31,77,82,0
3,Peter/PETER,Peter,30,70,75,0
3,Peter/PETER,Peter,29,10,15,0
3,Peter/PETER,Peter,27,33,38,0
3,Peter/PETER,him,24,64,67,0
3,Peter/PETER,Peter,40,0,5,0
3,Peter/PETER,him,49,65,68,0
3,Peter/PETER,Peter,50,0,5,0
3,Peter/PETER,his,24,46,49,0
3,Peter/PETER,Peter,65,30,35,0
3,Peter/PETER,him,64,15,18,0
3,Peter/PETER,His,64,0,3,1
3,Peter/PETER,Peter,63,23,28,0
3,Peter/PETER,Peter,62,55,60,0
3,Peter/PETER,his,61,36,39,0
3,Peter/PETER,he,61,19,21,0
3,Peter/PETER,His,60,0,3,1
3,Peter/PETER,his,59,103,106,0
3,Peter/PETER,he,59,21,23,0
3,Peter/PETER,he,49,70,72,0
3,Peter/PETER,He,59,0,2,0
3,Peter/PETER,him,58,45,48,0
3,Peter/PETER,PETER,58,0,5,0
3,Peter/PETER,He,56,0,2,0
3,Peter/PETER,Peter,55,52,57,0
3,Peter/PETER,him,55,29,32,0
3,Peter/PETER,he,54,80,82,0
3,Peter/PETER,PETER,54,0,5,0
3,Peter/PETER,Peter,53,28,33,0
3,Peter/PETER,he,52,16,18,0
3,Peter/PETER,he,51,36,38,0
3,Peter/PETER,he,58,54,56,0
3,Peter/PETER,Peter,24,5,10,0
3,Peter/PETER,him,30,23,26,0
3,Peter/PETER,he,19,109,111,0
3,Peter/PETER,Peter,23,76,81,0
3,Peter/PETER,he,13,32,34,0
3,Peter/PETER,he,12,10,12,0
3,Peter/PETER,he,11,6,8,0
3,Peter/PETER,Peter,15,100,105,0
3,Peter/PETER,PETER,16,0,5,0
3,Peter/PETER,he,17,1,3,0
3,Peter/PETER,he,17,36,38,0
3,Peter/PETER,Peter,0,104,109,0
3,Peter/PETER,He,18,0,2,0
3,Peter/PETER,his,18,15,18,0
3,Peter/PETER,he,19,19,21,0
3,Peter/PETER,he,19,72,74,0
3,Peter/PETER,his,19,200,203,0
3,Peter/PETER,he,14,51,53,0
3,Peter/PETER,him,22,68,71,0
3,Peter/PETER,PETER,21,0,5,0
3,Peter/PETER,himself,22,119,126,0
3,Peter/PETER,himself,21,11,18,0
3,Peter/PETER,him,22,106,109,0
3,Peter/PETER,his,22,5,8,0
3,Peter/PETER,Peter,10,5,10,0
10,their Mother,their Mother,1,16,28,0
4,old Mrs. Rabbit,old Mrs. Rabbit,7,5,20,0
4,old Mrs. Rabbit,her,7,39,42,0
4,old Mrs. Rabbit,I,6,0,1,0
4,old Mrs. Rabbit,my,2,6,8,1
4,old Mrs. Rabbit,old Mrs. Rabbit,2,22,37,0
4,old Mrs. Rabbit,She,8,0,3,0
30,my dears,your,2,138,142,1
30,my dears,you,2,52,55,0
30,my dears,my dears,2,6,14,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,55,0,12,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,10,55,67,0
5,Mr. McGregor/MR . McGREGOR,him,53,46,49,0
5,Mr. McGregor/MR . McGREGOR,His,53,0,3,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,52,27,39,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,2,115,127,0
5,Mr. McGregor/MR . McGREGOR,he,23,41,43,0
5,Mr. McGregor/MR . McGREGOR,MR. McGREGOR,15,0,12,0
5,Mr. McGregor/MR . McGREGOR,MR. McGREGOR,23,0,12,0
5,Mr. McGregor/MR . McGREGOR,MR. McGREGOR,27,0,12,0
5,Mr. McGregor/MR . McGREGOR,He,28,0,2,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,30,0,12,0
5,Mr. McGregor/MR . McGREGOR,his,30,56,59,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,14,63,75,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,31,29,41,0
5,Mr. McGregor/MR . McGREGOR,He,32,0,2,0
5,Mr. McGregor/MR . McGREGOR,his,32,16,19,0
5,Mr. McGregor/MR . McGREGOR,he,15,73,75,0
5,Mr. McGregor/MR . McGREGOR,his,15,20,23,0
5,Mr. McGregor/MR . McGREGOR,Mr. McGregor,44,35,47,0
5,Mr. McGregor/MR . McGREGOR,his,44,55,58,0
5,Mr. McGregor/MR . McGREGOR,he,31,47,49,0
5,Mr. McGregor/MR . McGREGOR,MR. McGREGOR,57,0,12,0
34,your Father,he,3,1,3,0
34,your Father,your Father,2,138,149,0
12,the baker,the baker,7,56,65,0
7,Cottontail,Cottontail,9,19,29,0
14,good little bunnies,good little bunnies,9,40,59,0
36,thief,thief,15,144,149,0
22,her family,her family,39,88,98,0
24,his cousin,his cousin,48,30,40,0
8,little Benjamin Bunny,little Benjamin Bunny,48,42,63,0
28,His mother,His mother,60,0,10,0
28,His mother,she,61,1,4,0
28,His mother,His mother,64,0,10,0
28,His mother,she,65,5,8,0
