clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
PETER/Peter,3,23,50,73,PETER,male,1.0,primary
Mr. McGregor/MR . McGREGOR,5,12,11,23,Mr. McGregor,male,1.0,tertiary
old Mrs. Rabbit,4,2,4,6,old Mrs. Rabbit,female,1.0,tertiary
four little Rabbits,9,1,3,4,four little Rabbits,group/nonbinary,1.0,tertiary
PETER/Peter--His mother,28,2,2,4,PETER's mother,female,1.0,tertiary
old Mrs. Rabbit--my dears,30,1,2,3,old Mrs. Rabbit's dears,unknown,0.0,tertiary
Mopsy,2,3,0,3,Mopsy,unknown,0.0,tertiary
Flopsy/FLOPSY,1,3,0,3,Flopsy,unknown,0.0,tertiary
old Mrs. Rabbit's dears--your Father,34,1,1,2,old Mrs. Rabbit's dears's Father,male,1.0,tertiary
four little Rabbits--their Mother,10,1,0,1,four little Rabbits's Mother,female,1.0,tertiary
the baker,12,1,0,1,the baker,unknown,0.0,tertiary
Cottontail,7,1,0,1,Cottontail,unknown,0.0,tertiary
good little bunnies,14,1,0,1,good little bunnies,unknown,0.0,tertiary
thief,36,1,0,1,thief,unknown,0.0,tertiary
her family,22,1,0,1,her family,unknown,0.0,tertiary
PETER/Peter--his cousin,24,1,0,1,PETER's cousin,unknown,0.0,tertiary
little Benjamin Bunny,8,1,0,1,little Benjamin Bunny,unknown,0.0,tertiary
Mrs. McGregor,6,1,0,1,Mrs. McGregor,unknown,0.0,tertiary
