sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
2,0,marries,51,58,174,181,2,33.0,50.0,156.0,173.0,,,,,verb.social,True,0,subject,the greedy Cassim,11,4,15,male,1.0,secondary
3,4,overhear,93,101,431,439,1,79.0,81.0,417.0,419.0,,,,,verb.perception,True,1,subject,Ali,20,13,33,male,1.0,primary
6,2,enters,36,42,683,689,1,27.0,35.0,674.0,682.0,52.0,59.0,699.0,706.0,verb.motion,True,3,subject,Ali,20,13,33,male,1.0,primary
7,0,borrows,9,16,754,761,1,0.0,8.0,745.0,753.0,44.0,82.0,789.0,827.0,verb.possession,True,4,subject,Ali,20,13,33,male,1.0,primary
8,5,know,118,122,947,951,24,100.0,103.0,929.0,932.0,,,,,verb.cognition,True,5,subject,Ali's sister - in - law,1,6,7,female,1.0,tertiary
9,1,tells,63,68,1084,1089,24,14.0,17.0,1035.0,1038.0,,,,,verb.communication,True,6,subject,Ali's sister - in - law,1,6,7,female,1.0,tertiary
10,2,reveal,55,61,1202,1208,1,33.0,41.0,1180.0,1188.0,,,,,verb.communication,True,7,subject,Ali,20,13,33,male,1.0,primary
11,0,goes,7,11,1240,1244,2,0.0,6.0,1233.0,1239.0,,,,,verb.motion,True,8,subject,the greedy Cassim,11,4,15,male,1.0,secondary
12,1,kill,32,36,1420,1424,20,0.0,11.0,1388.0,1399.0,,,,,verb.contact,True,9,subject,The thieves,7,1,8,group/nonbinary,1.0,tertiary
13,4,finds,84,89,1514,1519,1,37.0,45.0,1467.0,1475.0,,,,,verb.possession,True,10,subject,Ali,20,13,33,male,1.0,primary
14,1,entrusts,40,48,1697,1705,1,37.0,39.0,1694.0,1696.0,,,,,verb.social,True,11,subject,Ali,20,13,33,male,1.0,primary
15,6,leads,179,184,2015,2020,5,132.0,147.0,1968.0,1983.0,,,,,verb.motion,True,12,subject,Baba Mustafa,4,1,5,male,1.0,tertiary
16,0,stitches,29,37,2069,2077,42,18.0,28.0,2058.0,2068.0,81.0,114.0,2121.0,2154.0,verb.contact,True,13,subject,the tailor,2,2,4,male,1.0,tertiary
17,1,give,31,35,2187,2191,1,0.0,18.0,2156.0,2174.0,59.0,98.0,2215.0,2254.0,verb.possession,True,14,subject,Ali,20,13,33,male,1.0,primary
17,1,give,31,35,2187,2191,44,0.0,18.0,2156.0,2174.0,59.0,98.0,2215.0,2254.0,verb.possession,True,14,subject,Ali's family,1,0,1,unknown,0.0,tertiary
18,2,realize,36,43,2292,2299,20,0.0,11.0,2256.0,2267.0,,,,,verb.cognition,True,16,subject,The thieves,7,1,8,group/nonbinary,1.0,tertiary
