clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
White Feather,0,15,77,92,White Feather,male,1.0,primary
the young man,36,5,54,59,the young man,male,1.0,secondary
the giant/The giant,70,13,40,53,the giant,male,1.0,secondary
the giant/The giant--his wife,108,4,14,18,the giant's wife,female,1.0,tertiary
The child/the child--his grandfather/His grandfather,13,9,8,17,The child's grandfather,male,1.0,tertiary
The giants,61,1,14,15,The giants,group/nonbinary,1.0,tertiary
the boy/The boy,24,2,13,15,the boy,male,1.0,tertiary
The child/the child,7,2,12,14,The child,male,1.0,tertiary
the giant's wife--her father,140,3,11,14,the giant's wife's father,male,1.0,tertiary
this woman,82,1,13,14,this woman,female,1.0,tertiary
the elder sister,152,1,9,10,the elder sister,female,1.0,tertiary
the old chief/The old chief,170,5,5,10,the old chief,male,1.0,tertiary
the most beautiful woman in the world,75,1,8,9,the most beautiful woman in the world,female,1.0,tertiary
the young men,194,1,8,9,the young men,male,1.0,tertiary
the deputation,167,1,6,7,the deputation,group/nonbinary,1.0,tertiary
The grandfather,18,1,6,7,The grandfather,male,1.0,tertiary
the young man--your enemy,214,1,4,5,the young man's enemy,male,1.0,tertiary
The sixth giant/the sixth giant,83,4,1,5,The sixth giant,unknown,0.0,tertiary
two sisters,90,1,4,5,two sisters,female,1.0,tertiary
the youngest sister/The youngest sister,109,2,3,5,the youngest sister,female,1.0,tertiary
The eldest sister/the eldest sister,102,2,3,5,The eldest sister,female,1.0,tertiary
the giant's wife--her husband,143,3,1,4,the giant's wife's husband,male,1.0,tertiary
the eldest/The eldest,106,2,2,4,the eldest,female,1.0,tertiary
The old man,161,1,2,3,The old man,male,1.0,tertiary
the youth,52,1,2,3,the youth,male,1.0,tertiary
an old man,2,1,2,3,an old man,male,1.0,tertiary
a man,44,2,0,2,a man,male,1.0,tertiary
The Dog,181,1,1,2,The Dog,unknown,0.0,tertiary
The youngest,104,1,1,2,The youngest,female,1.0,tertiary
"the sisters , who were on the look",100,1,1,2,"the sisters , who were on the look",female,1.0,tertiary
a woman,203,1,1,2,a woman,female,1.0,tertiary
The child/the child--The band to whom he had belonged,14,1,1,2,The child's band to whom he had belonged,group/nonbinary,1.0,tertiary
The child's band to whom he had belonged--their children,15,1,1,2,The child's band to whom he had belonged's children,group/nonbinary,1.0,tertiary
"a great man , who would wear a white feather , and who would astonish every one",17,1,1,2,"a great man , who would wear a white feather , and who would astonish every one",male,1.0,tertiary
the elder sister--her sister,154,2,0,2,the elder sister's sister,female,1.0,tertiary
