clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Hans,1,78,87,165,Hans,male,1.0,primary
Grethel,2,44,35,79,Grethel,female,1.0,secondary
mother,19,40,0,40,mother,female,1.0,tertiary
Hans 's mother,3,3,0,3,Hans 's mother,female,1.0,tertiary
a young goat,8,1,2,3,a young goat,female,1.0,tertiary
the manger,53,2,0,2,the manger,unknown,0.0,tertiary
Hans--his mother,15,1,1,2,Hans's mother,female,1.0,tertiary
sheep,63,1,0,1,sheep,unknown,0.0,tertiary
the bride of another,17,1,0,1,the bride of another,unknown,0.0,tertiary
another,18,1,0,1,another,unknown,0.0,tertiary
