sentence_id,event_id,event,supersense_category,coref_id_subj,coref_id_dobj
1,1,call,verb.communication,7,5
1,1,call,verb.communication,7,7
5,0,had,verb.possession,13,13
6,4,called,verb.communication,14,44
9,5,miscalled,verb.communication,13,48
11,3,said,verb.communication,51,26
11,3,said,verb.communication,51,25
11,3,said,verb.communication,25,26
11,3,said,verb.communication,25,25
13,0,wants,verb.emotion,51,5
13,0,wants,verb.emotion,51,25
13,1,marry,verb.social,51,5
13,1,marry,verb.social,51,25
13,3,have,verb.change,51,25
14,0,said,verb.communication,29,29
16,2,considered,verb.cognition,29,29
17,2,said,verb.communication,29,54
19,1,surrender,verb.possession,29,29
25,2,adapt,verb.change,55,55
25,6,called,verb.communication,57,49
25,9,called,verb.communication,57,49
28,3,said,verb.communication,31,31
31,1,called,verb.communication,14,45
38,7,called,verb.communication,44,44
