clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the monkey/The monkey,7,29,114,143,the monkey,male,1.0,primary
the little crab,28,1,53,54,the little crab,male,1.0,secondary
The young crab/the young crab,60,13,29,42,The young crab,male,1.0,tertiary
the crab/The crab,6,14,16,30,the crab,male,0.5714285714285714,tertiary
the wicked monkey/The wicked monkey,46,4,17,21,the wicked monkey,male,1.0,tertiary
a son--his father,51,9,6,15,a son's father,male,1.0,tertiary
the cunning monkey,13,1,7,8,the cunning monkey,unknown,0.0,tertiary
the crab 's old friends,75,1,5,6,the crab 's old friends,group/nonbinary,1.0,tertiary
The messenger/the messenger,103,2,4,6,The messenger,unknown,0.0,tertiary
The greedy monkey,18,1,4,5,The greedy monkey,male,1.0,tertiary
The mortar/the mortar,67,3,2,5,The mortar,male,1.0,tertiary
the old crab,61,3,1,4,the old crab,male,1.0,tertiary
the wicked,82,1,2,3,the wicked,group/nonbinary,1.0,tertiary
the old thing,143,1,2,3,the old thing,male,1.0,tertiary
The messenger/the messenger--My master/my master,148,3,0,3,The messenger's master,unknown,0.0,tertiary
the murderer,55,3,0,3,the murderer,unknown,0.0,tertiary
a son,48,1,2,3,a son,male,1.0,tertiary
the crab/The crab--their chief,92,2,0,2,the crab's chief,unknown,0.0,tertiary
the little crab--his father 's old friend,66,1,1,2,the little crab's father 's old friend,male,1.0,tertiary
the monkey/The monkey--your chief,156,1,1,2,the monkey's chief,male,1.0,tertiary
the monkey/The monkey--his friend,83,1,1,2,the monkey's friend,male,1.0,tertiary
The young crab/the young crab--my father,161,1,0,1,The young crab's father,male,1.0,tertiary
a son's father--one of his best friends,152,1,0,1,a son's father's of his best friends,unknown,0.0,tertiary
a son's father--his best friends,153,1,0,1,a son's father's best friends,unknown,0.0,tertiary
the monkey/The monkey--my - enemy,162,1,0,1,the monkey's - enemy,unknown,0.0,tertiary
the monkey/The monkey--my poor old friend,159,1,0,1,the monkey's poor old friend,unknown,0.0,tertiary
great friends,158,1,0,1,great friends,unknown,0.0,tertiary
the guest of honor,120,1,0,1,the guest of honor,unknown,0.0,tertiary
"The monkey , taken by surprise",129,1,0,1,"The monkey , taken by surprise",unknown,0.0,tertiary
all the members of the crab 's family and his relatives waiting to receive and welcome him,112,1,0,1,all the members of the crab 's family and his relatives waiting to receive and welcome him,unknown,0.0,tertiary
the members of the crab 's family,113,1,0,1,the members of the crab 's family,unknown,0.0,tertiary
The young crab/the young crab--his relatives,115,1,0,1,The young crab's relatives,unknown,0.0,tertiary
the crab 's friends,127,1,0,1,the crab 's friends,unknown,0.0,tertiary
the young chief mourner,118,1,0,1,the young chief mourner,unknown,0.0,tertiary
a pink - faced monkey,2,1,0,1,a pink - faced monkey,unknown,0.0,tertiary
the tribe,95,1,0,1,the tribe,unknown,0.0,tertiary
The young crab/the young crab--some of his friends,63,1,0,1,The young crab's of his friends,unknown,0.0,tertiary
The simple - minded crab,15,1,0,1,The simple - minded crab,unknown,0.0,tertiary
"the little crab--his old playmate the monkey , who , he knew , could climb trees better than any one else in the world",29,1,0,1,"the little crab's old playmate the monkey , who , he knew , could climb trees better than any one else in the world",unknown,0.0,tertiary
the monkey devouring all the good persimmons,40,1,0,1,the monkey devouring all the good persimmons,unknown,0.0,tertiary
a friend not far from the spot where this sad work had taken place,49,1,0,1,a friend not far from the spot where this sad work had taken place,unknown,0.0,tertiary
the poor young crab,53,1,0,1,the poor young crab,unknown,0.0,tertiary
an old and cunning animal,62,1,0,1,an old and cunning animal,unknown,0.0,tertiary
The young crab/the young crab--his friends,64,1,0,1,The young crab's friends,unknown,0.0,tertiary
the chief of the tribe,94,1,0,1,the chief of the tribe,unknown,0.0,tertiary
a strong and cunning enemy,72,1,0,1,a strong and cunning enemy,unknown,0.0,tertiary
Mr. Mortar,1,1,0,1,Mr. Mortar,unknown,0.0,tertiary
The young crab/the young crab--his poor father,80,1,0,1,The young crab's poor father,male,1.0,tertiary
the crab 's family,85,1,0,1,the crab 's family,unknown,0.0,tertiary
Dead crabs,144,1,0,1,Dead crabs,unknown,0.0,tertiary
the neighbors,91,1,0,1,the neighbors,unknown,0.0,tertiary
the unrepentant monkey,137,1,0,1,the unrepentant monkey,unknown,0.0,tertiary
