clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The schoolmaster/the schoolmaster,15,6,59,65,The schoolmaster,male,1.0,primary
the schoolmaster of Etnedal,3,1,20,21,the schoolmaster of Etnedal,male,1.0,secondary
one group of churchgoers after another,8,1,6,7,one group of churchgoers after another,group/nonbinary,1.0,tertiary
the wife,32,2,4,6,the wife,female,1.0,tertiary
the pastor 's daughter,53,2,1,3,the pastor 's daughter,unknown,0.0,tertiary
the priest,12,2,1,3,the priest,male,1.0,tertiary
the pastor,52,2,0,2,the pastor,unknown,0.0,tertiary
daughter,14,2,0,2,daughter,unknown,0.0,tertiary
God,1,2,0,2,God,unknown,0.0,tertiary
the wife--her husband,36,1,1,2,the wife's husband,male,1.0,tertiary
the wife--her daughter,39,1,0,1,the wife's daughter,unknown,0.0,tertiary
the dean,46,1,0,1,the dean,unknown,0.0,tertiary
the bishop,45,1,0,1,the bishop,unknown,0.0,tertiary
no scholar,43,1,0,1,no scholar,unknown,0.0,tertiary
the old father,41,1,0,1,the old father,male,1.0,tertiary
priest,40,1,0,1,priest,unknown,0.0,tertiary
the priest of the village church,30,1,0,1,the priest of the village church,unknown,0.0,tertiary
a strong and able man,38,1,0,1,a strong and able man,male,1.0,tertiary
Jesus,2,1,0,1,Jesus,unknown,0.0,tertiary
Our Father in heaven,59,1,0,1,Our Father in heaven,male,1.0,tertiary
the listening schoolmaster,22,1,0,1,the listening schoolmaster,unknown,0.0,tertiary
crying children,20,1,0,1,crying children,unknown,0.0,tertiary
these people,18,1,0,1,these people,unknown,0.0,tertiary
the schoolmaster of Etnedal--his wife,13,1,0,1,the schoolmaster of Etnedal's wife,female,1.0,tertiary
churchgoers after another,9,1,0,1,churchgoers after another,unknown,0.0,tertiary
The schoolmaster/the schoolmaster--the one whom he had seen in the mountains,54,1,0,1,The schoolmaster's one whom he had seen in the mountains,unknown,0.0,tertiary
