clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Kung/Young Kung/young Kung,5,45,151,196,Kung,male,1.0,primary
the youth/The youth,30,24,31,55,the youth,male,1.0,tertiary
the beautiful Giauna/Giauna/sister Giauna,8,20,32,52,the beautiful Giauna,female,1.0,tertiary
the maiden/The maiden,88,3,21,24,the maiden,female,1.0,tertiary
A - Sung,9,10,2,12,A - Sung,female,1.0,tertiary
the sick man,85,1,10,11,the sick man,male,1.0,tertiary
the entire family,145,1,9,10,the entire family,group/nonbinary,1.0,tertiary
the two,101,1,8,9,the two,group/nonbinary,1.0,tertiary
Kung/Young Kung/young Kung--his friend/His friend,92,6,3,9,Kung's friend,male,1.0,tertiary
the young man,18,2,6,8,the young man,male,1.0,tertiary
the whole family,155,1,7,8,the whole family,group/nonbinary,1.0,tertiary
little Hiang - Nu/Hiang - Nu,7,6,0,6,little Hiang - Nu,unknown,0.0,tertiary
The old gentleman/the old gentleman,185,3,3,6,The old gentleman,male,1.0,tertiary
Kung/Young Kung/young Kung--his mother/His mother,115,2,3,5,Kung's mother,female,1.0,tertiary
The monk,42,1,3,4,The monk,male,1.0,tertiary
"an aged man with a long , white beard and eyebrows",59,1,3,4,"an aged man with a long , white beard and eyebrows",male,1.0,tertiary
the youth/The youth--My little sister,191,2,1,3,the youth's little sister,female,1.0,tertiary
a serving - maid,68,1,2,3,a serving - maid,female,1.0,tertiary
"an aged man with a long , white beard and eyebrows--my son",183,1,2,3,"an aged man with a long , white beard and eyebrows's son",male,1.0,tertiary
Kung/Young Kung/young Kung--his wife,109,3,0,3,Kung's wife,female,1.0,tertiary
Kung/Young Kung/young Kung--My father/my father,182,3,0,3,Kung's father,male,1.0,tertiary
a descendant of Confucius,13,1,2,3,a descendant of Confucius,male,1.0,tertiary
a monk at Puto who was exceedingly learned,34,1,2,3,a monk at Puto who was exceedingly learned,male,1.0,tertiary
The aged man,37,3,0,3,The aged man,male,1.0,tertiary
the youth/The youth--the serving - maid of my father,188,1,1,2,the youth's serving - maid of my father,male,1.0,tertiary
another girl by the hand,94,1,1,2,another girl by the hand,female,1.0,tertiary
a small boy,57,2,0,2,a small boy,male,1.0,tertiary
the immortals,173,1,1,2,the immortals,group/nonbinary,1.0,tertiary
Giauna 's husband,140,2,0,2,Giauna 's husband,male,1.0,tertiary
Kung 's little son,168,1,1,2,Kung 's little son,male,1.0,tertiary
the monster,150,1,1,2,the monster,male,1.0,tertiary
the youth/The youth--his sister,83,2,0,2,the youth's sister,female,1.0,tertiary
the boy/The boy,66,2,0,2,the boy,male,1.0,tertiary
the beautiful Giauna/Giauna/sister Giauna--her brother,154,2,0,2,the beautiful Giauna's brother,male,1.0,tertiary
a friend,15,2,0,2,a friend,unknown,0.0,tertiary
A - Sung--her mother - in - law,119,1,0,1,A - Sung's mother - in - law,female,1.0,tertiary
a wife,116,1,0,1,a wife,female,1.0,tertiary
the same family,167,1,0,1,the same family,unknown,0.0,tertiary
every one,141,1,0,1,every one,unknown,0.0,tertiary
Gaily,11,1,0,1,Gaily,unknown,0.0,tertiary
human kind,113,1,0,1,human kind,unknown,0.0,tertiary
the people,170,1,0,1,the people,unknown,0.0,tertiary
the father,107,1,0,1,the father,male,1.0,tertiary
The owner of this house,208,1,0,1,The owner of this house,unknown,0.0,tertiary
Kung 's friend,103,1,0,1,Kung 's friend,unknown,0.0,tertiary
each other,102,1,0,1,each other,unknown,0.0,tertiary
members of the same family,166,1,0,1,members of the same family,unknown,0.0,tertiary
a handsome youth,128,1,0,1,a handsome youth,unknown,0.0,tertiary
Kung/Young Kung/young Kung--his family,163,1,0,1,Kung's family,unknown,0.0,tertiary
