clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the woman/The woman,6,7,10,17,the woman,female,1.0,primary
a poor woman who was in urgent need of a little meal one evening,3,1,2,3,a poor woman who was in urgent need of a little meal one evening,female,1.0,tertiary
the girl,18,2,1,3,the girl,female,1.0,tertiary
the mill - owner,5,1,1,2,the mill - owner,male,1.0,tertiary
a girl,11,1,1,2,a girl,female,1.0,tertiary
Self,0,2,0,2,Self,unknown,0.0,tertiary
Father/father,26,2,0,2,Father,male,1.0,tertiary
self,28,2,0,2,self,unknown,0.0,tertiary
the woman/The woman--her children,8,1,0,1,the woman's children,unknown,0.0,tertiary
the girl who had come in,14,1,0,1,the girl who had come in,female,1.0,tertiary
the girl from underground,16,1,0,1,the girl from underground,female,1.0,tertiary
