clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
JEMIMA PUDDLE - DUCK/Jemima Puddle - duck/JEMIMA/Jemima/the conscientious Jemima/Jemima Puddle,0,27,75,102,JEMIMA PUDDLE - DUCK,female,1.0,primary
the bushy long - tailed gentleman,19,2,13,15,the bushy long - tailed gentleman,male,1.0,tertiary
the sandy whiskered gentleman,26,1,10,11,the sandy whiskered gentleman,male,1.0,tertiary
THE gentleman/The gentleman,17,2,8,10,THE gentleman,male,1.0,tertiary
MADAM/Madam,55,2,8,10,MADAM,unknown,0.0,tertiary
the collie/The collie,36,2,6,8,the collie,male,1.0,tertiary
the hospitable gentleman,21,1,3,4,the hospitable gentleman,male,1.0,tertiary
the hospitable gentleman with sandy whiskers,31,1,2,3,the hospitable gentleman with sandy whiskers,male,1.0,tertiary
an elegantly dressed gentleman,16,1,1,2,an elegantly dressed gentleman,male,1.0,tertiary
The foxy gentleman,29,1,1,2,The foxy gentleman,male,1.0,tertiary
the puppies,51,1,0,1,the puppies,unknown,0.0,tertiary
Unfortunately,4,1,0,1,Unfortunately,unknown,0.0,tertiary
PRESENTLY Kep,3,1,0,1,PRESENTLY Kep,unknown,0.0,tertiary
that foxy - whiskered gentleman,49,1,0,1,that foxy - whiskered gentleman,male,1.0,tertiary
Some one with a black nose,48,1,0,1,Some one with a black nose,unknown,0.0,tertiary
the butcher,42,1,0,1,the butcher,unknown,0.0,tertiary
the polite gentleman with sandy whiskers,38,1,0,1,the polite gentleman with sandy whiskers,male,1.0,tertiary
JEMIMA PUDDLE - DUCK/Jemima Puddle - duck/JEMIMA/Jemima/the conscientious Jemima/Jemima Puddle--HER sister - in - law,7,1,0,1,JEMIMA PUDDLE - DUCK's sister - in - law,female,1.0,tertiary
The collie - dog Kep,35,1,0,1,The collie - dog Kep,unknown,0.0,tertiary
a simpleton,32,1,0,1,a simpleton,unknown,0.0,tertiary
Mrs. Rebeccah Puddle - duck,1,1,0,1,Mrs. Rebeccah Puddle - duck,unknown,0.0,tertiary
the farmer,5,1,0,1,the farmer,unknown,0.0,tertiary
the farmer 's wife,6,1,0,1,the farmer 's wife,female,1.0,tertiary
the bushy long - tailed gentleman--my dear madam,57,1,0,1,the bushy long - tailed gentleman's dear madam,unknown,0.0,tertiary
the gentleman with sandy whiskers,18,1,0,1,the gentleman with sandy whiskers,male,1.0,tertiary
Jemima--,2,1,0,1,Jemima--,unknown,0.0,tertiary
a bad sitter,53,1,0,1,a bad sitter,unknown,0.0,tertiary
