sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"They might have lived together always had it not been for the slyness and greediness of the Fox, who tried to over-reach his companion, who was not nearly so clever as he was. ",tried,BEFORE,So as soon as it was daylight the two friends went down to the shore to see if they could find anything to eat. ,see,2,5,5,2
So as soon as it was daylight the two friends went down to the shore to see if they could find anything to eat. ,see,BEFORE,"They had the good fortune to light on a great Keg of Butter, which had been washed overboard from some ship on its way home from Ireland, where, as all the world knows, folk are famous for their butter. ",light,5,6,2,1
"They had the good fortune to light on a great Keg of Butter, which had been washed overboard from some ship on its way home from Ireland, where, as all the world knows, folk are famous for their butter. ",light,BEFORE,The simple Wolf danced with joy when he saw it. ,danced,6,7,1,0
The simple Wolf danced with joy when he saw it. ,danced,BEFORE,"but we will have a good supper this night,"" cried he, licking his lips. ",licking,7,9,0,3
"but we will have a good supper this night,"" cried he, licking his lips. ",licking,BEFORE,"""Let us set to work at once and roll it up to the cave."" ",Let,9,10,3,0
"""Let us set to work at once and roll it up to the cave."" ",Let,BEFORE,"But the wily Fox was fond of butter, and he made up his mind that he would have it all to himself. ",have,10,11,0,3
"But the wily Fox was fond of butter, and he made up his mind that he would have it all to himself. ",have,BEFORE,"So he put on his wisest look, and shook his head gravely. ",shook,11,12,3,1
"So he put on his wisest look, and shook his head gravely. ",shook,BEFORE,"""You have no prudence, my friend,"" he said reproachfully, ""else would you not talk of breaking up a Keg of Butter at this time of year, when the stackyards are full of good grain, which can be had for the eating, and the farmyards are stocked with nice fat ducks and poultry. ",said,12,13,1,1
"""You have no prudence, my friend,"" he said reproachfully, ""else would you not talk of breaking up a Keg of Butter at this time of year, when the stackyards are full of good grain, which can be had for the eating, and the farmyards are stocked with nice fat ducks and poultry. ",said,AFTER,"It behoveth us to have foresight, and to lay up in store for the spring, when the grain is all threshed, and the stackyards are bare, and the poultry have gone to market. ",behoveth,13,15,1,0
"It behoveth us to have foresight, and to lay up in store for the spring, when the grain is all threshed, and the stackyards are bare, and the poultry have gone to market. ",behoveth,BEFORE,"So we will e'en bury the Keg, and dig it up when we have need of it."" ",bury,15,16,0,2
