clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The mother/the mother,8,11,105,116,The mother,female,1.0,primary
Death,2,21,29,50,Death,male,1.0,secondary
the blind mother,65,1,30,31,the blind mother,female,1.0,tertiary
the woman,51,2,14,16,the woman,female,1.0,tertiary
The old man/the old man,11,4,7,11,The old man,male,1.0,tertiary
Our Lord/our Lord/OUR LORD,79,5,5,10,Our Lord,unknown,0.0,tertiary
"a woman in long , black clothes",24,1,9,10,"a woman in long , black clothes",female,1.0,tertiary
the woman in the black clothes,26,1,7,8,the woman in the black clothes,female,1.0,tertiary
the distressed mother,61,1,4,5,the distressed mother,female,1.0,tertiary
the poor woman,68,1,4,5,the poor woman,female,1.0,tertiary
the little child,12,1,4,5,the little child,male,1.0,tertiary
the afflicted mother,33,3,2,5,the afflicted mother,female,1.0,tertiary
The mother/the mother--her child,23,4,1,5,The mother's child,unknown,0.0,tertiary
The mother/the mother--my child,83,5,0,5,The mother's child,unknown,0.0,tertiary
Night,3,3,1,4,Night,unknown,0.0,tertiary
A mother/a mother--her little child,7,2,2,4,A mother's little child,unknown,0.0,tertiary
A mother/a mother,6,2,2,4,A mother,female,1.0,tertiary
"a woman in long , black clothes--thy child",82,3,1,4,"a woman in long , black clothes's child",female,1.0,tertiary
The mother/the mother--my little child,87,3,0,3,The mother's little child,unknown,0.0,tertiary
the weeping mother,42,1,2,3,the weeping mother,female,1.0,tertiary
the old woman,54,2,1,3,the old woman,female,1.0,tertiary
"a woman in long , black clothes--thy little child",81,2,0,2,"a woman in long , black clothes's little child",female,1.0,tertiary
the poor mother,21,2,0,2,the poor mother,female,1.0,tertiary
God,4,2,0,2,God,unknown,0.0,tertiary
"a poor old man wrapped up as in a large horse - cloth , for it warms one",10,1,1,2,"a poor old man wrapped up as in a large horse - cloth , for it warms one",male,1.0,tertiary
every person,93,1,1,2,every person,unknown,0.0,tertiary
the blind mother--thy own child,116,2,0,2,the blind mother's own child,unknown,0.0,tertiary
Another mother/another mother,113,2,0,2,Another mother,female,1.0,tertiary
Happiness,5,1,0,1,Happiness,unknown,0.0,tertiary
the other,71,1,0,1,the other,unknown,0.0,tertiary
Our Lord/our Lord/OUR LORD--His gardener,109,1,0,1,Our Lord's gardener,unknown,0.0,tertiary
a human being,40,1,0,1,a human being,unknown,0.0,tertiary
a human life,59,1,0,1,a human life,unknown,0.0,tertiary
The mother/the mother--your child,98,1,0,1,The mother's child,unknown,0.0,tertiary
Children,97,1,0,1,Children,unknown,0.0,tertiary
everyone,96,1,0,1,everyone,unknown,0.0,tertiary
the old grave woman,49,1,0,1,the old grave woman,female,1.0,tertiary
The mother/the mother--her little sick child,16,1,0,1,The mother's little sick child,unknown,0.0,tertiary
the little creature,9,1,0,1,the little creature,unknown,0.0,tertiary
the innocent,120,1,0,1,the innocent,unknown,0.0,tertiary
