clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Si - Men/Si - Men Bau,1,6,27,33,Si - Men,male,1.0,primary
The sorcerers/the sorcerers,6,10,9,19,The sorcerers,group/nonbinary,1.0,secondary
a girl,8,1,4,5,a girl,female,1.0,tertiary
the sorcerer/The sorcerer,47,2,3,5,the sorcerer,male,1.0,tertiary
Both of them--Both of them,71,1,3,4,Both of them's of them,group/nonbinary,1.0,tertiary
the river - god,5,4,0,4,the river - god,unknown,0.0,tertiary
the river - bride,37,1,3,4,the river - bride,female,1.0,tertiary
a girl--her parents,12,1,3,4,a girl's parents,group/nonbinary,1.0,tertiary
That woman,70,1,2,3,That woman,female,1.0,tertiary
The girl/the girl,39,2,1,3,The girl,female,1.0,tertiary
The witch,42,1,2,3,The witch,female,1.0,tertiary
a bride,61,2,1,3,a bride,female,1.0,tertiary
all the rest of the sorcerers and witches,52,1,2,3,all the rest of the sorcerers and witches,group/nonbinary,1.0,tertiary
the god,64,1,2,3,the god,male,1.0,tertiary
the bride,66,2,0,2,the bride,unknown,0.0,tertiary
The girl 's parents,40,1,1,2,The girl 's parents,female,1.0,tertiary
a witch,41,1,1,2,a witch,unknown,0.0,tertiary
a girl's parents--their daughter,13,2,0,2,a girl's parents's daughter,unknown,0.0,tertiary
one of the sorcerers,45,1,1,2,one of the sorcerers,unknown,0.0,tertiary
Si - Men,49,2,0,2,Si - Men,male,1.0,tertiary
the people,62,2,0,2,the people,unknown,0.0,tertiary
a sorcerer,50,1,1,2,a sorcerer,unknown,0.0,tertiary
Si - Men/Si - Men Bau--his servants,43,1,0,1,Si - Men's servants,unknown,0.0,tertiary
his bride,69,1,0,1,his bride,unknown,0.0,tertiary
"a man by the name of Si - Men Bau , who was a governor on the Yellow River",2,1,0,1,"a man by the name of Si - Men Bau , who was a governor on the Yellow River",male,1.0,tertiary
The elders of the people,29,1,0,1,The elders of the people,unknown,0.0,tertiary
children,35,1,0,1,children,unknown,0.0,tertiary
women,34,1,0,1,women,female,1.0,tertiary
men,33,1,0,1,men,male,1.0,tertiary
the witches,32,1,0,1,the witches,unknown,0.0,tertiary
Si - Men/Si - Men Bau--my people,65,1,0,1,Si - Men's people,unknown,0.0,tertiary
The people of the district,23,1,0,1,The people of the district,unknown,0.0,tertiary
the bride of the river - god,20,1,0,1,the bride of the river - god,unknown,0.0,tertiary
some poor girl,17,1,0,1,some poor girl,female,1.0,tertiary
the rich folk,16,1,0,1,the rich folk,unknown,0.0,tertiary
some one else,14,1,0,1,some one else,unknown,0.0,tertiary
"a girl--Whereupon her parents , who wished to protect their daughter",11,1,0,1,"a girl's her parents , who wished to protect their daughter",unknown,0.0,tertiary
some wealthy family,9,1,0,1,some wealthy family,unknown,0.0,tertiary
witches who dwelt there,7,1,0,1,witches who dwelt there,unknown,0.0,tertiary
a governor on the Yellow River,3,1,0,1,a governor on the Yellow River,unknown,0.0,tertiary
witches,54,1,0,1,witches,unknown,0.0,tertiary
