clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The top/the top,3,5,33,38,The top,male,1.0,primary
The boy/the boy,5,2,9,11,The boy,male,1.0,tertiary
the little boy to whom the playthings,2,1,6,7,the little boy to whom the playthings,male,1.0,tertiary
The major,23,1,4,5,The major,male,1.0,tertiary
the beloved object,16,1,2,3,the beloved object,female,1.0,tertiary
any other young lady,1,1,0,1,any other young lady,female,1.0,tertiary
each other,19,1,0,1,each other,unknown,0.0,tertiary
the little boy to whom the playthings--my father,21,1,0,1,the little boy to whom the playthings's father,male,1.0,tertiary
mother,22,1,0,1,mother,female,1.0,tertiary
the swallow,24,1,0,1,the swallow,unknown,0.0,tertiary
another,10,1,0,1,another,unknown,0.0,tertiary
my own class,25,1,0,1,my own class,unknown,0.0,tertiary
a young lady,26,1,0,1,a young lady,female,1.0,tertiary
a swallow,28,1,0,1,a swallow,unknown,0.0,tertiary
a young maiden,31,1,0,1,a young maiden,female,1.0,tertiary
The servant,14,1,0,1,The servant,unknown,0.0,tertiary
