clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Manawyddan,6,38,93,131,Manawyddan,male,1.0,primary
Pryderi,7,27,28,55,Pryderi,male,1.0,secondary
the bishop,102,9,32,41,the bishop,male,1.0,tertiary
the scholar,92,5,31,36,the scholar,male,1.0,tertiary
Rhiannon,8,13,17,30,Rhiannon,female,1.0,tertiary
Kieva,9,8,13,21,Kieva,male,1.0,tertiary
the bishop--my wife,164,4,8,12,the bishop's wife,female,1.0,tertiary
the scholar--a thief that I caught robbing me,145,2,9,11,the scholar's thief that I caught robbing me,unknown,0.0,tertiary
lord/Lord,149,6,2,8,lord,unknown,0.0,tertiary
the bishop--my people,168,1,7,8,the bishop's people,group/nonbinary,1.0,tertiary
the wife of Pryderi,68,1,6,7,the wife of Pryderi,female,1.0,tertiary
the priest,98,2,4,6,the priest,male,1.0,tertiary
"the bishop , drawing rein",101,1,5,6,"the bishop , drawing rein",unknown,0.0,tertiary
a thief/A thief,137,5,0,5,a thief,unknown,0.0,tertiary
Pryderi--his mother,18,2,3,5,Pryderi's mother,female,1.0,tertiary
a priest,97,1,3,4,a priest,unknown,0.0,tertiary
no man,28,3,0,3,no man,male,1.0,tertiary
these four,31,1,2,3,these four,group/nonbinary,1.0,tertiary
Pryderi's mother--her husband,19,2,1,3,Pryderi's mother's husband,male,1.0,tertiary
the saddlers,37,2,1,3,the saddlers,group/nonbinary,1.0,tertiary
The brother of Manawyddan,15,1,2,3,The brother of Manawyddan,male,1.0,tertiary
The shield - makers,44,1,2,3,The shield - makers,group/nonbinary,1.0,tertiary
man,25,2,0,2,man,male,1.0,tertiary
the scholar--a man of thy rank,147,2,0,2,the scholar's man of thy rank,male,1.0,tertiary
their masters,54,2,0,2,their masters,unknown,0.0,tertiary
the craftsmen,51,1,1,2,the craftsmen,group/nonbinary,1.0,tertiary
thief,146,2,0,2,thief,unknown,0.0,tertiary
Gwawl,11,2,0,2,Gwawl,unknown,0.0,tertiary
the scholar--my lord,141,2,0,2,the scholar's lord,unknown,0.0,tertiary
the son of Clud my friend,166,1,1,2,the son of Clud my friend,male,1.0,tertiary
the bishop's wife--her ladies,175,1,0,1,the bishop's wife's ladies,female,1.0,tertiary
scholar,142,1,0,1,scholar,unknown,0.0,tertiary
a scholar,89,1,0,1,a scholar,unknown,0.0,tertiary
a young woman,111,1,0,1,a young woman,female,1.0,tertiary
Clud,10,1,0,1,Clud,unknown,0.0,tertiary
the bishop--the men of my own house that destroyed thy two fields,171,1,0,1,the bishop's men of my own house that destroyed thy two fields,male,1.0,tertiary
the scholar--a man like thee,150,1,0,1,the scholar's man like thee,male,1.0,tertiary
"A bishop , with a great following and horses bearing huge packs",100,1,0,1,"A bishop , with a great following and horses bearing huge packs",unknown,0.0,tertiary
the bishop--my friend,167,1,0,1,the bishop's friend,unknown,0.0,tertiary
a reptile such as this,140,1,0,1,a reptile such as this,unknown,0.0,tertiary
the thief,160,1,0,1,the thief,unknown,0.0,tertiary
Rhiannon--thy friend,131,1,0,1,Rhiannon's friend,unknown,0.0,tertiary
a man of thy dignity,139,1,0,1,a man of thy dignity,male,1.0,tertiary
this mouse,84,1,0,1,this mouse,unknown,0.0,tertiary
Manawyddan--his friend Pryderi,13,1,0,1,Manawyddan's friend Pryderi,unknown,0.0,tertiary
wanderers,14,1,0,1,wanderers,unknown,0.0,tertiary
Manawyddan--my mother,118,1,0,1,Manawyddan's mother,female,1.0,tertiary
any lady,120,1,0,1,any lady,female,1.0,tertiary
the best friend that ever a man,121,1,0,1,the best friend that ever a man,male,1.0,tertiary
wife of Pryderi,17,1,0,1,wife of Pryderi,female,1.0,tertiary
each other,20,1,0,1,each other,unknown,0.0,tertiary
Manawyddan--my host,123,1,0,1,Manawyddan's host,unknown,0.0,tertiary
the townsfolk,34,1,0,1,the townsfolk,unknown,0.0,tertiary
No others,35,1,0,1,No others,unknown,0.0,tertiary
Manawyddan--his companions,38,1,0,1,Manawyddan's companions,unknown,0.0,tertiary
the counsels of Manawyddan,39,1,0,1,the counsels of Manawyddan,unknown,0.0,tertiary
no man in the town,42,1,0,1,no man in the town,male,1.0,tertiary
the shoemakers,124,1,0,1,the shoemakers,unknown,0.0,tertiary
a goldsmith,48,1,0,1,a goldsmith,unknown,0.0,tertiary
The Maker of Gold Shoes,125,1,0,1,The Maker of Gold Shoes,unknown,0.0,tertiary
the shoemakers of the town,49,1,0,1,the shoemakers of the town,unknown,0.0,tertiary
the men,56,1,0,1,the men,male,1.0,tertiary
neither man,62,1,0,1,neither man,male,1.0,tertiary
the prince,12,1,0,1,the prince,male,1.0,tertiary
A good friend,132,1,0,1,A good friend,unknown,0.0,tertiary
everyone,73,1,0,1,everyone,unknown,0.0,tertiary
All the shoemakers in the town,74,1,0,1,All the shoemakers in the town,unknown,0.0,tertiary
the people,114,1,0,1,the people,unknown,0.0,tertiary
