clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Swallow/the little Swallow/little Swallow/the Swallow/Dear little Swallow,10,37,96,133,Swallow,male,1.0,primary
the Prince,50,20,31,51,the Prince,male,1.0,secondary
the Swallow,45,11,33,44,the Swallow,male,1.0,secondary
the Happy Prince,20,16,24,40,the Happy Prince,male,1.0,tertiary
the statue,46,2,26,28,the statue,unknown,0.0,tertiary
the most beautiful Reed/the Reed/The Reed,11,5,15,20,the most beautiful Reed,female,1.0,tertiary
the Town Councillors,155,4,10,14,the Town Councillors,group/nonbinary,1.0,tertiary
a young man in a garret,224,1,12,13,a young man in a garret,male,1.0,tertiary
a little match - girl,235,1,11,12,a little match - girl,female,1.0,tertiary
The young man,92,1,10,11,The young man,male,1.0,tertiary
The poor little Swallow,146,1,10,11,The poor little Swallow,male,1.0,tertiary
the Mayor,153,5,5,10,the Mayor,male,1.0,tertiary
God/the God Memnon,14,3,6,9,God,unknown,0.0,tertiary
the children,30,2,5,7,the children,group/nonbinary,1.0,tertiary
a woman,195,1,6,7,a woman,female,1.0,tertiary
dear Prince,245,1,6,7,dear Prince,male,1.0,tertiary
the boy/The boy,208,4,3,7,the boy,male,1.0,tertiary
A beautiful girl,58,1,6,7,A beautiful girl,female,1.0,tertiary
the little Swallow,44,2,5,7,the little Swallow,male,1.0,tertiary
a sensible mother of her little boy who was crying for the moon's sensible mother of her little boy who was crying for the moon--her little boy,25,2,4,6,a sensible mother of her little boy who was crying for the moon's sensible mother of her little boy who was crying for the moon's little boy,male,0.625,tertiary
two little boys,132,1,5,6,two little boys,male,1.0,tertiary
The King,206,1,5,6,The King,male,1.0,tertiary
Dear Prince,15,2,4,6,Dear Prince,male,1.0,tertiary
the Mathematical Master,29,2,3,5,the Mathematical Master,male,1.0,tertiary
the Charity Children,27,1,3,4,the Charity Children,group/nonbinary,1.0,tertiary
Swallow/the little Swallow/little Swallow/the Swallow/Dear little Swallow--his lady,39,1,3,4,Swallow's lady,female,1.0,tertiary
the sailors hauling big chests out of the hold with ropes,95,1,2,3,the sailors hauling big chests out of the hold with ropes,group/nonbinary,1.0,tertiary
the mother,209,2,1,3,the mother,female,1.0,tertiary
the Swallow--my friends/My friends,203,2,1,3,the Swallow's friends,group/nonbinary,1.0,tertiary
the statue--my companions/My companions,185,2,1,3,the statue's companions,group/nonbinary,1.0,tertiary
the merchants,119,1,2,3,the merchants,group/nonbinary,1.0,tertiary
the Watchman,134,1,2,3,the Watchman,male,1.0,tertiary
each other,65,3,0,3,each other,unknown,0.0,tertiary
a disappointed man,26,1,2,3,a disappointed man,male,1.0,tertiary
the Professor of Ornithology,76,1,2,3,the Professor of Ornithology,male,1.0,tertiary
the little girl,106,1,1,2,the little girl,female,1.0,tertiary
the match - girl,105,1,1,2,the match - girl,female,1.0,tertiary
the rich,125,1,1,2,the rich,group/nonbinary,1.0,tertiary
little Swallow,239,1,1,2,little Swallow,unknown,0.0,tertiary
a little match - girl--her father/Her father,236,2,0,2,a little match - girl's father,male,1.0,tertiary
the Prince--my poor,243,1,1,2,the Prince's poor,group/nonbinary,1.0,tertiary
Leaf,16,2,0,2,Leaf,unknown,0.0,tertiary
the baker,148,2,0,2,the baker,unknown,0.0,tertiary
Death,17,1,1,2,Death,male,1.0,tertiary
a beggar,250,2,0,2,a beggar,unknown,0.0,tertiary
each of the Town Councillors,169,1,1,2,each of the Town Councillors,unknown,0.0,tertiary
Every one,78,1,1,2,Every one,group/nonbinary,1.0,tertiary
two rude boys,212,1,1,2,two rude boys,male,1.0,tertiary
the statue--My courtiers,189,1,1,2,the statue's courtiers,group/nonbinary,1.0,tertiary
a sensible mother of her little boy who was crying for the moon--a sensible mother of her little boy who was crying for the moon,24,1,1,2,a sensible mother of her little boy who was crying for the moon's sensible mother of her little boy who was crying for the moon,female,0.6,tertiary
the Prince/The Happy Prince,9,2,0,2,the Prince,male,1.0,tertiary
the old Jews,64,1,0,1,the old Jews,unknown,0.0,tertiary
Swallow/the little Swallow/little Swallow/the Swallow/Dear little Swallow--my wife,180,1,0,1,Swallow's wife,female,1.0,tertiary
the living,244,1,0,1,the living,unknown,0.0,tertiary
a coquette,179,1,0,1,a coquette,unknown,0.0,tertiary
the poor,139,1,0,1,the poor,unknown,0.0,tertiary
