clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The old man/the old man,10,33,64,97,The old man,male,1.0,primary
Shiro,0,32,38,70,Shiro,male,1.0,primary
the wicked old man/The wicked old man,47,2,40,42,the wicked old man,male,1.0,secondary
Shiro 's master,43,4,24,28,Shiro 's master,male,1.0,tertiary
the Daimio/The Daimio/Daimio,1,7,15,22,the Daimio,male,1.0,tertiary
The good old man/the good old man,45,6,12,18,The good old man,male,1.0,tertiary
the Daimio/The Daimio,122,6,9,15,the Daimio,male,1.0,tertiary
Shiro--his neighbor,31,6,4,10,Shiro's neighbor,male,1.0,tertiary
Shiro--his master,15,6,3,9,Shiro's master,male,1.0,tertiary
The wicked neighbor/the wicked neighbor,64,3,5,8,The wicked neighbor,male,1.0,tertiary
an old man--His wife/his wife,5,8,0,8,an old man's wife,female,1.0,tertiary
the envious neighbor/The envious neighbor,149,2,5,7,the envious neighbor,unknown,0.0,tertiary
this good old couple,18,1,5,6,this good old couple,group/nonbinary,1.0,tertiary
the Knight/The Knight,112,3,3,6,the Knight,male,1.0,tertiary
false old man,146,1,4,5,false old man,male,1.0,tertiary
The cross old neighbor/the cross old neighbor,39,2,3,5,The cross old neighbor,male,1.0,tertiary
the true Hana - Saka - Jijii/Hana - Saka - Jijii,2,5,0,5,the true Hana - Saka - Jijii,unknown,0.0,tertiary
the man,11,1,4,5,the man,male,1.0,tertiary
the borrower,86,1,3,4,the borrower,male,1.0,tertiary
This Knight,106,1,2,3,This Knight,male,1.0,tertiary
"The greedy neighbor , hearing of this new piece of good luck",80,1,2,3,"The greedy neighbor , hearing of this new piece of good luck",male,1.0,tertiary
the impostor,144,1,2,3,the impostor,male,1.0,tertiary
the poor old man,37,1,2,3,the poor old man,male,1.0,tertiary
the retainers,143,1,1,2,the retainers,group/nonbinary,1.0,tertiary
the Daimio/The Daimio--his retainers,128,2,0,2,the Daimio's retainers,unknown,0.0,tertiary
an old man,4,1,1,2,an old man,male,1.0,tertiary
the Daimio/The Daimio--the man whom I named Hana - Saka - Jijii,170,1,1,2,the Daimio's man whom I named Hana - Saka - Jijii,male,1.0,tertiary
the faithful dog,38,1,1,2,the faithful dog,male,1.0,tertiary
the envious neighbor/The envious neighbor--The one who came to you before was only my disciple,174,1,0,1,the envious neighbor's one who came to you before was only my disciple,unknown,0.0,tertiary
that old man,166,1,0,1,that old man,male,1.0,tertiary
an impostor,157,1,0,1,an impostor,unknown,0.0,tertiary
the ladies - in waiting,129,1,0,1,the ladies - in waiting,female,1.0,tertiary
the Daimio/The Daimio/Daimio--his Court,153,1,0,1,the Daimio's Court,unknown,0.0,tertiary
The old man/the old man--my disciple,175,1,0,1,The old man's disciple,unknown,0.0,tertiary
Every one,131,1,0,1,Every one,unknown,0.0,tertiary
the retainers--their Lord,145,1,0,1,the retainers's Lord,unknown,0.0,tertiary
the Daimio/The Daimio--the old man he had seen before,148,1,0,1,the Daimio's old man he had seen before,male,1.0,tertiary
some disciples,173,1,0,1,some disciples,unknown,0.0,tertiary
some great man,140,1,0,1,some great man,male,1.0,tertiary
the wonderful man who can make withered trees blossom,168,1,0,1,the wonderful man who can make withered trees blossom,male,1.0,tertiary
the old man who can make dead trees blossom,169,1,0,1,the old man who can make dead trees blossom,male,1.0,tertiary
the envious neighbor/The envious neighbor--my Lord,171,1,0,1,the envious neighbor's Lord,unknown,0.0,tertiary
the old man who can make withered trees flower even out of season,165,1,0,1,the old man who can make withered trees flower even out of season,male,1.0,tertiary
"The old man/the old man--The Old Man who makes the Trees to Blossom . "" Henceforth all were to recognize him by this name",3,1,0,1,"The old man's Old Man who makes the Trees to Blossom . "" Henceforth all were to recognize him by this name",male,1.0,tertiary
a retainer of a great Daimio ( Earl,107,1,0,1,a retainer of a great Daimio ( Earl,unknown,0.0,tertiary
the nobleman,120,1,0,1,the nobleman,unknown,0.0,tertiary
The old man/the old man--his dog,75,1,0,1,The old man's dog,unknown,0.0,tertiary
no child,8,1,0,1,no child,unknown,0.0,tertiary
a real Japanese dog,9,1,0,1,a real Japanese dog,unknown,0.0,tertiary
another old man,19,1,0,1,another old man,male,1.0,tertiary
this good old couple--their good neighbors,21,1,0,1,this good old couple's good neighbors,unknown,0.0,tertiary
an unseen and envious witness of the finding of the treasure,40,1,0,1,an unseen and envious witness of the finding of the treasure,unknown,0.0,tertiary
Shiro--your master,163,1,0,1,Shiro's master,unknown,0.0,tertiary
the horrid old man,51,1,0,1,the horrid old man,male,1.0,tertiary
Shiro 's master--his bad neighbor,66,1,0,1,Shiro 's master's bad neighbor,unknown,0.0,tertiary
The old man/the old man--his poor dog Shiro,69,1,0,1,The old man's poor dog Shiro,unknown,0.0,tertiary
The old man/the old man--his cruel neighbor,83,1,0,1,The old man's cruel neighbor,unknown,0.0,tertiary
The old man/the old man--His Lord,115,1,0,1,The old man's Lord,unknown,0.0,tertiary
the envious man,84,1,0,1,the envious man,male,1.0,tertiary
The good old man/the good old man--my dog,164,1,0,1,The good old man's dog,unknown,0.0,tertiary
The neighbor,90,1,0,1,The neighbor,unknown,0.0,tertiary
people from far and near,101,1,0,1,people from far and near,unknown,0.0,tertiary
a Knight,105,1,0,1,a Knight,unknown,0.0,tertiary
a great Daimio ( Earl,108,1,0,1,a great Daimio ( Earl,unknown,0.0,tertiary
this nobleman,109,1,0,1,this nobleman,unknown,0.0,tertiary
This Knight--every one in his service,111,1,0,1,This Knight's one in his service,unknown,0.0,tertiary
a wonderful old man who could make withered trees to blossom,114,1,0,1,a wonderful old man who could make withered trees to blossom,male,1.0,tertiary
a rich and prosperous man,161,1,0,1,a rich and prosperous man,male,1.0,tertiary
