clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Charcoal Nils/poor Charcoal Nils/Nils,8,13,83,96,Charcoal Nils,male,1.0,primary
a strange woman,22,1,11,12,a strange woman,female,1.0,tertiary
the tall woman,46,1,5,6,the tall woman,female,1.0,tertiary
the troll - woman,61,3,2,5,the troll - woman,female,1.0,tertiary
the three children,40,1,3,4,the three children,group/nonbinary,1.0,tertiary
the charcoal - burner/The charcoal - burner,25,2,1,3,the charcoal - burner,male,1.0,tertiary
three children,29,1,2,3,three children,group/nonbinary,1.0,tertiary
the trolls,78,2,1,3,the trolls,group/nonbinary,1.0,tertiary
the mother,80,1,1,2,the mother,female,1.0,tertiary
the troll - folk,76,2,0,2,the troll - folk,unknown,0.0,tertiary
the troll - woman--her children,62,2,0,2,the troll - woman's children,unknown,0.0,tertiary
The old man/the old man,56,2,0,2,The old man,male,1.0,tertiary
a farm - hand,16,1,0,1,a farm - hand,unknown,0.0,tertiary
a wise man,54,1,0,1,a wise man,male,1.0,tertiary
the three children--their mother,41,1,0,1,the three children's mother,female,1.0,tertiary
the strange woman,35,1,0,1,the strange woman,female,1.0,tertiary
"Charcoal Nils/poor Charcoal Nils/Nils--the forest woman , who aided him so willingly",33,1,0,1,"Charcoal Nils's forest woman , who aided him so willingly",female,1.0,tertiary
the wolves,79,1,0,1,the wolves,unknown,0.0,tertiary
Charcoal Nils/poor Charcoal Nils/Nils--his wife,27,1,0,1,Charcoal Nils's wife,female,1.0,tertiary
Vipa,9,1,0,1,Vipa,unknown,0.0,tertiary
Peewee,10,1,0,1,Peewee,unknown,0.0,tertiary
Charcoal Nils/poor Charcoal Nils/Nils--your youngest daughter,92,1,0,1,Charcoal Nils's youngest daughter,unknown,0.0,tertiary
others,83,1,0,1,others,unknown,0.0,tertiary
Sister,11,1,0,1,Sister,female,1.0,tertiary
