clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Cormoran Jack/Jack,3,37,129,166,Cormoran Jack,male,1.0,primary
the giant/The giant,19,19,34,53,the giant,male,1.0,tertiary
"a huge giant , eighteen feet high and nine feet round",14,1,7,8,"a huge giant , eighteen feet high and nine feet round",male,1.0,tertiary
three ladies,43,1,7,8,three ladies,female,1.0,tertiary
the two giants,39,1,4,5,the two giants,group/nonbinary,1.0,tertiary
the knight/The knight,79,2,2,4,the knight,male,1.0,tertiary
Ladies/ladies,120,2,2,4,Ladies,female,1.0,tertiary
the King,108,3,0,3,the King,male,1.0,tertiary
a handsome knight--his lady,75,3,0,3,a handsome knight's lady,female,1.0,tertiary
the duke,112,1,2,3,the duke,male,1.0,tertiary
the monster,121,2,1,3,the monster,male,1.0,tertiary
a duke 's daughter,133,1,2,3,a duke 's daughter,female,1.0,tertiary
the hermit,91,1,2,3,the hermit,unknown,0.0,tertiary
The knights,103,1,1,2,The knights,group/nonbinary,1.0,tertiary
King Arthur,4,2,0,2,King Arthur,male,1.0,tertiary
a handsome knight,74,1,1,2,a handsome knight,male,1.0,tertiary
the giant Galligantus,130,2,0,2,the giant Galligantus,unknown,0.0,tertiary
this monster,125,1,0,1,this monster,unknown,0.0,tertiary
the knight/The knight--his brother,84,1,0,1,the knight's brother,male,1.0,tertiary
an old man,90,1,0,1,an old man,male,1.0,tertiary
the famous King Arthur,6,1,0,1,the famous King Arthur,male,1.0,tertiary
a duke,132,1,0,1,a duke,unknown,0.0,tertiary
the hermit--My son,126,1,0,1,the hermit's son,unknown,0.0,tertiary
a vile magician,131,1,0,1,a vile magician,unknown,0.0,tertiary
such a little fellow,69,1,0,1,such a little fellow,unknown,0.0,tertiary
a duke 's daughter--her father,135,1,0,1,a duke 's daughter's father,male,1.0,tertiary
the conjurer,97,1,0,1,the conjurer,unknown,0.0,tertiary
the magician,99,1,0,1,the magician,unknown,0.0,tertiary
beautiful lady who had been changed into birds and beasts,100,1,0,1,beautiful lady who had been changed into birds and beasts,female,1.0,tertiary
the old man,105,1,0,1,the old man,male,1.0,tertiary
Cormoran Jack/Jack--his Majesty,109,1,0,1,Cormoran Jack's Majesty,unknown,0.0,tertiary
a monstrous giant dragging along by the hair of their heads,73,1,0,1,a monstrous giant dragging along by the hair of their heads,unknown,0.0,tertiary
a Welsh giant,49,1,0,1,a Welsh giant,unknown,0.0,tertiary
"the Welsh giant , who was ashamed to be outdone by such a little fellow as Jack",68,1,0,1,"the Welsh giant , who was ashamed to be outdone by such a little fellow as Jack",unknown,0.0,tertiary
This giant,27,1,0,1,This giant,unknown,0.0,tertiary
a boy of a bold temper,8,1,0,1,a boy of a bold temper,male,1.0,tertiary
conjurers,9,1,0,1,conjurers,unknown,0.0,tertiary
giants,10,1,0,1,giants,unknown,0.0,tertiary
fairies,11,1,0,1,fairies,unknown,0.0,tertiary
the knights of King Arthur 's Round Table,12,1,0,1,the knights of King Arthur 's Round Table,male,1.0,tertiary
Cormoran Jack/Jack--You saucy villain,119,1,0,1,Cormoran Jack's saucy villain,unknown,0.0,tertiary
Cormoran Jack/Jack--his friends,25,1,0,1,Cormoran Jack's friends,unknown,0.0,tertiary
Another giant,26,1,0,1,Another giant,unknown,0.0,tertiary
Blunderbore,5,1,0,1,Blunderbore,unknown,0.0,tertiary
men,33,1,0,1,men,male,1.0,tertiary
travelers,124,1,0,1,travelers,unknown,0.0,tertiary
women,34,1,0,1,women,female,1.0,tertiary
"the giant/The giant--his brother who was likewise a giant , to take a meal off his flesh",36,1,0,1,"the giant's brother who was likewise a giant , to take a meal off his flesh",male,1.0,tertiary
a giant,37,1,0,1,a giant,unknown,0.0,tertiary
three ladies--their husbands,44,1,0,1,three ladies's husbands,male,1.0,tertiary
"three ladies--the giants , who had then condemned them to be starved to death because they would not eat the flesh of their own dead husbands",45,1,0,1,"three ladies's giants , who had then condemned them to be starved to death because they would not eat the flesh of their own dead husbands",male,1.0,tertiary
three ladies--their own dead husbands,46,1,0,1,three ladies's own dead husbands,male,1.0,tertiary
the monster--his wicked brother,122,1,0,1,the monster's wicked brother,male,1.0,tertiary
"a lad named Jack , who was a boy of a bold temper , and took delight in hearing or reading of conjurers , giants , and fairies ; and used to listen eagerly to the deeds of the knights of King Arthur 's Round Table",7,1,0,1,"a lad named Jack , who was a boy of a bold temper , and took delight in hearing or reading of conjurers , giants , and fairies ; and used to listen eagerly to the deeds of the knights of King Arthur 's Round Table",male,1.0,tertiary
"Cormoran Jack/Jack--a traveler who had lost his way , on which the giant made him welcome",50,1,0,1,"Cormoran Jack's traveler who had lost his way , on which the giant made him welcome",unknown,0.0,tertiary
the duke--his daughter,113,1,0,1,the duke's daughter,unknown,0.0,tertiary
