clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the young man,18,6,44,50,the young man,male,1.0,primary
the wise woman,13,6,11,17,the wise woman,female,1.0,secondary
a young man,8,1,11,12,a young man,male,1.0,tertiary
the woman,23,3,7,10,the woman,female,1.0,tertiary
a wise woman,24,1,7,8,a wise woman,female,1.0,tertiary
The queen - bee,32,1,5,6,The queen - bee,female,1.0,tertiary
One man,58,1,4,5,One man,male,1.0,tertiary
the poets,76,1,3,4,the poets,group/nonbinary,1.0,tertiary
our forefathers,62,1,2,3,our forefathers,group/nonbinary,1.0,tertiary
the doctor who drives in his own carriage and pays tax for his rank--the doctor who drives in his own carriage and pays tax for his rank,16,1,2,3,the doctor who drives in his own carriage and pays tax for his rank's doctor who drives in his own carriage and pays tax for his rank,male,1.0,tertiary
the crowd of people,72,1,1,2,the crowd of people,group/nonbinary,1.0,tertiary
a poet,9,2,0,2,a poet,unknown,0.0,tertiary
Happy people who were born a thousand years ago,45,1,1,2,Happy people who were born a thousand years ago,group/nonbinary,1.0,tertiary
Easter,4,2,0,2,Easter,unknown,0.0,tertiary
Whitsuntide,7,1,0,1,Whitsuntide,unknown,0.0,tertiary
the Sloes,6,1,0,1,the Sloes,unknown,0.0,tertiary
people,73,1,0,1,people,unknown,0.0,tertiary
a crowd it,71,1,0,1,a crowd it,unknown,0.0,tertiary
the people,70,1,0,1,the people,unknown,0.0,tertiary
the young man--your wife,77,1,0,1,the young man's wife,female,1.0,tertiary
The queen - bee--her majesty,34,1,0,1,The queen - bee's majesty,female,1.0,tertiary
a poet by Easter,74,1,0,1,a poet by Easter,unknown,0.0,tertiary
a wise woman--her family,27,1,0,1,a wise woman's family,unknown,0.0,tertiary
Another,60,1,0,1,Another,unknown,0.0,tertiary
the King,54,1,0,1,the King,male,1.0,tertiary
God,5,1,0,1,God,unknown,0.0,tertiary
any one who knows the way,51,1,0,1,any one who knows the way,unknown,0.0,tertiary
the Lord,50,1,0,1,the Lord,unknown,0.0,tertiary
poets,49,1,0,1,poets,unknown,0.0,tertiary
wise women,48,1,0,1,wise women,female,1.0,tertiary
those who rode and drove,15,1,0,1,those who rode and drove,unknown,0.0,tertiary
No doctor,12,1,0,1,No doctor,unknown,0.0,tertiary
the wretched man,11,1,0,1,the wretched man,male,1.0,tertiary
every second poet,41,1,0,1,every second poet,unknown,0.0,tertiary
