clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Earl St. Clair/the brave Earl,4,15,76,91,Earl St. Clair,male,1.0,primary
Earl Gregory,5,11,17,28,Earl Gregory,male,1.0,tertiary
the company,139,1,14,15,the company,group/nonbinary,1.0,tertiary
Sir Gregory,7,3,12,15,Sir Gregory,male,1.0,tertiary
the Elfin King,36,6,5,11,the Elfin King,male,1.0,tertiary
These weird Goblins,125,1,10,11,These weird Goblins,group/nonbinary,1.0,tertiary
the Earl--thy friend,149,1,8,9,the Earl's friend,male,1.0,tertiary
the searching party,24,1,6,7,the searching party,group/nonbinary,1.0,tertiary
the young men,111,1,6,7,the young men,male,1.0,tertiary
the ghostly dancers,133,1,6,7,the ghostly dancers,group/nonbinary,1.0,tertiary
"two young earls , Earl St. Clair and Earl Gregory , who were such friends that they rode , and hunted , and fought together , if need be",34,1,5,6,"two young earls , Earl St. Clair and Earl Gregory , who were such friends that they rode , and hunted , and fought together , if need be",group/nonbinary,1.0,tertiary
the Earl,134,3,3,6,the Earl,male,1.0,tertiary
the frozen Elves,87,2,3,5,the frozen Elves,group/nonbinary,1.0,tertiary
an old and grizzled Goblin,129,1,4,5,an old and grizzled Goblin,male,1.0,tertiary
his friend,117,1,3,4,his friend,male,1.0,tertiary
This Knight,18,1,3,4,This Knight,male,1.0,tertiary
the Knight,38,3,1,4,the Knight,male,1.0,tertiary
a gallant horseman,54,1,3,4,a gallant horseman,male,1.0,tertiary
some unwary mortal,140,1,2,3,some unwary mortal,male,1.0,tertiary
the little grizzled Goblin who had whispered to Earl Gregory,146,1,2,3,the little grizzled Goblin who had whispered to Earl Gregory,male,1.0,tertiary
Earl St. Clair/the brave Earl--all the ghostly Elves and Goblins whom he had seen,83,1,2,3,Earl St. Clair's the ghostly Elves and Goblins whom he had seen,group/nonbinary,1.0,tertiary
the stranger,142,1,2,3,the stranger,male,1.0,tertiary
an Elfin Knight,17,2,1,3,an Elfin Knight,male,1.0,tertiary
Earl St. Clair/the brave Earl--his companion,105,2,0,2,Earl St. Clair's companion,unknown,0.0,tertiary
this Elfin King,52,1,1,2,this Elfin King,male,1.0,tertiary
the frozen Elves--their mighty King,88,1,1,2,the frozen Elves's mighty King,male,1.0,tertiary
the Grisly Goblin,75,1,1,2,the Grisly Goblin,male,1.0,tertiary
Sir Earl,14,2,0,2,Sir Earl,unknown,0.0,tertiary
the Goblin,148,2,0,2,the Goblin,unknown,0.0,tertiary
Earl St. Clair/the brave Earl--his mother,106,1,1,2,Earl St. Clair's mother,female,1.0,tertiary
an old and grizzled Goblin--his companions,130,2,0,2,an old and grizzled Goblin's companions,unknown,0.0,tertiary
shadowy Elfin figures,124,1,1,2,shadowy Elfin figures,group/nonbinary,1.0,tertiary
the young man,37,1,1,2,the young man,male,1.0,tertiary
the two friends,95,1,1,2,the two friends,group/nonbinary,1.0,tertiary
the eldrich dancers,145,1,0,1,the eldrich dancers,unknown,0.0,tertiary
thy companion,62,1,0,1,thy companion,unknown,0.0,tertiary
wife,64,1,0,1,wife,female,1.0,tertiary
child,65,1,0,1,child,unknown,0.0,tertiary
Witch,9,1,0,1,Witch,unknown,0.0,tertiary
a mortal man,67,1,0,1,a mortal man,male,1.0,tertiary
a beauteous Knight,70,1,0,1,a beauteous Knight,unknown,0.0,tertiary
the dreaded Knight,27,1,0,1,the dreaded Knight,unknown,0.0,tertiary
Warlock,8,1,0,1,Warlock,unknown,0.0,tertiary
the Earl--our lawful Monarch,151,1,0,1,the Earl's lawful Monarch,unknown,0.0,tertiary
the Earl's friend--his cruel captor,152,1,0,1,the Earl's friend's cruel captor,unknown,0.0,tertiary
little man,153,1,0,1,little man,male,1.0,tertiary
the old man,74,1,0,1,the old man,male,1.0,tertiary
whoso carried the Sign of the Blessed Trinity,108,1,0,1,whoso carried the Sign of the Blessed Trinity,unknown,0.0,tertiary
this bold intruder,81,1,0,1,this bold intruder,unknown,0.0,tertiary
one another,26,1,0,1,one another,unknown,0.0,tertiary
the Elfin King--his followers,85,1,0,1,the Elfin King's followers,unknown,0.0,tertiary
men,22,1,0,1,men,male,1.0,tertiary
Earl St. Clair's mother--a little lad at her knee,107,1,0,1,Earl St. Clair's mother's little lad at her knee,unknown,0.0,tertiary
this presumptuous intruder,89,1,0,1,this presumptuous intruder,unknown,0.0,tertiary
the frozen Goblins,90,1,0,1,the frozen Goblins,unknown,0.0,tertiary
the Matin Bell,15,1,0,1,the Matin Bell,unknown,0.0,tertiary
every one of the frozen Elves,92,1,0,1,every one of the frozen Elves,unknown,0.0,tertiary
the frozen Elves--their King,94,1,0,1,the frozen Elves's King,male,1.0,tertiary
mortal huntsmen,32,1,0,1,mortal huntsmen,unknown,0.0,tertiary
The Lord,48,1,0,1,The Lord,unknown,0.0,tertiary
man,50,1,0,1,man,male,1.0,tertiary
"the brave Earl St. Clair who approached , fearless and strong because of the Holy Sign he bore",144,1,0,1,"the brave Earl St. Clair who approached , fearless and strong because of the Holy Sign he bore",unknown,0.0,tertiary
the Elfin Knight,51,1,0,1,the Elfin Knight,unknown,0.0,tertiary
a horseman,113,1,0,1,a horseman,unknown,0.0,tertiary
"a goodly Knight , clad in a green vesture , and riding on a great black jennet",53,1,0,1,"a goodly Knight , clad in a green vesture , and riding on a great black jennet",unknown,0.0,tertiary
one of the bairns,42,1,0,1,one of the bairns,unknown,0.0,tertiary
the mysterious stranger,115,1,0,1,the mysterious stranger,unknown,0.0,tertiary
one wearest the Sign of the Blessed Trinity,39,1,0,1,one wearest the Sign of the Blessed Trinity,unknown,0.0,tertiary
mortal man,122,1,0,1,mortal man,male,1.0,tertiary
the young men--both of them,112,1,0,1,the young men's of them,unknown,0.0,tertiary
mortals,104,1,0,1,mortals,unknown,0.0,tertiary
the young Earl,128,1,0,1,the young Earl,unknown,0.0,tertiary
travellers,100,1,0,1,travellers,unknown,0.0,tertiary
the bairns,43,1,0,1,the bairns,unknown,0.0,tertiary
Sir Knight,11,1,0,1,Sir Knight,unknown,0.0,tertiary
the Green Knight,12,1,0,1,the Green Knight,unknown,0.0,tertiary
no bairn,99,1,0,1,no bairn,unknown,0.0,tertiary
two bearded men,98,1,0,1,two bearded men,male,1.0,tertiary
"the Knight whom he had come so far to seek , clad in his grass - green robes",135,1,0,1,"the Knight whom he had come so far to seek , clad in his grass - green robes",unknown,0.0,tertiary
a dead man,138,1,0,1,a dead man,male,1.0,tertiary
an old wife,97,1,0,1,an old wife,female,1.0,tertiary
Demon,10,1,0,1,Demon,unknown,0.0,tertiary
each other,141,1,0,1,each other,unknown,0.0,tertiary
Certes,6,1,0,1,Certes,unknown,0.0,tertiary
the company--their captive,143,1,0,1,the company's captive,unknown,0.0,tertiary
the charmed Ring,13,1,0,1,the charmed Ring,unknown,0.0,tertiary
